SSPL,f,alpha,c,U_infinity,delta
124.74915742793792,800,0.0,0.3048,71.3,0.00266337
124.74915742793792,1000,0.0,0.3048,71.3,0.00266337
124.74915742793792,1250,0.0,0.3048,71.3,0.00266337
127.591,1600,0.0,0.3048,71.3,0.00266337
124.74915742793792,2000,0.0,0.3048,71.3,0.00266337
124.74915742793792,2500,0.0,0.3048,71.3,0.00266337
124.74915742793792,3150,0.0,0.3048,71.3,0.00266337
124.74915742793792,4000,0.0,0.3048,71.3,0.00266337
121.301,5000,0.0,0.3048,71.3,0.00266337
119.541,6300,0.0,0.3048,71.3,0.00266337
117.151,8000,0.0,0.3048,71.3,0.00266337
115.391,10000,0.0,0.3048,71.3,0.00266337
124.74915742793792,12500,0.0,0.3048,71.3,0.00266337
108.721,16000,0.0,0.3048,71.3,0.00266337
124.74915742793792,500,0.0,0.3048,55.5,0.00283081
124.74915742793792,630,0.0,0.3048,55.5,0.00283081
124.74915742793792,800,0.0,0.3048,55.5,0.00283081
124.74915742793792,1000,0.0,0.3048,55.5,0.00283081
126.086,1250,0.0,0.3048,55.5,0.00283081
124.74915742793792,1600,0.0,0.3048,55.5,0.00283081
124.74915742793792,2000,0.0,0.3048,55.5,0.00283081
124.74915742793792,2500,0.0,0.3048,55.5,0.00283081
124.74915742793792,3150,0.0,0.3048,55.5,0.00283081
124.74915742793792,4000,0.0,0.3048,55.5,0.00283081
124.74915742793792,5000,0.0,0.3048,55.5,0.00283081
124.74915742793792,6300,0.0,0.3048,55.5,0.00283081
116.476,8000,0.0,0.3048,55.5,0.00283081
113.076,10000,0.0,0.3048,55.5,0.00283081
111.076,12500,0.0,0.3048,55.5,0.00283081
124.74915742793792,200,0.0,0.3048,39.6,0.00310138
119.319,250,0.0,0.3048,39.6,0.00310138
124.74915742793792,315,0.0,0.3048,39.6,0.00310138
124.74915742793792,400,0.0,0.3048,39.6,0.00310138
124.74915742793792,500,0.0,0.3048,39.6,0.00310138
124.74915742793792,630,0.0,0.3048,39.6,0.00310138
129.099,800,0.0,0.3048,39.6,0.00310138
124.74915742793792,1000,0.0,0.3048,39.6,0.00310138
124.74915742793792,1250,0.0,0.3048,39.6,0.00310138
124.74915742793792,1600,0.0,0.3048,39.6,0.00310138
123.689,2000,0.0,0.3048,39.6,0.00310138
124.74915742793792,2500,0.0,0.3048,39.6,0.00310138
124.74915742793792,3150,0.0,0.3048,39.6,0.00310138
124.74915742793792,4000,0.0,0.3048,39.6,0.00310138
124.74915742793792,5000,0.0,0.3048,39.6,0.00310138
124.74915742793792,6300,0.0,0.3048,39.6,0.00310138
124.74915742793792,8000,0.0,0.3048,39.6,0.00310138
124.74915742793792,10000,0.0,0.3048,39.6,0.00310138
109.619,12500,0.0,0.3048,39.6,0.00310138
124.74915742793792,200,0.0,0.3048,31.7,0.00331266
118.595,250,0.0,0.3048,31.7,0.00331266
122.765,315,0.0,0.3048,31.7,0.00331266
124.74915742793792,400,0.0,0.3048,31.7,0.00331266
124.74915742793792,500,0.0,0.3048,31.7,0.00331266
124.74915742793792,630,0.0,0.3048,31.7,0.00331266
124.74915742793792,800,0.0,0.3048,31.7,0.00331266
124.74915742793792,1000,0.0,0.3048,31.7,0.00331266
124.74915742793792,1250,0.0,0.3048,31.7,0.00331266
124.74915742793792,1600,0.0,0.3048,31.7,0.00331266
122.375,2000,0.0,0.3048,31.7,0.00331266
124.74915742793792,2500,0.0,0.3048,31.7,0.00331266
119.135,3150,0.0,0.3048,31.7,0.00331266
124.74915742793792,4000,0.0,0.3048,31.7,0.00331266
124.74915742793792,5000,0.0,0.3048,31.7,0.00331266
124.74915742793792,6300,0.0,0.3048,31.7,0.00331266
124.74915742793792,8000,0.0,0.3048,31.7,0.00331266
124.74915742793792,10000,0.0,0.3048,31.7,0.00331266
127.122,800,1.5,0.3048,71.3,0.00336729
124.74915742793792,1000,1.5,0.3048,71.3,0.00336729
124.74915742793792,1250,1.5,0.3048,71.3,0.00336729
124.74915742793792,1600,1.5,0.3048,71.3,0.00336729
126.642,2000,1.5,0.3048,71.3,0.00336729
124.74915742793792,2500,1.5,0.3048,71.3,0.00336729
124.74915742793792,3150,1.5,0.3048,71.3,0.00336729
124.74915742793792,4000,1.5,0.3048,71.3,0.00336729
124.74915742793792,5000,1.5,0.3048,71.3,0.00336729
124.74915742793792,6300,1.5,0.3048,71.3,0.00336729
115.372,8000,1.5,0.3048,71.3,0.00336729
124.74915742793792,10000,1.5,0.3048,71.3,0.00336729
124.74915742793792,12500,1.5,0.3048,71.3,0.00336729
124.74915742793792,16000,1.5,0.3048,71.3,0.00336729
121.851,315,1.5,0.3048,39.6,0.00392107
124.001,400,1.5,0.3048,39.6,0.00392107
124.74915742793792,500,1.5,0.3048,39.6,0.00392107
124.74915742793792,630,1.5,0.3048,39.6,0.00392107
124.74915742793792,800,1.5,0.3048,39.6,0.00392107
124.74915742793792,1000,1.5,0.3048,39.6,0.00392107
124.74915742793792,1250,1.5,0.3048,39.6,0.00392107
122.211,1600,1.5,0.3048,39.6,0.00392107
124.74915742793792,2000,1.5,0.3048,39.6,0.00392107
124.74915742793792,2500,1.5,0.3048,39.6,0.00392107
124.74915742793792,3150,1.5,0.3048,39.6,0.00392107
124.74915742793792,4000,1.5,0.3048,39.6,0.00392107
124.74915742793792,5000,1.5,0.3048,39.6,0.00392107
114.751,6300,1.5,0.3048,39.6,0.00392107
124.74915742793792,8000,1.5,0.3048,39.6,0.00392107
108.991,10000,1.5,0.3048,39.6,0.00392107
106.111,12500,1.5,0.3048,39.6,0.00392107
124.74915742793792,400,3.0,0.3048,71.3,0.00425727
128.454,500,3.0,0.3048,71.3,0.00425727
124.74915742793792,630,3.0,0.3048,71.3,0.00425727
124.74915742793792,800,3.0,0.3048,71.3,0.00425727
129.004,1000,3.0,0.3048,71.3,0.00425727
124.74915742793792,1250,3.0,0.3048,71.3,0.00425727
124.74915742793792,1600,3.0,0.3048,71.3,0.00425727
125.524,2000,3.0,0.3048,71.3,0.00425727
124.74915742793792,2500,3.0,0.3048,71.3,0.00425727
124.74915742793792,3150,3.0,0.3048,71.3,0.00425727
124.74915742793792,4000,3.0,0.3048,71.3,0.00425727
124.74915742793792,5000,3.0,0.3048,71.3,0.00425727
124.74915742793792,6300,3.0,0.3048,71.3,0.00425727
124.74915742793792,8000,3.0,0.3048,71.3,0.00425727
124.74915742793792,10000,3.0,0.3048,71.3,0.00425727
124.74915742793792,400,3.0,0.3048,55.5,0.00452492
124.74915742793792,500,3.0,0.3048,55.5,0.00452492
124.74915742793792,630,3.0,0.3048,55.5,0.00452492
124.74915742793792,800,3.0,0.3048,55.5,0.00452492
124.74915742793792,1000,3.0,0.3048,55.5,0.00452492
127.329,1250,3.0,0.3048,55.5,0.00452492
124.74915742793792,1600,3.0,0.3048,55.5,0.00452492
124.74915742793792,2000,3.0,0.3048,55.5,0.00452492
124.74915742793792,2500,3.0,0.3048,55.5,0.00452492
124.74915742793792,3150,3.0,0.3048,55.5,0.00452492
118.689,4000,3.0,0.3048,55.5,0.00452492
124.74915742793792,5000,3.0,0.3048,55.5,0.00452492
115.679,6300,3.0,0.3048,55.5,0.00452492
124.74915742793792,8000,3.0,0.3048,55.5,0.00452492
112.169,10000,3.0,0.3048,55.5,0.00452492
124.74915742793792,315,3.0,0.3048,39.6,0.00495741
125.472,400,3.0,0.3048,39.6,0.00495741
124.74915742793792,500,3.0,0.3048,39.6,0.00495741
124.74915742793792,630,3.0,0.3048,39.6,0.00495741
129.552,800,3.0,0.3048,39.6,0.00495741
128.312,1000,3.0,0.3048,39.6,0.00495741
124.74915742793792,1250,3.0,0.3048,39.6,0.00495741
122.782,1600,3.0,0.3048,39.6,0.00495741
124.74915742793792,2000,3.0,0.3048,39.6,0.00495741
124.74915742793792,2500,3.0,0.3048,39.6,0.00495741
118.922,3150,3.0,0.3048,39.6,0.00495741
116.792,4000,3.0,0.3048,39.6,0.00495741
124.74915742793792,5000,3.0,0.3048,39.6,0.00495741
124.74915742793792,6300,3.0,0.3048,39.6,0.00495741
124.74915742793792,8000,3.0,0.3048,39.6,0.00495741
124.74915742793792,315,3.0,0.3048,31.7,0.00529514
124.74915742793792,400,3.0,0.3048,31.7,0.00529514
124.74915742793792,500,3.0,0.3048,31.7,0.00529514
124.74915742793792,630,3.0,0.3048,31.7,0.00529514
124.74915742793792,800,3.0,0.3048,31.7,0.00529514
126.838,1000,3.0,0.3048,31.7,0.00529514
124.74915742793792,1250,3.0,0.3048,31.7,0.00529514
124.74915742793792,1600,3.0,0.3048,31.7,0.00529514
120.088,2000,3.0,0.3048,31.7,0.00529514
124.74915742793792,2500,3.0,0.3048,31.7,0.00529514
124.74915742793792,3150,3.0,0.3048,31.7,0.00529514
115.608,4000,3.0,0.3048,31.7,0.00529514
124.74915742793792,5000,3.0,0.3048,31.7,0.00529514
124.74915742793792,6300,3.0,0.3048,31.7,0.00529514
126.395,250,4.0,0.3048,71.3,0.00497773
124.74915742793792,315,4.0,0.3048,71.3,0.00497773
129.575,400,4.0,0.3048,71.3,0.00497773
124.74915742793792,500,4.0,0.3048,71.3,0.00497773
124.74915742793792,630,4.0,0.3048,71.3,0.00497773
124.74915742793792,800,4.0,0.3048,71.3,0.00497773
124.74915742793792,1000,4.0,0.3048,71.3,0.00497773
124.74915742793792,1250,4.0,0.3048,71.3,0.00497773
124.74915742793792,1600,4.0,0.3048,71.3,0.00497773
124.74915742793792,2000,4.0,0.3048,71.3,0.00497773
123.775,2500,4.0,0.3048,71.3,0.00497773
121.775,3150,4.0,0.3048,71.3,0.00497773
124.74915742793792,4000,4.0,0.3048,71.3,0.00497773
124.74915742793792,5000,4.0,0.3048,71.3,0.00497773
124.74915742793792,6300,4.0,0.3048,71.3,0.00497773
113.665,8000,4.0,0.3048,71.3,0.00497773
124.74915742793792,10000,4.0,0.3048,71.3,0.00497773
124.74915742793792,12500,4.0,0.3048,71.3,0.00497773
124.74915742793792,250,4.0,0.3048,39.6,0.00579636
124.74915742793792,315,4.0,0.3048,39.6,0.00579636
124.74915742793792,400,4.0,0.3048,39.6,0.00579636
124.74915742793792,500,4.0,0.3048,39.6,0.00579636
124.74915742793792,630,4.0,0.3048,39.6,0.00579636
124.74915742793792,800,4.0,0.3048,39.6,0.00579636
124.74915742793792,1000,4.0,0.3048,39.6,0.00579636
124.74915742793792,1250,4.0,0.3048,39.6,0.00579636
124.74915742793792,1600,4.0,0.3048,39.6,0.00579636
124.74915742793792,2000,4.0,0.3048,39.6,0.00579636
124.74915742793792,2500,4.0,0.3048,39.6,0.00579636
124.74915742793792,3150,4.0,0.3048,39.6,0.00579636
124.74915742793792,4000,4.0,0.3048,39.6,0.00579636
113.733,5000,4.0,0.3048,39.6,0.00579636
124.74915742793792,1250,0.0,0.2286,71.3,0.00214345
124.74915742793792,1600,0.0,0.2286,71.3,0.00214345
124.74915742793792,2000,0.0,0.2286,71.3,0.00214345
128.354,2500,0.0,0.2286,71.3,0.00214345
124.74915742793792,3150,0.0,0.2286,71.3,0.00214345
124.74915742793792,4000,0.0,0.2286,71.3,0.00214345
124.74915742793792,5000,0.0,0.2286,71.3,0.00214345
124.74915742793792,6300,0.0,0.2286,71.3,0.00214345
124.74915742793792,8000,0.0,0.2286,71.3,0.00214345
124.74915742793792,10000,0.0,0.2286,71.3,0.00214345
124.74915742793792,12500,0.0,0.2286,71.3,0.00214345
