date,Ozone
9/29/2017,0.25905890639509316
9/22/2017,0.4455456893081562
9/15/2017,-2.6015098065473676
9/8/2017,-3.6133255294851327
9/1/2017,3.7990548221471667
8/25/2017,-1.5989875184672822
8/18/2017,3.7923557870179567
8/11/2017,0.899435561440459
8/4/2017,3.391086760609538
7/28/2017,-0.4649467837986774
7/21/2017,-0.5026313403917719
7/14/2017,1.8731479000489981
7/7/2017,2.138736212462642
6/30/2017,-0.4824238423672618
6/23/2017,0.8916128534475773
6/16/2017,2.3136623083448113
6/9/2017,1.4030716065991016
6/2/2017,-2.753741722881477
5/26/2017,0.6367324464273021
5/19/2017,0.3456955863808471
5/12/2017,0.895984304618864
5/5/2017,3.088944443453802
4/28/2017,0.1342
4/21/2017,2.0027925181646125
4/14/2017,-0.6022620752504857
4/7/2017,-2.5826054317436586
3/31/2017,-2.321042273297391
3/24/2017,-2.0884095900869
3/17/2017,-3.5946846534352237
3/10/2017,0.6108984434967394
3/3/2017,1.1881804887257832
2/24/2017,2.080472000960264
2/17/2017,0.5527445296010314
2/10/2017,-1.7274796144224924
2/3/2017,-0.09210410796089129
1/27/2017,2.5113778917234284
1/20/2017,3.392658129046016
1/13/2017,-2.2158231837860987
1/6/2017,2.3903714391294333
12/30/2016,-0.21023886447481668
12/23/2016,-2.8670977155600563
12/16/2016,1.6169605991012934
12/9/2016,-0.265803069343704
12/2/2016,-2.5042514122331805
11/25/2016,-0.422739634514703
11/18/2016,0.5239484405996101
11/11/2016,0.1281
11/4/2016,-3.1693591857794705
10/28/2016,-1.411893526195554
10/21/2016,2.1227802565100116
10/14/2016,-3.5693281608366294
10/7/2016,-0.13131109469979102
9/30/2016,1.9055723167643188
9/23/2016,1.092757224044776
9/16/2016,2.673560016931844
9/9/2016,3.585028790422926
9/2/2016,-0.09744163599472523
8/26/2016,2.3729508059470765
8/19/2016,0.122
8/12/2016,3.2447564976591328
8/5/2016,3.632019139445132
7/29/2016,3.660859447670083
7/22/2016,-2.8516141761181846
7/15/2016,0.1037
7/8/2016,-3.4249758130555232
7/1/2016,2.5441256262769905
6/24/2016,3.5436322706940735
6/17/2016,-0.6419065657636116
6/10/2016,0.1098
6/3/2016,-1.7196883671242682
5/27/2016,-1.7244606838691925
5/20/2016,-3.2082561075933818
5/13/2016,-1.9568989047320395
5/6/2016,1.0581790789457008
4/29/2016,-3.627595438071638
4/22/2016,-0.6051529485185655
4/15/2016,-3.3137968048225854
4/8/2016,1.4747878831018129
4/1/2016,1.8238658617535362
3/25/2016,-1.1080229369770331
3/18/2016,-3.0071520531776414
3/11/2016,2.7621741084372404
3/4/2016,0.3891852156881155
2/26/2016,1.8084985787083712
2/19/2016,2.2737520188759692
2/12/2016,1.2969715461227624
2/5/2016,0.122
1/29/2016,3.223533254136183
1/22/2016,-0.7281262754337176
1/15/2016,2.4020893089681774
1/8/2016,-3.516875722412155
1/1/2016,-2.0956373550939427
12/25/2015,0.1098
12/18/2015,1.9225265622768593
12/11/2015,1.8950745491557068
12/4/2015,-1.5826323388871673
11/27/2015,-1.0239892461812485
11/20/2015,0.19982611340291098
11/13/2015,-3.092161594808098
11/6/2015,-2.1734935562803726
10/30/2015,3.8102678202665192
10/23/2015,-0.39960938513198685
10/16/2015,0.7044115518776393
10/9/2015,-1.4850251560162442
10/2/2015,-1.7005102984983205
9/25/2015,2.2091302053774995
9/18/2015,-0.7601295751063833
9/11/2015,-0.4477180422562773
9/4/2015,1.3043712985918745
8/28/2015,3.224183804163823
8/21/2015,-3.215215781942278
8/14/2015,-1.3356389235460413
8/7/2015,1.8945253128519186
7/31/2015,-3.4268814977295943
7/24/2015,-2.136917620443614
7/17/2015,0.18742102938988764
7/10/2015,-1.5441106222557461
7/3/2015,3.4691716231465595
6/26/2015,0.3948553307843026
6/19/2015,-2.343988385529326
6/12/2015,-3.40491963852164
6/5/2015,3.085281821675799
5/29/2015,-0.2963484302193302
5/22/2015,-3.21311917286667
5/15/2015,-1.5338114843546184
5/8/2015,-3.328641868133317
5/1/2015,3.349057788958846
4/24/2015,-1.3391012574860552
4/17/2015,-0.7861258423682194
4/10/2015,-2.930275807791338
4/3/2015,0.1098
3/27/2015,1.9622907798740716
3/20/2015,-1.0240877467677076
3/13/2015,-1.2372131137223306
3/6/2015,-2.4886169525283797
2/27/2015,0.122
2/20/2015,1.9998982398649834
2/13/2015,-0.8753783774279564
2/6/2015,1.3010640211579414
1/30/2015,-3.267048831777085
1/23/2015,2.687934615410586
1/16/2015,-1.1227039728360702
1/9/2015,3.0328207617281877
1/2/2015,2.7466826728973834
12/26/2014,1.230763371926284
12/19/2014,1.0504084938368912
12/12/2014,0.6012560263268676
12/5/2014,2.778057310903508
11/28/2014,0.1403
11/21/2014,3.0530532171560067
11/14/2014,0.7389493807498897
11/7/2014,-1.661033962558581
10/31/2014,1.8677621183608597
10/24/2014,0.39863585974356186
10/17/2014,-0.5084528425858329
10/10/2014,-0.1941155396650821
10/3/2014,-1.7392641673816673
9/26/2014,-3.5535117826824103
9/19/2014,-0.6818458259048862
9/12/2014,2.120519875109483
9/5/2014,1.0764620425494769
8/29/2014,3.708049781797017
8/22/2014,-3.354558857225645
8/15/2014,-0.7569593366406809
8/8/2014,-0.6512091468119177
8/1/2014,0.5454586650622095
7/25/2014,-1.2780357720194784
7/18/2014,-2.634929476134693
7/11/2014,-0.7520062722088622
7/4/2014,-2.313303137275541
6/27/2014,-2.273185448983698
6/20/2014,2.8983876628341294
6/13/2014,-0.38132162617360704
6/6/2014,2.579017406998737
5/30/2014,1.4150464094865476
5/23/2014,0.122
5/16/2014,-1.863661484771393
5/9/2014,-0.8892418530415875
5/2/2014,1.7050478766738366
4/25/2014,-0.731108565738505
4/18/2014,3.2541756767080834
4/11/2014,-0.32277931998216625
4/4/2014,-0.15349733252278086
3/28/2014,0.6505848936219667
3/21/2014,3.216572463000176
3/14/2014,-1.220002940537943
3/7/2014,-1.8300268685467551
2/28/2014,0.24121978726154697
2/21/2014,3.8283300491173002
2/14/2014,0.1464
2/7/2014,-2.4535282286991373
1/31/2014,-0.729857110130927
1/24/2014,-1.3584350841220865
1/17/2014,0.1342
1/10/2014,-0.9834735464718303
1/3/2014,-2.8357754000803364
12/27/2013,3.799250395923689
12/20/2013,3.829465956645741
12/13/2013,-0.01066837362802876
12/6/2013,2.987161466921195
11/29/2013,-1.1997102459266018
11/22/2013,2.8749853007729116
11/15/2013,-2.792603577591607
11/8/2013,-3.0296964664228923
11/1/2013,0.1159
10/25/2013,0.1037
10/18/2013,3.7391143633536066
10/11/2013,-0.6048893361820051
10/4/2013,-2.237375794129256
9/27/2013,-2.3680943194050315
9/20/2013,-1.480858974567779
9/13/2013,-1.2798362755809523
9/6/2013,-1.2102601022978614
8/30/2013,0.1281
8/23/2013,0.1464
8/16/2013,3.8153581146911524
8/9/2013,0.4300147222155076
8/2/2013,-2.253557012394854
7/26/2013,-2.7951190572043028
7/19/2013,-2.362825512398966
7/12/2013,3.6058426504207435
7/5/2013,2.6745877323816036
6/28/2013,1.0676283802122954
6/21/2013,-0.7839100527303676
6/14/2013,2.771564920626702
6/7/2013,1.8457296284894957
5/31/2013,3.8188621032327745
5/24/2013,1.6497366704318919
5/17/2013,0.4935630682838797
5/10/2013,-1.4872296966064504
5/3/2013,-1.9674959349158505
4/26/2013,0.1342
4/19/2013,-3.2182781959437574
4/12/2013,-0.6471049344066526
4/5/2013,2.434746434503518
3/29/2013,2.1237171348601436
3/22/2013,-0.859875059054649
3/15/2013,-0.5069263160648344
3/8/2013,-2.3776375227429947
3/1/2013,3.081594315850509
2/22/2013,0.1098
2/15/2013,0.4141135487710029
2/8/2013,-1.537633032577811
2/1/2013,-1.7465897614934582
1/25/2013,1.1736259153714064
1/18/2013,-0.19694247760421074
1/11/2013,-0.9136392336611983
1/4/2013,0.1281
12/28/2012,0.1525
12/21/2012,0.29665799233835594
12/14/2012,-2.3547975906611027
12/7/2012,0.19369155584602094
11/30/2012,1.228111139474886
11/23/2012,-2.914370853744965
11/16/2012,-0.18711488365275053
11/9/2012,-2.3843789225868806
11/2/2012,2.960638425178102
10/26/2012,2.554220304560249
10/19/2012,-2.0275939618487953
10/12/2012,-2.0568100440742603
10/5/2012,-3.470292877598982
9/28/2012,-2.828929690348875
9/21/2012,-2.565987423737916
9/14/2012,0.572775467627936
9/7/2012,-0.5848200629252489
8/31/2012,-3.0612233472641615
8/24/2012,-0.5778942406692497
8/17/2012,3.2892337799013016
8/10/2012,2.1969571215573644
8/3/2012,-1.6595814206595667
7/27/2012,3.761468008212136
7/20/2012,3.2819120291184984
7/13/2012,2.83208167849123
7/6/2012,-2.8762910683720153
6/29/2012,-0.5453749234299377
6/22/2012,-0.5212888691511296
6/15/2012,-1.7674441686732163
6/8/2012,1.781874135694258
6/1/2012,3.4909606478331145
5/25/2012,-0.0719926749516731
5/18/2012,-1.778533902482573
5/11/2012,0.5722745410052554
5/4/2012,0.1342
4/27/2012,3.7450243436848174
4/20/2012,1.5554907067697668
4/13/2012,3.107304546380441
4/6/2012,0.1159
3/30/2012,1.7363251613418793
3/23/2012,-3.570219610806883
3/16/2012,3.169849792304725
3/9/2012,3.81190345689304
3/2/2012,1.1545305644246997
2/24/2012,-1.0650365386478313
2/17/2012,2.3487214129991574
2/10/2012,-2.523510971513369
2/3/2012,-0.46916693647531393
1/27/2012,-3.241919648815636
1/20/2012,0.1098
1/13/2012,-2.5713447965830736
1/6/2012,1.6411373468990922
12/30/2011,-2.6336245332743893
12/23/2011,-0.4884604151870145
12/16/2011,2.0173491433511286
12/9/2011,-1.2518094175420689
12/2/2011,2.5434134517531977
11/25/2011,3.512510487252132
11/18/2011,-1.2710505192910093
11/11/2011,-1.3363899482423671
11/4/2011,-2.9939470733290605
10/28/2011,-2.3827362649110673
10/21/2011,-0.40080144213542807
