date,Ozone
9/29/2017,0.0
9/22/2017,0.122
9/15/2017,-1.0697101066582186
9/8/2017,0.1159
9/1/2017,2.654158062634403
8/25/2017,0.1159
8/18/2017,0.122
8/11/2017,0.122
8/4/2017,0.122
7/28/2017,0.1342
7/21/2017,0.1464
7/14/2017,0.1037
7/7/2017,0.1403
6/30/2017,1.3425412572979607
6/23/2017,0.1098
6/16/2017,0.0915
6/9/2017,0.1403
6/2/2017,3.4595457279772033
5/26/2017,0.122
5/19/2017,0.1281
5/12/2017,0.0915
5/5/2017,-0.993329355967556
4/28/2017,0.1342
4/21/2017,2.2347600267711587
4/14/2017,0.1403
4/7/2017,0.8934648231592455
3/31/2017,0.1464
3/24/2017,0.1342
3/17/2017,0.1403
3/10/2017,0.1098
3/3/2017,0.1281
2/24/2017,1.3839553571925372
2/17/2017,0.1342
2/10/2017,0.1525
2/3/2017,0.1281
1/27/2017,0.1281
1/20/2017,0.1342
1/13/2017,0.1281
1/6/2017,0.1159
12/30/2016,0.0793
12/23/2016,0.1342
12/16/2016,-2.5093924648429864
12/9/2016,0.0854
12/2/2016,0.1342
11/25/2016,0.1098
11/18/2016,0.1464
11/11/2016,0.1281
11/4/2016,0.0976
10/28/2016,0.1647
10/21/2016,0.1281
10/14/2016,-2.5909510367445754
10/7/2016,0.1342
9/30/2016,1.8459110231806237
9/23/2016,0.5510160148424802
9/16/2016,1.0966873107390733
9/9/2016,0.0
9/2/2016,2.674203354118397
8/26/2016,-0.7286082199070597
8/19/2016,-2.468510899950522
8/12/2016,0.1342
8/5/2016,0.1098
7/29/2016,1.9903973143531406
7/22/2016,0.122
7/15/2016,0.1037
7/8/2016,0.1098
7/1/2016,-3.4000146465746774
6/24/2016,-1.5132146456129016
6/17/2016,0.1159
6/10/2016,0.1098
6/3/2016,0.0732
5/27/2016,0.1281
5/20/2016,0.1159
5/13/2016,1.3371121671596453
5/6/2016,0.122
4/29/2016,-1.5655377029142383
4/22/2016,0.1342
4/15/2016,0.1342
4/8/2016,0.122
4/1/2016,0.1464
3/25/2016,1.8905190239263956
3/18/2016,-2.8620840340217666
3/11/2016,0.1159
3/4/2016,0.1037
2/26/2016,0.1342
2/19/2016,0.1403
2/12/2016,0.1098
2/5/2016,0.122
1/29/2016,-3.0820547764779174
1/22/2016,0.566009268757393
1/15/2016,0.1708
1/8/2016,0.7389506540500139
1/1/2016,0.1403
12/25/2015,0.6741001060174525
12/18/2015,0.1159
12/11/2015,0.0732
12/4/2015,0.1281
11/27/2015,0.1159
11/20/2015,0.122
11/13/2015,0.0793
11/6/2015,-1.838030863524374
10/30/2015,2.6601721965862595
10/23/2015,3.7207130717498136
10/16/2015,-3.541075331047108
10/9/2015,2.6072380903908394
10/2/2015,-2.3482972822123065
9/25/2015,0.1525
9/18/2015,0.1159
9/11/2015,0.1281
9/4/2015,0.1342
8/28/2015,0.0976
8/21/2015,2.234585806242603
8/14/2015,0.122
8/7/2015,0.1403
7/31/2015,0.1159
7/24/2015,0.1342
7/17/2015,0.1037
7/10/2015,0.1098
7/3/2015,0.1281
6/26/2015,0.1098
6/19/2015,0.1159
6/12/2015,0.1159
6/5/2015,-0.8060622200459394
5/29/2015,3.27587896994097
5/22/2015,0.1403
5/15/2015,0.1342
5/8/2015,0.1159
5/1/2015,0.0976
4/24/2015,0.1342
4/17/2015,-0.9273363578436541
4/10/2015,-0.9789625035991658
4/3/2015,2.1829914657856326
3/27/2015,0.0976
3/20/2015,0.0671
3/13/2015,-3.399885524601885
3/6/2015,0.122
2/27/2015,0.122
2/20/2015,0.0854
2/13/2015,0.122
2/6/2015,0.1403
1/30/2015,0.0793
1/23/2015,0.1647
1/16/2015,0.122
1/9/2015,2.2889258238030274
1/2/2015,-0.4816238572804643
12/26/2014,0.1159
12/19/2014,-2.2697548893282193
12/12/2014,0.0976
12/5/2014,-0.9012817376376402
11/28/2014,0.1403
11/21/2014,0.122
11/14/2014,0.1281
11/7/2014,-3.2200343187902787
10/31/2014,0.1098
10/24/2014,0.6454348233150888
10/17/2014,1.4516653564892268
10/10/2014,0.122
10/3/2014,0.1037
9/26/2014,0.1098
9/19/2014,0.122
9/12/2014,-2.2229294351729707
9/5/2014,0.122
8/29/2014,0.1281
8/22/2014,3.1552365582956314
8/15/2014,2.8510169540517705
8/8/2014,-1.1119303607296762
8/1/2014,0.0
7/25/2014,0.1403
7/18/2014,0.1281
7/11/2014,-2.658043791547657
7/4/2014,0.1037
6/27/2014,0.1098
6/20/2014,0.1159
6/13/2014,0.1281
6/6/2014,0.122
5/30/2014,3.0655536440144906
5/23/2014,2.4178997845164902
5/16/2014,0.1281
5/9/2014,0.0976
5/2/2014,2.622370253091177
4/25/2014,0.1464
4/18/2014,1.355964069700423
4/11/2014,-0.14543212993701002
4/4/2014,0.0854
3/28/2014,0.1464
3/21/2014,-2.72093290626353
3/14/2014,2.2067898953179066
3/7/2014,3.079521016415046
2/28/2014,0.1403
2/21/2014,0.1159
2/14/2014,0.1464
2/7/2014,0.1342
1/31/2014,0.1525
1/24/2014,0.1525
1/17/2014,0.1342
1/10/2014,0.1403
1/3/2014,0.1098
12/27/2013,0.1281
12/20/2013,0.1342
12/13/2013,1.3967010456772617
12/6/2013,2.936520115221164
11/29/2013,0.697453443683729
11/22/2013,0.1159
11/15/2013,0.1098
11/8/2013,0.122
11/1/2013,0.1159
10/25/2013,0.1037
10/18/2013,0.1342
10/11/2013,0.1281
10/4/2013,0.1403
9/27/2013,0.122
9/20/2013,1.7730121678350204
9/13/2013,0.1098
9/6/2013,0.122
8/30/2013,0.1281
8/23/2013,0.1464
8/16/2013,-0.247797587732439
8/9/2013,0.1159
8/2/2013,0.183
7/26/2013,0.1342
7/19/2013,0.1342
7/12/2013,0.0
7/5/2013,0.0915
6/28/2013,-3.3066949623909876
6/21/2013,0.122
6/14/2013,1.9194364137221782
6/7/2013,0.0976
5/31/2013,1.9878272976143498
5/24/2013,1.361025188944952
5/17/2013,0.0915
5/10/2013,2.18582443180678
5/3/2013,0.1342
4/26/2013,0.1342
4/19/2013,0.1159
4/12/2013,0.1525
4/5/2013,0.122
3/29/2013,1.9328861198142295
3/22/2013,0.122
3/15/2013,0.1525
3/8/2013,1.7315156836179846
3/1/2013,0.122
2/22/2013,0.1098
2/15/2013,0.1037
2/8/2013,0.1342
2/1/2013,1.1097224855906973
1/25/2013,0.1098
1/18/2013,2.338631952940034
1/11/2013,0.1037
1/4/2013,0.1281
12/28/2012,0.1525
12/21/2012,-0.1788739108415665
12/14/2012,2.791239482260732
12/7/2012,0.30550340342592014
11/30/2012,0.1342
11/23/2012,0.1281
11/16/2012,0.1281
11/9/2012,0.1342
11/2/2012,-2.4286630287965214
10/26/2012,0.122
10/19/2012,0.122
10/12/2012,0.0915
10/5/2012,0.1098
9/28/2012,-2.7015176335055067
9/21/2012,0.1281
9/14/2012,0.1281
9/7/2012,-0.19399052691949792
8/31/2012,0.1403
8/24/2012,0.1342
8/17/2012,0.1159
8/10/2012,0.1403
8/3/2012,0.1342
7/27/2012,-0.7616037062854109
7/20/2012,-1.169717609931108
7/13/2012,0.1037
7/6/2012,2.649328376022654
6/29/2012,0.1037
6/22/2012,-1.168405616217815
6/15/2012,1.3456860415743919
6/8/2012,3.4289235354763243
6/1/2012,0.1281
5/25/2012,0.1037
5/18/2012,0.1037
5/11/2012,0.1525
5/4/2012,0.1342
4/27/2012,0.0976
4/20/2012,0.1281
4/13/2012,0.1159
4/6/2012,2.536274350655475
