PE,AT,V,AP,RH
462.25,14.96,41.76,1024.07,73.17
444.37,25.18,62.96,1020.04,59.08
488.56,5.11,39.4,1012.16,92.14
449.9,20.86,57.32,1010.24,76.64
472.32,10.82,37.5,1009.23,96.62
450.46,26.27,59.44,1012.23,58.77
466.38,15.89,43.96,1014.02,75.24
489.02,9.48,44.71,1019.12,66.43
463.05,14.64,45.0,1021.78,41.25
479.64,11.74,43.56,1015.14,70.72
455.42,17.99,43.72,1008.64,75.04
457.68,20.14,46.93,1014.66,64.22
441.29,24.34,73.5,1011.31,84.15
440.89,25.71,58.59,1012.77,61.83
441.29,26.19,69.34,1009.48,87.59
463.05,21.42,43.79,1015.76,43.08
455.32,18.21,45.0,1022.86,48.84
482.36,11.04,41.74,1022.6,77.51
462.6,14.45,52.75,1023.97,63.59
468.75,13.97,38.47,1015.15,55.28
465.2,17.76,42.42,1009.09,66.26
494.43,5.41,40.07,1019.16,64.77
476.7,7.76,42.28,1008.52,83.31
444.44,27.23,63.9,1014.3,47.19
439.5,27.36,48.6,1003.18,54.93
445.28,27.47,70.72,1009.97,74.62
467.34,14.6,39.31,1011.11,72.52
475.32,7.91,39.96,1023.57,88.44
488.56,5.81,35.79,1012.14,92.28
436.7,30.53,65.18,1012.69,41.85
444.26,23.87,63.94,1019.02,44.28
441.11,26.09,58.41,1013.64,64.58
426.25,29.27,66.85,1011.11,63.25
434.25,27.38,74.16,1010.08,78.61
444.26,24.81,63.94,1018.76,44.51
471.23,12.75,44.03,1007.29,89.46
441.91,24.66,63.73,1011.4,74.52
446.68,16.38,47.45,1010.08,88.86
472.16,13.91,39.35,1014.69,75.51
454.78,23.18,51.3,1012.04,78.64
450.71,22.47,47.45,1007.62,76.65
475.24,13.39,44.85,1017.24,80.44
484.99,9.28,41.54,1018.33,79.89
472.27,11.82,42.86,1014.12,88.28
481.46,10.27,40.64,1020.63,84.6
444.22,22.92,63.94,1019.28,42.69
462.87,16.0,37.87,1020.24,78.41
448.25,21.22,43.43,1010.96,61.07
471.08,13.46,44.71,1014.51,50.0
485.36,9.39,40.11,1029.14,77.29
441.5,31.07,73.5,1010.58,43.66
463.49,12.82,38.62,1018.71,83.8
430.96,32.57,78.92,1011.6,66.47
478.37,8.11,42.18,1014.82,93.09
469.29,13.92,39.39,1012.94,80.52
444.51,23.04,59.43,1010.23,68.99
449.23,27.31,64.44,1014.65,57.27
484.09,5.91,39.33,1010.18,95.53
436.89,25.26,61.08,1013.68,71.72
435.4,27.97,58.84,1002.25,57.88
438.43,26.08,52.3,1007.03,63.34
435.28,29.01,65.71,1013.61,48.07
465.94,12.18,40.1,1016.67,91.87
471.23,13.76,45.87,1008.89,87.27
446.46,25.5,58.79,1016.02,64.4
441.22,28.26,65.34,1014.56,43.4
451.49,21.39,62.96,1019.49,72.24
489.79,7.26,40.69,1020.43,90.22
475.01,10.54,34.03,1018.71,74.0
428.61,27.71,74.34,998.14,71.85
436.17,23.11,68.3,1017.83,86.62
474.52,7.51,41.01,1024.61,97.41
434.78,26.46,74.67,1016.65,84.44
437.06,29.34,74.34,998.58,81.55
476.18,10.32,42.28,1008.82,75.66
446.44,22.74,61.02,1009.56,79.41
468.75,13.48,39.85,1012.71,58.91
433.75,25.52,69.75,1010.36,90.06
436.17,21.58,67.25,1017.39,79.0
431.83,27.66,76.86,1001.31,69.47
447.91,26.96,69.45,1013.89,51.47
475.96,12.29,42.18,1016.53,83.13
463.05,15.86,43.02,1012.18,40.33
466.67,13.87,45.08,1024.42,81.69
434.15,24.09,73.68,1014.93,94.55
442.73,20.45,69.45,1012.53,91.81
464.7,15.07,39.3,1019.0,63.62
429.38,32.72,69.75,1009.6,49.35
456.54,18.23,58.96,1015.55,69.61
435.56,35.56,68.94,1006.56,38.75
446.68,18.36,51.43,1010.57,90.17
440.43,26.35,64.05,1009.81,81.24
452.41,25.92,60.95,1014.62,48.46
488.43,8.01,41.66,1014.49,76.72
455.25,19.63,52.72,1025.09,51.16
456.56,20.02,67.32,1012.05,76.34
481.41,10.08,40.72,1022.7,67.3
435.94,27.23,66.48,1005.23,52.38
441.91,23.37,63.77,1013.42,76.44
455.05,18.74,59.21,1018.3,91.55
461.6,14.81,43.69,1017.19,71.9
454.78,23.1,51.3,1011.93,80.05
481.41,10.72,41.38,1021.6,63.77
433.57,29.46,71.94,1006.96,62.26
475.32,8.1,40.64,1020.66,89.04
437.94,27.29,62.66,1007.63,58.02
448.32,17.1,49.69,1005.53,81.82
