PE,AT,V,AP,RH
458.85,14.96,41.76,1024.07,73.17
444.37,25.18,62.96,1020.04,59.08
489.22,5.11,39.4,1012.16,92.14
449.4,20.86,57.32,1010.24,76.64
474.24,10.82,37.5,1009.23,96.62
449.81,26.27,59.44,1012.23,58.77
468.57,15.89,43.96,1014.02,75.24
481.18,9.48,44.71,1019.12,66.43
471.42,14.64,45.0,1021.78,41.25
477.5,11.74,43.56,1015.14,70.72
465.09,17.99,43.72,1008.64,75.04
452.52,20.14,46.93,1014.66,64.22
432.13,24.34,73.5,1011.31,84.15
449.48,25.71,58.59,1012.77,61.83
435.51,26.19,69.34,1009.48,87.59
452.84,21.42,43.79,1015.76,43.08
468.8,18.21,45.0,1022.86,48.84
482.85,11.04,41.74,1022.6,77.51
464.93,14.45,52.75,1023.97,63.59
466.51,13.97,38.47,1015.15,55.28
468.27,17.76,42.42,1009.09,66.26
494.39,5.41,40.07,1019.16,64.77
483.8,7.76,42.28,1008.52,83.31
439.59,27.23,63.9,1014.3,47.19
437.98,27.36,48.6,1003.18,54.93
432.56,27.47,70.72,1009.97,74.62
467.32,14.6,39.31,1011.11,72.52
483.92,7.91,39.96,1023.57,88.44
484.65,5.81,35.79,1012.14,92.28
437.24,30.53,65.18,1012.69,41.85
441.07,23.87,63.94,1019.02,44.28
438.86,26.09,58.41,1013.64,64.58
444.68,29.27,66.85,1011.11,63.25
431.12,27.38,74.16,1010.08,78.61
441.07,24.81,63.94,1018.76,44.51
468.93,12.75,44.03,1007.29,89.46
438.73,24.66,63.73,1011.4,74.52
449.57,16.38,47.45,1010.08,88.86
474.26,13.91,39.35,1014.69,75.51
450.22,23.18,51.3,1012.04,78.64
453.08,22.47,47.45,1007.62,76.65
470.78,13.39,44.85,1017.24,80.44
484.08,9.28,41.54,1018.33,79.89
461.71,11.82,42.86,1014.12,88.28
475.49,10.27,40.64,1020.63,84.6
444.22,22.92,63.94,1019.28,42.69
468.12,16.0,37.87,1020.24,78.41
464.14,21.22,43.43,1010.96,61.07
471.08,13.46,44.71,1014.51,50.0
473.05,9.39,40.11,1029.14,77.29
432.06,31.07,73.5,1010.58,43.66
467.41,12.82,38.62,1018.71,83.8
434.29,32.57,78.92,1011.6,66.47
481.29,8.11,42.18,1014.82,93.09
469.57,13.92,39.39,1012.94,80.52
444.53,23.04,59.43,1010.23,68.99
437.87,27.31,64.44,1014.65,57.27
491.49,5.91,39.33,1010.18,95.53
447.26,25.26,61.08,1013.68,71.72
438.49,27.97,58.84,1002.25,57.88
449.73,26.08,52.3,1007.03,63.34
441.65,29.01,65.71,1013.61,48.07
470.92,12.18,40.1,1016.67,91.87
463.5,13.76,45.87,1008.89,87.27
438.86,25.5,58.79,1016.02,64.4
437.24,28.26,65.34,1014.56,43.4
449.09,21.39,62.96,1019.49,72.24
489.96,7.26,40.69,1020.43,90.22
479.68,10.54,34.03,1018.71,74.0
434.2,27.71,74.34,998.14,71.85
437.91,23.11,68.3,1017.83,86.62
