PE,AT,V,AP,RH
456.71,14.96,41.76,1024.07,73.17
443.48,25.18,62.96,1020.04,59.08
488.56,5.11,39.4,1012.16,92.14
442.63,20.86,57.32,1010.24,76.64
472.86,10.82,37.5,1009.23,96.62
443.67,26.27,59.44,1012.23,58.77
467.35,15.89,43.96,1014.02,75.24
481.18,9.48,44.71,1019.12,66.43
470.85,14.64,45.0,1021.78,41.25
461.61,11.74,43.56,1015.14,70.72
454.98,17.99,43.72,1008.64,75.04
453.99,20.14,46.93,1014.66,64.22
435.25,24.34,73.5,1011.31,84.15
438.82,25.71,58.59,1012.77,61.83
435.02,26.19,69.34,1009.48,87.59
462.19,21.42,43.79,1015.76,43.08
455.57,18.21,45.0,1022.86,48.84
482.36,11.04,41.74,1022.6,77.51
464.82,14.45,52.75,1023.97,63.59
464.3,13.97,38.47,1015.15,55.28
467.06,17.76,42.42,1009.09,66.26
495.76,5.41,40.07,1019.16,64.77
483.74,7.76,42.28,1008.52,83.31
443.61,27.23,63.9,1014.3,47.19
436.06,27.36,48.6,1003.18,54.93
436.19,27.47,70.72,1009.97,74.62
467.8,14.6,39.31,1011.11,72.52
477.05,7.91,39.96,1023.57,88.44
483.12,5.81,35.79,1012.14,92.28
436.91,30.53,65.18,1012.69,41.85
441.07,23.87,63.94,1019.02,44.28
439.46,26.09,58.41,1013.64,64.58
440.98,29.27,66.85,1011.11,63.25
431.29,27.38,74.16,1010.08,78.61
441.07,24.81,63.94,1018.76,44.51
468.93,12.75,44.03,1007.29,89.46
438.55,24.66,63.73,1011.4,74.52
456.86,16.38,47.45,1010.08,88.86
470.23,13.91,39.35,1014.69,75.51
448.86,23.18,51.3,1012.04,78.64
449.34,22.47,47.45,1007.62,76.65
474.7,13.39,44.85,1017.24,80.44
481.83,9.28,41.54,1018.33,79.89
461.71,11.82,42.86,1014.12,88.28
480.87,10.27,40.64,1020.63,84.6
440.32,22.92,63.94,1019.28,42.69
465.09,16.0,37.87,1020.24,78.41
447.83,21.22,43.43,1010.96,61.07
466.63,13.46,44.71,1014.51,50.0
473.98,9.39,40.11,1029.14,77.29
432.06,31.07,73.5,1010.58,43.66
468.82,12.82,38.62,1018.71,83.8
431.62,32.57,78.92,1011.6,66.47
481.55,8.11,42.18,1014.82,93.09
471.39,13.92,39.39,1012.94,80.52
448.46,23.04,59.43,1010.23,68.99
441.68,27.31,64.44,1014.65,57.27
484.9,5.91,39.33,1010.18,95.53
448.57,25.26,61.08,1013.68,71.72
446.51,27.97,58.84,1002.25,57.88
440.17,26.08,52.3,1007.03,63.34
440.54,29.01,65.71,1013.61,48.07
