file,MSE_Trend,RMSE_Trend,MAE_Trend,Corr_Trend,Max_Abs_Error_Trend,MSE_Seasonal,RMSE_Seasonal,MAE_Seasonal,Corr_Seasonal,Max_Abs_Error_Seasonal,MSE_Residuals,RMSE_Residuals,MAE_Residuals,Corr_Residuals,Max_Abs_Error_Residuals
clean,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
dirty-trend_mean-50.csv,440659.8206,663.8221302,506.8414625,0.977901482,2632.575921,72969.77565,270.1291833,214.1779025,0.670490808,566.1366398,7811291.975,2794.868865,1698.417561,0.714071377,16422.79223
dirty-trend_mean-70.csv,544562.6074,737.9448539,540.3252774,0.96959023,3520.382807,139859.1401,373.9774593,318.8198868,0.209314508,690.5745906,10729556.27,3275.600139,2119.325435,0.570989301,17852.99906
dirty-trend_mean-90.csv,369430.9679,607.8083316,435.7156409,0.969928858,3734.964385,160086.2313,400.1077746,352.1962208,-0.087993866,773.8752679,14862964.04,3855.251489,2651.12724,0.263121603,21773.75594
dirty-trend_median-50.csv,758065.7052,870.6696878,649.1651389,0.977205669,3104.64357,72227.41498,268.751586,216.7965267,0.676811596,509.6587223,8201324.278,2863.795432,1745.68903,0.698136584,16851.328
dirty-trend_median-70.csv,752946.756,867.7250463,605.1871027,0.967123653,3970.978722,139483.9852,373.4755483,317.4409127,0.220786553,668.3607483,10894997.11,3300.757051,2133.817724,0.562122946,18010.24693
dirty-trend_median-90.csv,425548.0482,652.3404389,459.4519891,0.96792549,3940.611808,160029.4421,400.0368009,353.6946328,-0.074878108,773.87035,14909909.66,3861.335218,2654.058157,0.258411859,21877.17236
dirty-trend_mode-50.csv,1057142.69,1028.174446,804.6357254,0.976194739,3316.284195,73776.30987,271.6179484,225.3265373,0.667802271,484.3381526,8555117.21,2924.913197,1824.947279,0.684438137,17043.45212
dirty-trend_mode-70.csv,1268515.295,1126.283843,856.7950016,0.961765785,4477.544694,140678.9392,375.071912,321.5279383,0.228670621,673.7854977,11273206.79,3357.559649,2204.525718,0.542753273,18187.02709
dirty-trend_mode-90.csv,577085.7236,759.6615849,550.5234338,0.961849107,4187.167363,160185.6898,400.2320449,355.4911143,-0.05978545,773.8644538,15004102.32,3873.512918,2667.065568,0.249810594,22001.16075
dirty-trend_mfi-50.csv,1853620.914,1361.477475,1175.770932,0.973199662,3801.856546,78550.79293,280.2691437,245.1523285,0.638197698,471.4191974,9508022.187,3083.508097,2027.431543,0.650661847,17458.28755
dirty-trend_mfi-70.csv,1670505.263,1292.480276,1038.152636,0.957816611,4728.311734,140605.3919,374.9738549,324.8668598,0.240248332,670.0578598,11587576.79,3404.052994,2266.728339,0.52755025,18272.93627
dirty-trend_mfi-90.csv,646782.9484,804.2281694,591.2220619,0.958975674,4254.129043,156869.4704,396.0675073,348.4321873,-0.046348621,779.2316774,15088319.99,3884.368674,2685.229375,0.242791434,21840.77218
dirty-trend_gain-50.csv,768973.3351,876.911247,690.4324441,0.935977079,2743.603639,160082.2258,400.102769,320.2318292,0.355000844,864.4443112,13923417.21,3731.409547,2338.914346,0.559101981,18518.63647
dirty-trend_gain-70.csv,984827.2225,992.3846142,736.2058651,0.924567277,4620.339833,388953.8152,623.6616191,455.266086,0.110373289,1283.958759,24511238.97,4950.882646,3404.731153,0.284487977,22652.19852
dirty-trend_gain-90.csv,691991.1519,831.8600555,637.291925,0.927176893,3785.983335,535320.1799,731.6557797,619.0627566,-0.444728397,1245.607426,38038411.91,6167.528833,4502.480023,0.023471691,23027.51742
dirty-trend_midae-50.csv,279658.5284,528.8275034,405.2223861,0.992859141,1814.729151,28075.97441,167.5588685,139.8720802,0.909919846,297.826076,2664023.98,1632.183807,1002.634541,0.920121011,12142.12922
dirty-trend_midae-70.csv,357939.9937,598.2808652,410.3801423,0.984559646,2979.860218,70515.3371,265.5472408,223.7005542,0.69630832,489.2296452,5262861.439,2294.092727,1456.12464,0.843907968,13211.12201
dirty-trend_midae-90.csv,312049.0699,558.6135246,394.2938843,0.975586633,3478.414315,128349.1101,358.2584404,313.8660078,0.220543065,701.5288684,11856644.75,3443.347898,2349.285916,0.551944496,20461.8937
