V1,V2,V3,V4,V5,V6,V7
Y1,232.99830541728744,7392.6,7527.6,7594.8,7720.7,7823.2
Y2,245.52033565848848,1366.0,1288.0,1148.0,1139.0,1062.0
Y3,305.4388314531287,8660.0,8780.0,8830.0,8990.0,9230.0
Y4,100.75673828220752,9790.0,9940.0,9940.0,10110.0,10400.0
Y5,209.56570373388004,7420.0,7570.0,8010.0,8240.0,8730.0
Y6,299.37255348100473,3854.54,4003.45,4229.12,4502.05,4741.77
Y7,204.4084622746426,3188.37,3231.05,3318.34,3430.45,3540.68
Y8,262.310282008954,2357.19,2359.22,2346.79,2349.57,2352.89
Y9,245.00519852023152,2235.605,2234.682,2232.185,2217.827,2206.212
Y10,141.96524894234142,2162.9,2181.906,2167.475,2135.708,2122.196
Y11,214.6704026713834,1445.935,1455.686,1460.164,1462.11,1466.256
Y12,224.50424001438887,1957.9027,1987.1855,2016.1373,2034.6528,2060.5974
Y13,245.97890365635755,4880.8,4991.3,5067.7,5412.5,5379.0
Y14,342.9824814039856,4969.1,5156.8,5287.7,5609.8,5612.3
Y15,167.4070094893441,5368.2,5739.3,5831.2,6491.5,6272.6
Y16,309.0944813315651,2982.7,3012.5,3046.1,3171.5,3252.4
Y17,175.30851412269868,3896.2,3931.4,3975.3,4132.9,4226.1
Y18,48.90552432240345,3410.3,3471.0,3528.1,3651.0,3713.7
Y19,298.8827445110534,2448.49,2404.06,2586.15,2601.35,2615.08
Y20,244.02007866080996,7190.36,7241.79,7562.98,7534.85,7461.09
Y21,179.77893532212386,9518.2,8390.5,9581.9,9374.1,8733.5
Y22,125.63181902031403,3718.48,3701.49,3982.13,3999.56,4078.38
Y23,219.3197732279557,7951.6,7434.0,7537.1,7316.3,7240.9
Y24,329.7749392344152,7758.95,7849.52,8138.36,7924.66,7853.05
Y25,255.20528957188642,2473.02,2449.83,2508.1,2405.14,2344.65
Y26,84.74822003787457,5875.35,5869.78,6260.36,6221.0,6273.72
Y27,1473.95,1552.501,1564.619,1612.608,1569.061,1555.66
Y28,225.35920998819282,1432.702,1414.062,1479.589,1456.518,1465.493
Y29,163.8718674480645,3878.19,3902.188,3885.841,3853.194,3842.311
Y30,108.57037438791188,4352.551,4408.16,4450.216,4490.119,4552.869
Y31,175.60078370328407,3612.289,3641.019,3633.453,3652.999,3652.519
Y32,192.85839908205094,5060.605,5064.938,5059.442,5048.156,5053.33
Y33,237.96388499072327,1186.359,1186.328,1186.805,1184.368,1181.182
Y34,1610.1949,1610.8123,1627.5814,1629.4475,1632.7424,1638.7307
Y35,318.4002103400291,3186.738,3205.148,3204.902,3208.018,3234.029
Y36,199.01139186884876,1092.0504,1097.9697,1095.344,1088.2221,1087.5634
Y37,397.2633007917834,3742.367,3776.237,3798.934,3798.104,3831.152
Y38,231.90704821176294,4348.0,5891.0,6578.0,7103.0,7965.0
Y39,389.5619160989647,3971.0,4518.0,5347.0,5933.0,6315.0
Y40,162.7719299796218,4971.0,5137.0,5268.8,5448.4,5606.6
Y41,222.87225464409016,15241.0,15562.1,15822.2,16192.5,16570.4
Y42,234.59283665669827,5813.3,5780.9,5764.6,5899.0,6061.5
Y43,273.7640989599596,2882.0,2911.0,2891.0,2929.0,3015.0
Y44,169.6322331830117,10611.6,10682.5,10874.6,11138.6,11303.9
Y45,129.8973424973438,10528.1,10638.5,10796.8,11009.8,11071.6
Y46,266.5553577672617,6627.0,6545.0,6144.0,6011.0,5925.0
Y47,158.8791044619542,6633.0,6552.0,6151.0,6017.0,5931.0
Y48,310.7225016891855,5910.0,5740.0,5620.0,5550.0,5580.0
Y49,163.8978504176834,2458.7,2438.5,2433.5,2432.7,2441.1
Y50,226.76002801677404,18044.0,17971.0,18022.0,18115.0,18214.0
Y51,167.16565181702174,7867.0,7733.0,7749.0,7800.0,7842.0
Y52,312.86495682932605,20472.0,22631.0,24642.0,26404.0,28928.0
Y53,181.1629582767639,17829.0,18727.0,18762.0,15267.0,13775.0
Y54,134.86390768563842,9765.0,10836.0,12355.0,13979.0,15927.0
Y55,244.19278655564275,3116.18,3472.21,3803.11,4164.57,4687.12
Y56,276.48567843497136,15405.0,17620.0,20153.0,23291.0,28244.0
Y57,280.21872250269865,2199.6,2211.1,2283.7,2366.7,2477.4
Y58,334.8610519488829,11126.7,11241.9,11304.6,11564.1,11253.7
Y59,10116.0,10355.7,10462.3,10518.9,10638.2,10674.7
Y60,231.54930376716695,10411.4,10601.4,10754.8,10941.7,10991.8
Y61,423.8251251920694,11585.6,12141.4,12129.6,12427.8,12071.4
Y62,346.722527005645,19998.5,19194.1,19298.3,16731.6,10097.0
Y63,376.92337607909616,12039.8,11941.5,12122.8,12091.7,11554.0
Y64,367.2049597438014,10000.0,11175.1,11355.5,11607.1,12471.4
Y65,287.4158414679741,10091.5,9753.2,9170.3,8312.2,7702.7
Y66,339.0688027689265,10810.8,11297.4,11698.9,12081.1,12792.3
Y67,231.43204253144208,10926.4,10910.6,11052.3,11385.9,11727.0
Y68,394.69363083750056,10327.5,10441.1,10716.0,11208.9,11345.9
Y69,334.06444701567426,10624.7,11111.6,11113.8,11676.7,12467.4
Y70,274.2787285808662,11053.8,11672.6,12154.8,12726.6,13657.5
Y71,291.7817719998458,9541.0,9797.1,10591.5,11418.0,12029.9
Y72,161.17852341371247,10184.0,10253.7,10101.8,10112.9,10359.1
Y73,211.47745216769204,10557.0,10271.2,9743.6,9543.9,9055.8
Y74,244.96198083003168,10683.9,10703.2,10589.9,10263.1,10462.2
Y75,175.37494311179714,9379.4,9084.8,9028.6,9158.4,9617.7
Y76,179.83256742800532,8804.3,8365.4,8158.1,8029.0,8272.4
Y77,320.7343295620607,10233.8,10710.4,10730.0,10999.5,11401.0
Y78,195.49808521724518,10425.61,10740.19,11156.42,11535.03,11810.02
Y79,362.2519164761154,4518.98,5053.22,5712.02,6108.11,6880.9
Y80,294.28814415135315,5165.3,5396.7,4488.9,4349.7,4169.0
Y81,4591.3,4634.52,4594.0,4471.59,4544.02,4636.48
Y82,352.3340515253707,14452.06,15460.04,16994.23,18604.08,20098.51
Y83,109.10899598074332,9940.24,10169.12,10500.8,10756.51,10982.52
Y84,236.05553201278732,3717.0,3784.0,3852.0,3709.0,3761.0
Y85,222.04333526057675,1852.0,2155.0,2152.0,2534.0,2407.0
Y86,212.32805917412108,2666.0,3113.0,2818.0,2690.0,2745.0
Y87,203.4424907691085,9445.0,9758.0,10945.0,12347.0,11728.0
Y88,145.10356668165798,2950.0,8980.0,5700.0,5930.0,6760.0
