V1,V2,V3,V4,V5,V6,V7
Y1,299.3884959051083,7392.6,7527.6,7594.8,7720.7,7823.2
Y2,489.7470691662246,1366.0,1288.0,1148.0,1139.0,1062.0
Y3,235.44281460469216,8660.0,8780.0,8830.0,8990.0,9230.0
Y4,587.6428110103815,9790.0,9940.0,9940.0,10110.0,10400.0
Y5,502.09137841909205,7420.0,7570.0,8010.0,8240.0,8730.0
Y6,3751.79,3854.54,4003.45,4229.12,4502.05,4741.77
Y7,120.87515945192025,3188.37,3231.05,3318.34,3430.45,3540.68
Y8,570.5853478135571,2357.19,2359.22,2346.79,2349.57,2352.89
Y9,322.2700634352992,2235.605,2234.682,2232.185,2217.827,2206.212
Y10,344.63902645667787,2162.9,2181.906,2167.475,2135.708,2122.196
Y11,343.9132396920796,1445.935,1455.686,1460.164,1462.11,1466.256
Y12,569.5437081004577,1957.9027,1987.1855,2016.1373,2034.6528,2060.5974
Y13,398.2621377016568,4880.8,4991.3,5067.7,5412.5,5379.0
Y14,455.39823605122706,4969.1,5156.8,5287.7,5609.8,5612.3
Y15,569.1464844438748,5368.2,5739.3,5831.2,6491.5,6272.6
Y16,666.2654778900577,2982.7,3012.5,3046.1,3171.5,3252.4
Y17,422.38563464964176,3896.2,3931.4,3975.3,4132.9,4226.1
Y18,233.6051685291227,3410.3,3471.0,3528.1,3651.0,3713.7
Y19,602.5819146136172,2448.49,2404.06,2586.15,2601.35,2615.08
Y20,497.95475188486864,7190.36,7241.79,7562.98,7534.85,7461.09
Y21,6845.8,9518.2,8390.5,9581.9,9374.1,8733.5
Y22,3489.29,3718.48,3701.49,3982.13,3999.56,4078.38
Y23,638.2907624377494,7951.6,7434.0,7537.1,7316.3,7240.9
Y24,474.266880957319,7758.95,7849.52,8138.36,7924.66,7853.05
Y25,2238.35,2473.02,2449.83,2508.1,2405.14,2344.65
Y26,618.5952585157987,5875.35,5869.78,6260.36,6221.0,6273.72
Y27,355.96009605109043,1552.501,1564.619,1612.608,1569.061,1555.66
Y28,100.1091313059561,1432.702,1414.062,1479.589,1456.518,1465.493
Y29,306.869177186274,3878.19,3902.188,3885.841,3853.194,3842.311
Y30,525.4963141705113,4352.551,4408.16,4450.216,4490.119,4552.869
Y31,548.2148582274573,3612.289,3641.019,3633.453,3652.999,3652.519
Y32,522.7884250686876,5060.605,5064.938,5059.442,5048.156,5053.33
Y33,293.46022251567285,1186.359,1186.328,1186.805,1184.368,1181.182
Y34,430.89149786388833,1610.8123,1627.5814,1629.4475,1632.7424,1638.7307
Y35,275.4242155548074,3186.738,3205.148,3204.902,3208.018,3234.029
