date,OT,WEIGHTED_ILI,UNWEIGHTED_ILI,AGE_0_TO_4,AGE_5_TO_24,ILITOTAL,NUM_OF_PROVIDERS
2002/1/1 0:00,665177.4241656717,1.22262,1.16668,582,805,2060,754
2002/1/8 0:00,665334.818111291,1.33344,1.2165,683,872,2267,785
2002/1/15 0:00,665781.1622391841,1.31929,1.13057,642,878,2176,831
2002/1/22 0:00,665961.5043234956,1.49484,1.25246,728,1045,2599,863
2002/1/29 0:00,223208.0,1.47195,1.30237,823,1189,2907,909
2002/2/5 0:00,666571.6846780353,1.58094,1.40551,887,1272,3225,930
2002/2/12 0:00,666584.0819056414,1.49426,1.38437,851,1173,3097,923
2002/2/19 0:00,666667.5217982178,1.40569,1.32563,802,1166,2967,922
2002/2/26 0:00,666301.6669572227,1.6141,1.43475,834,978,2709,918
2002/3/5 0:00,666723.1505362681,1.45967,1.25433,857,1117,3049,937
2002/3/12 0:00,235136.0,1.59896,1.25757,804,1179,2957,928
2002/3/19 0:00,665756.8529447624,2.16697,1.58017,951,1404,3416,908
2002/3/26 0:00,664774.2242098089,2.57842,1.98008,915,937,2857,865
2002/4/2 0:00,665139.9501738559,2.38636,1.90428,1028,1019,3260,879
2002/4/9 0:00,666381.8127332728,1.73621,1.5901,1068,1296,3729,926
2002/4/16 0:00,665916.858095591,2.06296,1.81559,1154,1798,4204,902
2002/4/23 0:00,665953.0737731332,2.58113,2.41801,1373,2998,5696,927
2002/4/30 0:00,665620.0211313203,2.93909,2.86635,1411,4064,7079,884
2002/5/7 0:00,665446.8691469538,3.22539,3.16662,1606,4447,7782,889
2002/5/14 0:00,665715.1240653666,3.06982,3.0155,1568,4224,7649,903
2002/5/21 0:00,241110.0,3.20044,2.9978,1694,3689,7228,871
2002/5/28 0:00,665414.6137502972,2.44888,2.31957,1336,2583,5606,857
2002/6/4 0:00,665455.5078218031,2.1344,1.94707,1015,2103,4450,839
2002/6/11 0:00,665448.563023844,1.99866,1.72985,880,1669,3810,835
2002/6/18 0:00,664983.3484366727,1.93849,1.51837,737,1321,2987,795
2002/6/25 0:00,665259.9544104714,1.41293,1.22616,624,1016,2439,775
2002/7/2 0:00,665089.1724482684,1.23472,1.05433,506,846,2028,741
2002/7/9 0:00,194383.0,1.20005,1.07108,569,799,2082,735
2002/7/16 0:00,664626.6287128541,0.910135,0.82612,440,539,1467,669
2002/7/23 0:00,664724.2842329754,0.932265,0.820505,429,508,1445,682
2002/7/30 0:00,170406.0,0.692175,0.630846,275,444,1075,655
2002/8/6 0:00,157191.0,0.669406,0.63935,215,471,1005,613
2002/8/13 0:00,663624.3386863132,0.727705,0.586609,248,283,836,547
2002/8/20 0:00,662287.5107804184,0.717701,0.773024,264,262,740,406
2002/8/27 0:00,662097.7746283018,0.789394,0.790743,213,205,641,393
2002/9/3 0:00,661694.729162691,0.722129,0.711847,201,195,563,344
2002/9/10 0:00,661830.4672289373,0.591326,0.794637,198,187,620,341
2002/9/17 0:00,661700.8197682837,0.52307,0.586604,139,123,423,322
2002/9/24 0:00,661799.4022333205,0.450236,0.615982,122,124,441,322
2002/10/1 0:00,64699.0,0.397421,0.491507,109,91,318,310
2002/10/8 0:00,661659.7614299847,0.448002,0.604341,137,141,441,308
2002/10/15 0:00,661567.1442734358,0.474767,0.524478,98,98,365,301
2002/10/22 0:00,71103.0,0.453251,0.590692,112,139,420,302
2002/10/29 0:00,661594.1352488463,0.352158,0.505135,100,120,361,290
2002/11/5 0:00,661457.0502693857,0.525322,0.634271,136,125,443,295
2002/11/12 0:00,661385.013613598,0.492991,0.610118,120,131,421,283
2002/11/19 0:00,661255.808713273,0.542728,0.641227,159,144,450,277
2002/11/26 0:00,661302.9892651043,0.490347,0.661429,166,155,463,276
2002/12/3 0:00,65474.0,0.735914,0.792681,177,182,519,271
2002/12/10 0:00,661140.6398424003,0.581771,0.639059,145,184,475,267
2002/12/17 0:00,661037.3942601675,0.654162,0.636732,136,183,461,264
2002/12/24 0:00,661001.773612744,0.749504,0.747829,135,221,533,268
2002/12/31 0:00,666178.649809298,0.884021,0.960873,808,881,2442,830
2003/1/7 0:00,667044.9282064,1.02773,1.04325,913,1132,2932,931
2003/1/14 0:00,667228.4117285497,1.28296,1.0545,878,1147,3031,974
2003/1/21 0:00,667533.3433472944,1.32661,1.11231,1006,1369,3475,1007
2003/1/28 0:00,667927.8975334875,1.77304,1.41274,1207,2080,4690,1074
2003/2/4 0:00,335258.0,2.43814,1.72703,1542,2735,5790,1111
2003/2/11 0:00,667999.4006739703,2.72605,2.407,2185,4133,8385,1141
2003/2/18 0:00,667429.9128756616,3.73192,3.10962,2561,5684,11141,1129
2003/2/25 0:00,666105.9328239157,4.54894,4.30779,3247,4933,11742,1118
2003/3/4 0:00,666956.4483051017,5.39906,4.8303,4734,7817,18948,1189
2003/3/11 0:00,388269.0,7.38735,6.42905,6620,11550,24962,1173
2003/3/18 0:00,664599.0841637594,7.48097,6.86734,6434,9851,23699,1148
2003/3/25 0:00,662704.8781084836,7.62797,7.06496,5336,5231,16415,1122
2003/4/1 0:00,665326.3975767683,5.14051,4.55115,3391,2894,11332,1139
2003/4/8 0:00,667864.0638341234,2.89129,2.41833,1930,2299,7602,1160
2003/4/15 0:00,668093.0852663489,2.10429,1.80906,1679,1857,5583,1141
2003/4/22 0:00,667564.0724861164,1.88696,1.71202,1721,1604,4961,1084
2003/4/29 0:00,667580.6192273083,1.7766,1.5425,1487,1543,4436,1071
2003/5/6 0:00,667724.4551650595,1.46001,1.43787,1454,1448,4251,1054
2003/5/13 0:00,667067.015203703,1.37787,1.32427,1420,1297,3824,986
2003/5/20 0:00,667364.4615760219,1.30532,1.30726,1301,1255,3691,1004
2003/5/27 0:00,667095.882930059,1.08691,1.03698,956,1038,2916,948
2003/6/3 0:00,666659.8188991267,0.991888,1.01032,925,910,2744,894
2003/6/10 0:00,666676.5930005593,1.02765,1.05249,878,888,2708,897
2003/6/17 0:00,666242.189184885,1.0579,1.02009,730,826,2487,849
2003/6/24 0:00,248805.0,0.849361,0.924419,760,733,2300,859
2003/7/1 0:00,234998.0,0.747127,0.790645,610,611,1858,828
2003/7/8 0:00,212432.0,0.661708,0.80261,583,566,1705,774
2003/7/15 0:00,665679.8982859863,0.679514,0.83613,545,573,1749,755
2003/7/22 0:00,665009.9825014856,0.633071,0.792436,501,511,1615,679
2003/7/29 0:00,664812.472690597,0.569894,0.683588,470,404,1331,658
2003/8/5 0:00,664573.0522765708,0.591357,0.757452,435,491,1394,629
2003/8/12 0:00,664264.1833729222,0.589044,0.788585,449,443,1327,599
2003/8/19 0:00,663715.3930923599,0.67864,0.812171,451,380,1262,553
2003/8/26 0:00,662921.1341222535,0.637558,0.804463,375,349,1070,463
2003/9/2 0:00,662615.5264863742,0.813309,0.877701,391,308,1061,452
2003/9/9 0:00,662507.9253450187,0.834551,0.741453,355,309,987,443
2003/9/16 0:00,128740.0,0.616174,0.661022,307,240,851,426
2003/9/23 0:00,662696.63362416,0.513286,0.715109,277,284,887,423
2003/9/30 0:00,662692.3350704681,0.351881,0.562241,238,183,698,408
2003/10/7 0:00,662255.6711243438,0.542621,0.786808,233,205,710,381
2003/10/14 0:00,662218.3949349548,0.581036,0.860658,249,280,836,378
2003/10/21 0:00,662163.2653388301,0.495486,0.689944,259,200,659,370
2003/10/28 0:00,661995.3395462407,0.61209,0.779691,260,230,719,363
2003/11/4 0:00,661946.566511271,0.531491,0.628144,213,235,733,345
2003/11/11 0:00,661871.1192779688,0.519987,0.902459,243,256,809,334
2003/11/18 0:00,661795.1200395656,0.574476,0.806443,256,256,770,335
2003/11/25 0:00,661691.1164418303,0.663175,0.874888,259,265,799,333
2003/12/2 0:00,661720.6045160369,0.614691,0.993213,279,358,960,326
2003/12/9 0:00,661753.4840281087,0.656823,0.876141,281,309,913,337
2003/12/16 0:00,661741.9713217026,0.723016,0.948092,342,413,1122,341
2003/12/23 0:00,117483.0,0.691857,0.926943,322,416,1089,336
2003/12/30 0:00,661897.1090950835,0.782758,0.971643,333,382,1116,364
2004/1/6 0:00,669477.6672072305,0.982275,0.897159,877,1256,3171,1176
2004/1/13 0:00,669536.1273513404,1.01821,1.02248,1071,1373,3631,1187
2004/1/20 0:00,670103.5710385762,1.1768,1.06296,1240,1534,4019,1267
2004/1/27 0:00,670364.0653719982,1.30121,1.14696,1190,1671,4369,1293
2004/2/3 0:00,670425.1688903845,1.27746,1.20495,1327,1718,4551,1302
2004/2/10 0:00,670683.2267781338,1.40387,1.30517,1497,1874,4969,1344
2004/2/17 0:00,670585.9740655848,1.40301,1.28699,1531,1874,4983,1336
2004/2/24 0:00,295546.0,1.73975,1.59468,1490,1678,4713,1341
2004/3/2 0:00,670848.2074433326,1.56894,1.39714,1538,2059,5407,1369
2004/3/9 0:00,670534.4258834253,1.65927,1.44996,1551,2052,5428,1346
2004/3/16 0:00,670687.7429943233,1.81341,1.61745,1670,2071,5755,1379
2004/3/23 0:00,669083.5719779122,2.37626,2.19112,1856,1807,5689,1288
2004/3/30 0:00,669247.6724959828,2.77052,2.56649,2252,1993,7279,1332
2004/4/6 0:00,670534.4608095052,2.40064,2.17645,2010,2450,8041,1383
2004/4/13 0:00,669975.0202597883,2.54155,2.20171,2188,2982,8323,1342
2004/4/20 0:00,670027.9678763952,2.85871,2.53012,2199,3682,9328,1348
2004/4/27 0:00,669740.101827272,3.55011,3.06524,2747,5364,12422,1334
2004/5/4 0:00,669335.3154022133,4.58591,3.98061,3086,7650,16192,1303
2004/5/11 0:00,669616.3785165455,5.05809,4.59568,3626,8854,19369,1324
2004/5/18 0:00,669239.272353845,5.44151,4.75197,3834,8400,19931,1330
2004/5/25 0:00,668831.8234824481,4.4729,4.17962,3720,6759,16630,1280
2004/6/1 0:00,669046.675878551,3.6752,3.45359,2997,5343,13234,1268
2004/6/8 0:00,367292.0,3.3353,3.15852,2728,4494,11601,1227
2004/6/15 0:00,668488.3574258445,2.76224,2.6732,2416,3513,9502,1185
2004/6/22 0:00,668150.2941543879,2.46844,2.35161,2145,2771,7900,1148
2004/6/29 0:00,667968.9275154051,2.00081,1.89243,1827,2133,6329,1103
2004/7/6 0:00,667787.248178986,1.54319,1.5249,1422,1737,4816,1048
2004/7/13 0:00,667314.4226379312,1.50195,1.41134,1356,1603,4445,1000
2004/7/20 0:00,667411.2036274637,1.22918,1.25068,1096,1469,3825,978
2004/7/27 0:00,302065.0,1.21854,1.20702,1117,1411,3646,971
2004/8/3 0:00,666856.0092169426,1.15832,1.07895,903,1136,2990,923
2004/8/10 0:00,666287.5601600094,1.249,1.14521,979,1115,3012,878
2004/8/17 0:00,238494.0,1.16888,1.06124,805,926,2531,825
2004/8/24 0:00,194550.0,1.07888,1.0568,687,695,2056,687
2004/8/31 0:00,663998.0366219528,1.23059,1.25193,693,678,2099,637
2004/9/7 0:00,663763.2440592092,1.14747,1.01419,548,594,1744,603
2004/9/14 0:00,663663.0922497682,1.00254,1.04197,573,507,1614,582
2004/9/21 0:00,663751.933701568,0.957569,0.954027,580,507,1628,587
2004/9/28 0:00,663452.5495946847,0.894837,0.84823,497,452,1359,550
2004/10/5 0:00,663403.1271926461,0.798205,0.841872,426,390,1198,533
2004/10/12 0:00,663369.2132709401,0.757812,0.730894,389,361,1148,524
2004/10/19 0:00,663156.8992385062,0.825963,0.713432,333,364,1068,507
2004/10/26 0:00,663081.1790135782,0.744927,0.670677,328,327,990,492
