SSPL,f,alpha,c,U_infinity,delta
128.6764,800,0.0,0.3048,71.3,0.00266337
130.2088,1000,0.0,0.3048,71.3,0.00266337
130.12240000000003,1250,0.0,0.3048,71.3,0.00266337
129.3444,1600,0.0,0.3048,71.3,0.00266337
129.895,2000,0.0,0.3048,71.3,0.00266337
131.9628,2500,0.0,0.3048,71.3,0.00266337
129.913,3150,0.0,0.3048,71.3,0.00266337
127.82239999999999,4000,0.0,0.3048,71.3,0.00266337
122.3192,5000,0.0,0.3048,71.3,0.00266337
126.43599999999999,6300,0.0,0.3048,71.3,0.00266337
118.09100000000001,8000,0.0,0.3048,71.3,0.00266337
115.64280000000001,10000,0.0,0.3048,71.3,0.00266337
119.17800000000003,12500,0.0,0.3048,71.3,0.00266337
117.58900000000001,16000,0.0,0.3048,71.3,0.00266337
126.416,500,0.0,0.3048,55.5,0.00283081
127.10300000000002,630,0.0,0.3048,55.5,0.00283081
127.60799999999999,800,0.0,0.3048,55.5,0.00283081
126.966,1000,0.0,0.3048,55.5,0.00283081
129.597,1250,0.0,0.3048,55.5,0.00283081
130.4462,1600,0.0,0.3048,55.5,0.00283081
126.7222,2000,0.0,0.3048,55.5,0.00283081
131.08139999999997,2500,0.0,0.3048,55.5,0.00283081
126.62100000000001,3150,0.0,0.3048,55.5,0.00283081
123.253,4000,0.0,0.3048,55.5,0.00283081
126.84,5000,0.0,0.3048,55.5,0.00283081
125.42579999999998,6300,0.0,0.3048,55.5,0.00283081
121.12820000000002,8000,0.0,0.3048,55.5,0.00283081
119.4386,10000,0.0,0.3048,55.5,0.00283081
119.178,12500,0.0,0.3048,55.5,0.00283081
129.0646,200,0.0,0.3048,39.6,0.00310138
124.46900000000001,250,0.0,0.3048,39.6,0.00310138
128.7562,315,0.0,0.3048,39.6,0.00310138
125.32539999999999,400,0.0,0.3048,39.6,0.00310138
124.07839999999999,500,0.0,0.3048,39.6,0.00310138
126.65959999999998,630,0.0,0.3048,39.6,0.00310138
129.099,800,0.0,0.3048,39.6,0.00310138
128.074,1000,0.0,0.3048,39.6,0.00310138
126.6828,1250,0.0,0.3048,39.6,0.00310138
127.1484,1600,0.0,0.3048,39.6,0.00310138
123.689,2000,0.0,0.3048,39.6,0.00310138
128.9684,2500,0.0,0.3048,39.6,0.00310138
121.97260000000001,3150,0.0,0.3048,39.6,0.00310138
124.551,4000,0.0,0.3048,39.6,0.00310138
121.45,5000,0.0,0.3048,39.6,0.00310138
119.5636,6300,0.0,0.3048,39.6,0.00310138
121.12820000000002,8000,0.0,0.3048,39.6,0.00310138
121.49179999999998,10000,0.0,0.3048,39.6,0.00310138
119.178,12500,0.0,0.3048,39.6,0.00310138
129.0646,200,0.0,0.3048,31.7,0.00331266
124.46900000000001,250,0.0,0.3048,31.7,0.00331266
127.5542,315,0.0,0.3048,31.7,0.00331266
125.045,400,0.0,0.3048,31.7,0.00331266
127.315,500,0.0,0.3048,31.7,0.00331266
126.6596,630,0.0,0.3048,31.7,0.00331266
128.88359999999997,800,0.0,0.3048,31.7,0.00331266
127.0,1000,0.0,0.3048,31.7,0.00331266
128.603,1250,0.0,0.3048,31.7,0.00331266
127.7298,1600,0.0,0.3048,31.7,0.00331266
127.93260000000001,2000,0.0,0.3048,31.7,0.00331266
125.804,2500,0.0,0.3048,31.7,0.00331266
121.97259999999999,3150,0.0,0.3048,31.7,0.00331266
127.82239999999999,4000,0.0,0.3048,31.7,0.00331266
122.1964,5000,0.0,0.3048,31.7,0.00331266
116.3816,6300,0.0,0.3048,31.7,0.00331266
119.68900000000001,8000,0.0,0.3048,31.7,0.00331266
121.49179999999998,10000,0.0,0.3048,31.7,0.00331266
128.6764,800,1.5,0.3048,71.3,0.00336729
130.2088,1000,1.5,0.3048,71.3,0.00336729
130.12240000000003,1250,1.5,0.3048,71.3,0.00336729
129.3444,1600,1.5,0.3048,71.3,0.00336729
129.895,2000,1.5,0.3048,71.3,0.00336729
131.9628,2500,1.5,0.3048,71.3,0.00336729
123.392,3150,1.5,0.3048,71.3,0.00336729
121.762,4000,1.5,0.3048,71.3,0.00336729
122.3192,5000,1.5,0.3048,71.3,0.00336729
126.43599999999999,6300,1.5,0.3048,71.3,0.00336729
118.09100000000001,8000,1.5,0.3048,71.3,0.00336729
113.492,10000,1.5,0.3048,71.3,0.00336729
109.222,12500,1.5,0.3048,71.3,0.00336729
117.58900000000001,16000,1.5,0.3048,71.3,0.00336729
128.7562,315,1.5,0.3048,39.6,0.00392107
124.001,400,1.5,0.3048,39.6,0.00392107
124.07839999999999,500,1.5,0.3048,39.6,0.00392107
126.65959999999998,630,1.5,0.3048,39.6,0.00392107
128.831,800,1.5,0.3048,39.6,0.00392107
128.074,1000,1.5,0.3048,39.6,0.00392107
125.211,1250,1.5,0.3048,39.6,0.00392107
126.86660000000002,1600,1.5,0.3048,39.6,0.00392107
122.101,2000,1.5,0.3048,39.6,0.00392107
120.981,2500,1.5,0.3048,39.6,0.00392107
119.111,3150,1.5,0.3048,39.6,0.00392107
124.551,4000,1.5,0.3048,39.6,0.00392107
121.45,5000,1.5,0.3048,39.6,0.00392107
119.5636,6300,1.5,0.3048,39.6,0.00392107
112.251,8000,1.5,0.3048,39.6,0.00392107
121.49179999999998,10000,1.5,0.3048,39.6,0.00392107
119.178,12500,1.5,0.3048,39.6,0.00392107
126.66600000000001,400,3.0,0.3048,71.3,0.00425727
127.98739999999998,500,3.0,0.3048,71.3,0.00425727
130.5972,630,3.0,0.3048,71.3,0.00425727
128.6764,800,3.0,0.3048,71.3,0.00425727
131.0414,1000,3.0,0.3048,71.3,0.00425727
130.12240000000003,1250,3.0,0.3048,71.3,0.00425727
129.3444,1600,3.0,0.3048,71.3,0.00425727
129.895,2000,3.0,0.3048,71.3,0.00425727
131.9628,2500,3.0,0.3048,71.3,0.00425727
128.93440000000004,3150,3.0,0.3048,71.3,0.00425727
127.82239999999999,4000,3.0,0.3048,71.3,0.00425727
119.7838,5000,3.0,0.3048,71.3,0.00425727
116.134,6300,3.0,0.3048,71.3,0.00425727
116.46679999999999,8000,3.0,0.3048,71.3,0.00425727
115.64280000000001,10000,3.0,0.3048,71.3,0.00425727
126.66599999999998,400,3.0,0.3048,55.5,0.00452492
127.42639999999999,500,3.0,0.3048,55.5,0.00452492
129.569,630,3.0,0.3048,55.5,0.00452492
128.862,800,3.0,0.3048,55.5,0.00452492
129.04379999999998,1000,3.0,0.3048,55.5,0.00452492
129.597,1250,3.0,0.3048,55.5,0.00452492
130.7482,1600,3.0,0.3048,55.5,0.00452492
129.948,2000,3.0,0.3048,55.5,0.00452492
130.56439999999998,2500,3.0,0.3048,55.5,0.00452492
126.62100000000001,3150,3.0,0.3048,55.5,0.00452492
123.253,4000,3.0,0.3048,55.5,0.00452492
125.53620000000001,5000,3.0,0.3048,55.5,0.00452492
125.42579999999998,6300,3.0,0.3048,55.5,0.00452492
118.4046,8000,3.0,0.3048,55.5,0.00452492
115.64280000000001,10000,3.0,0.3048,55.5,0.00452492
128.7562,315,3.0,0.3048,39.6,0.00495741
125.32539999999999,400,3.0,0.3048,39.6,0.00495741
124.07840000000002,500,3.0,0.3048,39.6,0.00495741
126.6596,630,3.0,0.3048,39.6,0.00495741
128.74499999999998,800,3.0,0.3048,39.6,0.00495741
128.312,1000,3.0,0.3048,39.6,0.00495741
126.6828,1250,3.0,0.3048,39.6,0.00495741
122.782,1600,3.0,0.3048,39.6,0.00495741
126.4674,2000,3.0,0.3048,39.6,0.00495741
125.8324,2500,3.0,0.3048,39.6,0.00495741
121.056,3150,3.0,0.3048,39.6,0.00495741
124.551,4000,3.0,0.3048,39.6,0.00495741
120.1088,5000,3.0,0.3048,39.6,0.00495741
119.5636,6300,3.0,0.3048,39.6,0.00495741
121.12820000000002,8000,3.0,0.3048,39.6,0.00495741
127.55420000000001,315,3.0,0.3048,31.7,0.00529514
125.32539999999999,400,3.0,0.3048,31.7,0.00529514
124.13220000000001,500,3.0,0.3048,31.7,0.00529514
126.6596,630,3.0,0.3048,31.7,0.00529514
128.708,800,3.0,0.3048,31.7,0.00529514
126.0844,1000,3.0,0.3048,31.7,0.00529514
128.603,1250,3.0,0.3048,31.7,0.00529514
126.4222,1600,3.0,0.3048,31.7,0.00529514
127.93260000000001,2000,3.0,0.3048,31.7,0.00529514
126.3616,2500,3.0,0.3048,31.7,0.00529514
118.108,3150,3.0,0.3048,31.7,0.00529514
123.05259999999998,4000,3.0,0.3048,31.7,0.00529514
122.1964,5000,3.0,0.3048,31.7,0.00529514
109.718,6300,3.0,0.3048,31.7,0.00529514
124.46900000000001,250,4.0,0.3048,71.3,0.00497773
131.38960000000003,315,4.0,0.3048,71.3,0.00497773
129.575,400,4.0,0.3048,71.3,0.00497773
127.98739999999998,500,4.0,0.3048,71.3,0.00497773
130.5972,630,4.0,0.3048,71.3,0.00497773
131.755,800,4.0,0.3048,71.3,0.00497773
131.0414,1000,4.0,0.3048,71.3,0.00497773
129.395,1250,4.0,0.3048,71.3,0.00497773
130.744,1600,4.0,0.3048,71.3,0.00497773
128.22459999999998,2000,4.0,0.3048,71.3,0.00497773
131.9628,2500,4.0,0.3048,71.3,0.00497773
128.93440000000004,3150,4.0,0.3048,71.3,0.00497773
125.74940000000001,4000,4.0,0.3048,71.3,0.00497773
117.785,5000,4.0,0.3048,71.3,0.00497773
126.436,6300,4.0,0.3048,71.3,0.00497773
120.28580000000002,8000,4.0,0.3048,71.3,0.00497773
115.64280000000001,10000,4.0,0.3048,71.3,0.00497773
119.178,12500,4.0,0.3048,71.3,0.00497773
