Month,Sunspots
1749-01,-4619.011551650363
1749-02,62.6
1749-03,70.0
1749-04,1608.5692568018053
1749-05,-800.4722833085765
1749-06,83.5
1749-07,94.8
1749-08,66.3
1749-09,75.9
1749-10,75.5
1749-11,158.6
1749-12,85.2
1750-01,3807.003814888838
1750-02,75.9
1750-03,89.2
1750-04,-4115.958889329935
1750-05,-1550.991896380131
1750-06,100.0
1750-07,85.4
1750-08,-582.148547335322
1750-09,3151.7521749644134
1750-10,65.7
1750-11,-3964.279253362373
1750-12,3816.0161809508895
1751-01,1553.8822393627875
1751-02,43.5
1751-03,4033.963354743038
1751-04,56.4
1751-05,4605.902248693972
1751-06,1821.2914229634828
1751-07,3586.110826738335
1751-08,3475.2520896999845
1751-09,-1650.3016558549848
1751-10,23.2
1751-11,28.5
1751-12,4056.3903681511288
1752-01,35.0
1752-02,50.0
1752-03,-1074.0267350197028
1752-04,-1021.0570318193428
1752-05,4627.9812196424755
1752-06,2395.8326402753537
1752-07,78.4
1752-08,1009.4000513365966
1752-09,27.1
1752-10,46.6
1752-11,37.6
1752-12,3306.822324999233
1753-01,44.0
1753-02,1280.3878427372645
1753-03,626.3183202317699
1753-04,1933.7799981696287
1753-05,-4375.716970775262
1753-06,-648.2549334401806
1753-07,22.2
1753-08,39.0
1753-09,28.0
1753-10,-575.4710463240532
1753-11,-1040.5234271152722
1753-12,-1025.5079481871999
1754-01,-307.9365422897018
1754-02,3.0
1754-03,1.7
1754-04,674.3311790244172
1754-05,20.7
1754-06,26.7
1754-07,4583.488481639152
1754-08,12.3
1754-09,-72.08187831918394
1754-10,-780.282959501308
1754-11,13.2
1754-12,2641.794206006559
1755-01,10.2
1755-02,4751.110092949896
1755-03,831.7539437267537
1755-04,6.5
1755-05,4272.380007557253
1755-06,0.0
1755-07,8.6
1755-08,-2575.5076258783274
1755-09,17.8
1755-10,-3881.601829648257
1755-11,-4335.863805067378
1755-12,20.0
1756-01,-3227.8174859981173
1756-02,7.1
1756-03,5.4
1756-04,4185.1024849098285
1756-05,1891.621755350378
1756-06,12.9
1756-07,3.6
1756-08,6.4
1756-09,11.8
1756-10,14.3
1756-11,17.0
1756-12,9.4
1757-01,3970.8932691601235
1757-02,428.6506203842099
1757-03,2975.5583379873174
1757-04,30.0
1757-05,-4380.57340604883
1757-06,12.8
1757-07,25.0
1757-08,51.3
1757-09,-145.2642107525236
1757-10,-1061.6692078797025
1757-11,64.7
1757-12,3540.0770029066184
1758-01,3314.7956544852327
1758-02,2405.1281369749836
1758-03,4768.883820566198
1758-04,-3074.6659706624423
1758-05,46.4
1758-06,1599.1896263164283
1758-07,44.0
1758-08,38.7
1758-09,62.5
1758-10,37.7
1758-11,43.0
1758-12,43.0
1759-01,3045.088909907709
1759-02,-3053.996239443593
1759-03,-3141.5401949409556
1759-04,47.0
1759-05,-3899.6004994927603
1759-06,-2462.725083375532
1759-07,4419.753150582436
1759-08,-4133.443138816413
1759-09,77.2
1759-10,-4271.492292661023
1759-11,46.3
1759-12,57.0
1760-01,67.3
1760-02,436.88045097772647
1760-03,74.7
1760-04,639.3744669472833
1760-05,72.0
1760-06,2866.5653816013905
1760-07,-3331.9422323377785
1760-08,75.6
1760-09,-454.24695584038375
1760-10,50.6
1760-11,-1731.0355211909991
1760-12,61.0
1761-01,4579.654542171033
1761-02,91.0
1761-03,-4220.257027595461
1761-04,71.7
1761-05,1341.1157069063804
1761-06,99.3
1761-07,94.1
1761-08,-2479.5714389809486
1761-09,-1219.9895167486607
1761-10,88.7
1761-11,-210.63880272185952
1761-12,-1917.48073170987
