Month,Sunspots
1749-01,
1749-02,
1749-03,
1749-04,55.7
1749-05,85.0
1749-06,
1749-07,
1749-08,
1749-09,
1749-10,
1749-11,
1749-12,
1750-01,73.3
1750-02,
1750-03,
1750-04,88.3
1750-05,
1750-06,100.0
1750-07,
1750-08,103.0
1750-09,
1750-10,65.7
1750-11,63.3
1750-12,
1751-01,70.0
1751-02,
1751-03,45.3
1751-04,56.4
1751-05,
1751-06,
1751-07,
1751-08,
1751-09,23.5
1751-10,
1751-11,28.5
1751-12,44.0
1752-01,
1752-02,
1752-03,
1752-04,
1752-05,59.7
1752-06,39.6
1752-07,
1752-08,
1752-09,
1752-10,
1752-11,
1752-12,
1753-01,
1753-02,32.0
1753-03,45.7
1753-04,
1753-05,36.0
1753-06,
1753-07,
1753-08,
1753-09,
1753-10,
1753-11,20.0
1753-12,
1754-01,
1754-02,3.0
1754-03,
1754-04,
1754-05,
1754-06,
1754-07,
1754-08,12.3
1754-09,
1754-10,
1754-11,
1754-12,4.2
1755-01,10.2
1755-02,11.2
1755-03,6.8
1755-04,6.5
1755-05,0.0
1755-06,
1755-07,
1755-08,3.2
1755-09,
1755-10,
1755-11,
1755-12,20.0
1756-01,
1756-02,7.1
1756-03,
1756-04,9.4
1756-05,
1756-06,
1756-07,
1756-08,
1756-09,
1756-10,14.3
1756-11,
1756-12,
1757-01,
1757-02,21.2
1757-03,
1757-04,
1757-05,
1757-06,12.8
1757-07,25.0
1757-08,
1757-09,
1757-10,
1757-11,
1757-12,33.5
1758-01,37.6
1758-02,
1758-03,49.0
1758-04,
1758-05,46.4
1758-06,45.0
1758-07,
1758-08,
1758-09,
1758-10,37.7
1758-11,
1758-12,
1759-01,
1759-02,44.0
1759-03,
1759-04,47.0
1759-05,
1759-06,
1759-07,
1759-08,
1759-09,
1759-10,59.7
1759-11,
1759-12,
1760-01,
1760-02,
1760-03,74.7
1760-04,
1760-05,
1760-06,
1760-07,
1760-08,75.6
1760-09,
1760-10,50.6
1760-11,59.7
1760-12,
1761-01,
1761-02,
1761-03,
1761-04,71.7
1761-05,
1761-06,
1761-07,
1761-08,
1761-09,100.7
1761-10,
1761-11,
1761-12,
1762-01,
1762-02,
1762-03,
1762-04,
1762-05,
1762-06,
1762-07,33.8
1762-08,
1762-09,
1762-10,
1762-11,
1762-12,
1763-01,
1763-02,31.9
1763-03,
1763-04,32.9
1763-05,
1763-06,
1763-07,
1763-08,
1763-09,68.1
1763-10,
1763-11,
1763-12,
1764-01,59.7
1764-02,
1764-03,
1764-04,
1764-05,
1764-06,
1764-07,
1764-08,
1764-09,
1764-10,
1764-11,26.0
1764-12,
1765-01,24.0
1765-02,
1765-03,
1765-04,
1765-05,20.2
1765-06,20.0
1765-07,
1765-08,
1765-09,16.0
1765-10,
1765-11,14.0
1765-12,
1766-01,
1766-02,11.0
1766-03,
1766-04,6.0
1766-05,
1766-06,
1766-07,3.3
1766-08,
1766-09,4.3
1766-10,5.0
1766-11,5.7
1766-12,
1767-01,27.4
1767-02,
1767-03,
1767-04,
1767-05,
1767-06,
1767-07,21.9
1767-08,
1767-09,
1767-10,
1767-11,54.7
1767-12,
1768-01,
1768-02,
1768-03,
1768-04,42.7
1768-05,77.7
1768-06,
1768-07,52.6
1768-08,
1768-09,
1768-10,
1768-11,
1768-12,
1769-01,
1769-02,
1769-03,
1769-04,
1769-05,73.6
1769-06,94.4
1769-07,118.6
1769-08,
1769-09,
1769-10,
1769-11,
1769-12,
1770-01,
1770-02,142.5
1770-03,
1770-04,
1770-05,
1770-06,
1770-07,109.8
1770-08,
1770-09,
1770-10,
1770-11,
1770-12,
1771-01,
1771-02,
1771-03,
1771-04,
1771-05,152.7
1771-06,
1771-07,67.7
1771-08,
1771-09,
1771-10,
1771-11,99.7
1771-12,
1772-01,
1772-02,
1772-03,
1772-04,
1772-05,38.0
1772-06,
1772-07,
1772-08,56.2
1772-09,
1772-10,
1772-11,61.3
1772-12,
1773-01,
1773-02,
1773-03,
1773-04,32.9
1773-05,
1773-06,
1773-07,27.7
1773-08,
1773-09,
1773-10,
1773-11,40.9
1773-12,
1774-01,46.8
1774-02,65.4
1774-03,55.7
1774-04,
1774-05,51.3
1774-06,
1774-07,17.5
1774-08,
1774-09,
1774-10,
1774-11,
1774-12,
1775-01,
1775-02,
1775-03,
1775-04,11.2
1775-05,3.9
1775-06,12.3
1775-07,
1775-08,7.9
1775-09,
1775-10,
1775-11,15.1
1775-12,7.9
1776-01,
1776-02,
1776-03,
1776-04,21.8
1776-05,11.2
1776-06,
1776-07,
1776-08,24.2
