Month,Sunspots
1749-01,39.0
1749-02,62.6
1749-03,70.0
1749-04,66.3
1749-05,85.0
1749-06,83.5
1749-07,94.8
1749-08,85.0
1749-09,85.0
1749-10,89.15
1749-11,94.8
1749-12,85.2
1750-01,85.2
1750-02,85.2
1750-03,85.2
1750-04,88.3
1750-05,88.3
1750-06,88.3
1750-07,88.3
1750-08,88.3
1750-09,91.2
1750-10,65.7
1750-11,78.45
1750-12,75.4
1751-01,75.4
1751-02,70.55000000000001
1751-03,75.4
1751-04,75.4
1751-05,39.0
1751-06,50.7
1751-07,50.7
1751-08,50.7
1751-09,50.7
1751-10,23.2
1751-11,23.2
1751-12,23.2
1752-01,23.2
1752-02,23.2
1752-03,71.0
1752-04,71.0
1752-05,59.7
1752-06,39.6
1752-07,59.7
1752-08,49.650000000000006
1752-09,49.650000000000006
1752-10,46.6
1752-11,37.6
1752-12,40.0
1753-01,40.0
1753-02,40.0
1753-03,38.8
1753-04,40.0
1753-05,39.0
1753-06,39.0
1753-07,39.0
1753-08,39.0
1753-09,39.0
1753-10,39.0
1753-11,39.0
1753-12,6.7
1754-01,6.7
1754-02,3.0
1754-03,1.7
1754-04,3.0
1754-05,2.35
1754-06,26.7
1754-07,14.2
1754-08,26.7
1754-09,8.2
1754-10,17.45
1754-11,8.2
1754-12,8.2
1755-01,10.2
1755-02,10.2
1755-03,10.2
1755-04,10.2
1755-05,10.2
1755-06,39.0
1755-07,39.0
1755-08,39.0
1755-09,39.0
1755-10,23.7
1755-11,23.7
1755-12,20.0
1756-01,21.85
1756-02,21.85
1756-03,20.0
1756-04,20.0
1756-05,39.0
1756-06,39.0
1756-07,39.0
1756-08,6.4
1756-09,6.4
1756-10,6.4
1756-11,17.0
1756-12,11.7
1757-01,14.1
1757-02,21.2
1757-03,17.0
1757-04,30.0
1757-05,38.1
1757-06,30.0
1757-07,34.05
1757-08,51.3
1757-09,44.7
1757-10,32.5
1757-11,41.9
1757-12,41.9
1758-01,37.6
1758-02,52.0
1758-03,44.8
1758-04,72.3
1758-05,46.4
1758-06,52.0
1758-07,59.349999999999994
1758-08,59.349999999999994
1758-09,46.4
1758-10,39.0
1758-11,43.0
1758-12,43.0
1759-01,43.0
1759-02,44.0
1759-03,43.5
1759-04,44.0
1759-05,44.0
1759-06,44.0
1759-07,51.0
1759-08,51.0
1759-09,51.0
1759-10,51.0
1759-11,51.0
1759-12,57.0
1760-01,57.0
1760-02,57.0
1760-03,57.0
1760-04,57.0
1760-05,39.0
1760-06,39.0
1760-07,39.0
1760-08,39.0
1760-09,39.0
1760-10,50.6
1760-11,50.6
1760-12,50.6
1761-01,50.6
1761-02,50.6
1761-03,39.0
1761-04,39.0
1761-05,39.0
1761-06,99.3
1761-07,99.3
1761-08,91.1
1761-09,95.19999999999999
1761-10,88.7
1761-11,89.9
1761-12,89.9
1762-01,88.7
1762-02,72.8
1762-03,72.8
1762-04,60.2
1762-05,66.5
1762-06,66.5
1762-07,60.2
1762-08,60.2
1762-09,68.5
1762-10,69.3
1762-11,77.8
1762-12,69.3
1763-01,56.5
1763-02,69.3
1763-03,67.15
1763-04,56.5
1763-05,56.5
1763-06,39.0
1763-07,54.2
1763-08,54.2
1763-09,68.1
1763-10,61.15
1763-11,61.15
1763-12,61.4
1764-01,64.75
1764-02,61.4
1764-03,40.2
1764-04,50.8
1764-05,40.2
1764-06,40.2
1764-07,40.2
1764-08,30.0
1764-09,30.0
1764-10,28.0
1764-11,29.0
1764-12,29.0
1765-01,24.0
1765-02,26.0
1765-03,25.0
1765-04,25.0
1765-05,20.2
1765-06,23.1
1765-07,27.0
1765-08,23.6
1765-09,16.0
1765-10,14.0
1765-11,14.0
1765-12,13.0
1766-01,12.0
1766-02,13.5
1766-03,13.0
1766-04,12.5
1766-05,12.0
1766-06,39.0
1766-07,3.3
1766-08,3.3
1766-09,3.3
1766-10,3.3
1766-11,3.3
1766-12,39.0
1767-01,39.0
1767-02,39.0
1767-03,39.0
1767-04,32.9
1767-05,32.9
1767-06,33.3
1767-07,33.099999999999994
1767-08,33.099999999999994
1767-09,42.7
1767-10,38.0
1767-11,42.7
1767-12,42.7
1768-01,53.5
1768-02,53.5
1768-03,53.5
1768-04,53.5
1768-05,53.5
1768-06,39.0
1768-07,39.0
1768-08,66.8
1768-09,74.8
1768-10,70.8
1768-11,70.8
1768-12,111.8
1769-01,93.3
1769-02,64.2
1769-03,64.3
1769-04,64.3
1769-05,64.25
1769-06,64.25
1769-07,64.3
1769-08,120.3
1769-09,148.8
1769-10,134.55
1769-11,134.55
1769-12,112.0
1770-01,130.4
1770-02,112.0
1770-03,112.0
1770-04,51.0
1770-05,51.0
1770-06,51.0
1770-07,51.0
1770-08,51.0
1770-09,104.4
1770-10,103.6
1770-11,104.0
1770-12,104.0
1771-01,104.0
1771-02,103.6
1771-03,46.7
1771-04,64.9
1771-05,152.7
1771-06,64.9
1771-07,64.9
1771-08,108.8
1771-09,152.7
1771-10,39.0
1771-11,39.0
1771-12,39.0
1772-01,39.0
1772-02,39.0
1772-03,39.0
1772-04,39.0
1772-05,38.0
1772-06,38.0
1772-07,38.0
1772-08,38.0
1772-09,38.0
1772-10,39.0
1772-11,39.0
1772-12,39.0
1773-01,39.0
1773-02,39.0
1773-03,39.0
1773-04,32.9
1773-05,41.1
1773-06,37.0
1773-07,37.0
1773-08,37.0
1773-09,41.1
1773-10,39.0
1773-11,39.0
1773-12,39.0
1774-01,39.0
1774-02,39.0
1774-03,39.0
1774-04,39.0
1774-05,39.0
1774-06,28.5
1774-07,28.5
1774-08,28.5
1774-09,28.5
1774-10,28.5
1774-11,39.0
1774-12,39.0
1775-01,39.0
1775-02,0.0
1775-03,0.0
1775-04,0.0
1775-05,0.0
1775-06,0.0
1775-07,39.0
1775-08,7.9
1775-09,3.2
1775-10,5.6
1775-11,5.6
1775-12,5.6
1776-01,4.4
1776-02,5.6
1776-03,39.0
1776-04,39.0
1776-05,39.0
1776-06,39.0
1776-07,39.0
1776-08,39.0
1776-09,16.0
1776-10,16.0
1776-11,16.0
1776-12,40.0
1777-01,28.0
1777-02,40.0
1777-03,40.0
1777-04,40.0
1777-05,39.0
1777-06,39.0
1777-07,39.0
1777-08,39.0
1777-09,39.0
1777-10,39.0
1777-11,39.0
1777-12,39.0
1778-01,39.0
1778-02,39.0
1778-03,134.0
1778-04,134.0
1778-05,134.0
1778-06,134.0
1778-07,134.0
1778-08,39.0
1778-09,39.0
1778-10,156.3
1778-11,156.3
1778-12,156.3
1779-01,156.3
1779-02,156.3
1779-03,39.0
1779-04,39.0
1779-05,140.0
1779-06,140.0
1779-07,143.0
1779-08,112.0
1779-09,111.0
1779-10,112.0
1779-11,112.0
1779-12,111.5
1780-01,111.0
1780-02,39.0
1780-03,98.0
1780-04,98.0
1780-05,107.2
1780-06,88.0
1780-07,86.0
1780-08,88.0
1780-09,88.0
1780-10,87.0
1780-11,86.0
1780-12,58.7
1781-01,58.7
1781-02,58.7
1781-03,53.0
1781-04,68.3
1781-05,104.7
1781-06,68.3
1781-07,68.3
1781-08,86.5
1781-09,104.7
1781-10,39.0
1781-11,39.0
1781-12,39.0
1782-01,39.0
1782-02,37.5
1782-03,37.5
1782-04,41.0
1782-05,39.25
1782-06,38.0
1782-07,37.0
1782-08,38.0
1782-09,34.0
1782-10,37.0
1782-11,31.5
1782-12,30.0
1783-01,31.5
1783-02,38.7
1783-03,31.5
1783-04,34.35
1783-05,38.7
1783-06,38.7
1783-07,39.0
1783-08,39.0
1783-09,18.0
1783-10,18.0
1783-11,18.0
1783-12,18.0
1784-01,13.0
1784-02,13.0
1784-03,13.0
1784-04,13.0
1784-05,13.0
1784-06,39.0
1784-07,39.0
1784-08,39.0
1784-09,39.0
1784-10,39.0
1784-11,39.0
1784-12,14.0
1785-01,14.0
1785-02,14.0
1785-03,9.0
1785-04,11.5
1785-05,9.0
1785-06,9.0
1785-07,9.0
1785-08,39.0
1785-09,39.0
1785-10,39.0
1785-11,40.2
1785-12,40.2
1786-01,40.2
1786-02,40.2
1786-03,40.2
1786-04,39.0
1786-05,92.3
1786-06,92.3
1786-07,92.3
1786-08,89.7
1786-09,91.0
1786-10,89.7
1786-11,116.0
1786-12,112.7
1787-01,114.35
1787-02,114.35
1787-03,114.35
1787-04,127.2
1787-05,127.2
1787-06,127.2
1787-07,127.2
1787-08,127.2
1787-09,39.0
1787-10,39.0
1787-11,39.0
1787-12,174.0
1788-01,174.0
1788-02,174.0
1788-03,174.0
1788-04,108.5
1788-05,113.0
1788-06,154.2
1788-07,141.5
1788-08,136.0
1788-09,138.75
1788-10,141.5
1788-11,138.75
1788-12,136.0
1789-01,39.0
1789-02,39.0
1789-03,39.0
1789-04,39.0
1789-05,39.0
1789-06,39.0
1789-07,117.0
1789-08,117.0
1789-09,117.0
1789-10,89.7
1789-11,103.35
1789-12,89.7
1790-01,89.7
1790-02,89.7
1790-03,39.0
1790-04,94.0
1790-05,93.0
1790-06,93.5
1790-07,93.5
1790-08,87.0
1790-09,90.0
1790-10,87.0
1790-11,87.0
1790-12,87.0
1791-01,39.0
