Month,Sunspots
1749-01,62.6
1749-02,62.6
1749-03,73.8
1749-04,73.8
1749-05,85.0
1749-06,80.25
1749-07,80.25
1749-08,80.25
1749-09,80.25
1749-10,75.5
1749-11,75.7
1749-12,75.7
1750-01,75.7
1750-02,75.9
1750-03,80.65
1750-04,80.65
1750-05,80.65
1750-06,80.65
1750-07,85.4
1750-08,77.7
1750-09,77.7
1750-10,77.7
1750-11,77.7
1750-12,77.7
1751-01,70.0
1751-02,57.65
1751-03,45.3
1751-04,52.55
1751-05,52.55
1751-06,52.55
1751-07,52.55
1751-08,59.8
1751-09,44.15
1751-10,44.15
1751-11,28.5
1751-12,44.0
1752-01,51.65
1752-02,51.65
1752-03,51.65
1752-04,59.3
1752-05,49.45
1752-06,39.6
1752-07,38.6
1752-08,38.6
1752-09,38.6
1752-10,38.6
1752-11,37.6
1752-12,41.650000000000006
1753-01,41.650000000000006
1753-02,41.650000000000006
1753-03,45.7
1753-04,40.85
1753-05,36.0
1753-06,29.1
1753-07,22.2
1753-08,11.95
1753-09,11.95
1753-10,11.95
1753-11,11.95
1753-12,11.95
1754-01,11.95
1754-02,11.95
1754-03,1.7
1754-04,7.0
1754-05,7.0
1754-06,7.0
1754-07,7.0
1754-08,12.3
1754-09,8.25
1754-10,8.25
1754-11,8.25
1754-12,4.2
1755-01,7.699999999999999
1755-02,11.2
1755-03,7.199999999999999
1755-04,7.199999999999999
1755-05,7.199999999999999
1755-06,7.199999999999999
1755-07,7.199999999999999
1755-08,3.2
1755-09,13.45
1755-10,23.7
1755-11,21.85
1755-12,20.0
1756-01,12.5
1756-02,12.7
1756-03,12.7
1756-04,12.7
1756-05,12.7
1756-06,12.9
1756-07,11.15
1756-08,11.15
1756-09,11.15
1756-10,11.15
1756-11,11.15
1756-12,9.4
1757-01,17.8
1757-02,17.8
1757-03,26.2
1757-04,19.5
1757-05,19.5
1757-06,12.8
1757-07,25.0
1757-08,35.7
1757-09,35.7
1757-10,35.7
1757-11,35.7
1757-12,35.7
1758-01,35.7
1758-02,35.7
1758-03,35.7
1758-04,35.7
1758-05,46.4
1758-06,46.599999999999994
1758-07,46.599999999999994
1758-08,46.599999999999994
1758-09,46.599999999999994
1758-10,46.599999999999994
1758-11,46.599999999999994
1758-12,46.599999999999994
1759-01,46.599999999999994
1759-02,46.599999999999994
1759-03,46.8
1759-04,47.9
1759-05,49.0
1759-06,50.0
1759-07,51.0
1759-08,71.3
1759-09,64.15
1759-10,64.15
1759-11,64.15
1759-12,57.0
1760-01,65.85
1760-02,65.85
1760-03,74.7
1760-04,73.35
1760-05,72.0
1760-06,61.3
1760-07,61.3
1760-08,61.3
1760-09,61.3
1760-10,50.6
1760-11,70.8
1760-12,70.8
1761-01,70.8
1761-02,91.0
1761-03,81.35
1761-04,71.7
1761-05,55.8
1761-06,55.8
1761-07,55.8
1761-08,55.8
1761-09,55.8
1761-10,55.8
1761-11,55.8
1761-12,55.8
1762-01,55.8
1762-02,55.8
1762-03,55.8
1762-04,55.8
1762-05,39.9
1762-06,48.2
1762-07,48.2
1762-08,48.2
1762-09,48.2
1762-10,48.2
1762-11,48.2
1762-12,48.2
1763-01,56.5
1763-02,45.35
1763-03,34.2
1763-04,33.45
1763-05,32.7
1763-06,35.8
1763-07,41.05
1763-08,41.05
1763-09,41.05
1763-10,46.3
1763-11,53.0
1763-12,53.0
1764-01,59.7
1764-02,49.95
1764-03,40.2
1764-04,34.4
1764-05,44.3
1764-06,30.0
1764-07,30.0
1764-08,27.85
1764-09,27.85
1764-10,27.85
1764-11,27.85
1764-12,25.7
1765-01,25.85
1765-02,26.0
1765-03,23.1
1765-04,23.1
1765-05,20.2
1765-06,24.95
1765-07,24.95
1765-08,29.7
1765-09,16.0
1765-10,15.0
1765-11,14.0
1765-12,13.0
1766-01,19.9
1766-02,19.9
1766-03,19.9
1766-04,19.9
1766-05,26.8
1766-06,3.0
1766-07,3.5
1766-08,4.0
1766-09,4.3
1766-10,17.05
1766-11,17.05
1766-12,17.05
1767-01,17.05
1767-02,17.05
1767-03,17.05
1767-04,17.05
1767-05,29.8
1767-06,33.3
1767-07,21.9
1767-08,32.3
1767-09,42.7
1767-10,54.75
1767-11,54.75
1767-12,54.75
1768-01,54.75
1768-02,54.75
1768-03,54.75
1768-04,54.75
1768-05,54.75
1768-06,54.75
1768-07,54.75
1768-08,66.8
1768-09,65.55
1768-10,65.55
1768-11,65.55
1768-12,65.55
1769-01,65.55
1769-02,65.55
1769-03,64.3
1769-04,96.7
1769-05,122.4
1769-06,122.4
1769-07,122.4
1769-08,122.4
1769-09,122.4
1769-10,122.4
1769-11,148.1
1769-12,126.05
1770-01,104.0
1770-02,77.5
1770-03,77.5
1770-04,51.0
1770-05,76.65
1770-06,76.65
1770-07,76.65
1770-08,76.65
1770-09,76.65
1770-10,76.65
1770-11,76.65
1770-12,102.3
1771-01,74.25
1771-02,46.2
1771-03,55.550000000000004
1771-04,64.9
1771-05,77.45
1771-06,77.45
1771-07,77.45
1771-08,77.45
1771-09,77.45
1771-10,90.0
1771-11,95.45
1771-12,95.45
1772-01,100.9
1772-02,78.95
1772-03,78.95
1772-04,78.95
1772-05,78.95
1772-06,57.0
1772-07,49.05
1772-08,49.05
1772-09,49.05
1772-10,49.05
1772-11,49.05
1772-12,49.05
1773-01,49.05
1773-02,49.05
1773-03,49.05
1773-04,49.05
1773-05,41.1
1773-06,41.0
1773-07,41.0
1773-08,41.0
1773-09,41.0
1773-10,41.0
1773-11,40.9
1773-12,43.2
1774-01,54.300000000000004
1774-02,65.4
1774-03,55.7
1774-04,53.5
1774-05,51.3
1774-06,28.95
1774-07,28.95
1774-08,6.6
1774-09,7.9
1774-10,12.8
1774-11,17.7
1774-12,8.85
1775-01,8.85
1775-02,0.0
1775-03,5.6
1775-04,11.2
1775-05,6.1
1775-06,6.1
1775-07,1.0
1775-08,7.9
1775-09,3.2
1775-10,5.550000000000001
1775-11,5.550000000000001
1775-12,7.9
1776-01,9.75
1776-02,11.6
1776-03,23.3
1776-04,23.3
1776-05,23.3
1776-06,23.3
1776-07,23.3
1776-08,23.3
1776-09,23.3
1776-10,23.3
1776-11,35.0
1776-12,75.6
1777-01,75.6
1777-02,75.6
1777-03,75.6
1777-04,75.6
1777-05,75.6
1777-06,75.6
1777-07,75.6
1777-08,75.6
1777-09,116.2
1777-10,112.75
1777-11,112.75
1777-12,112.75
1778-01,112.75
1778-02,109.3
1778-03,127.15
1778-04,145.0
1778-05,238.9
1778-06,195.95
1778-07,153.0
1778-08,159.35
1778-09,159.35
1778-10,159.35
1778-11,159.35
1778-12,159.35
1779-01,159.35
1779-02,165.7
1779-03,138.35
1779-04,138.35
1779-05,138.35
1779-06,138.35
1779-07,138.35
1779-08,138.35
1779-09,111.0
1779-10,124.0
1779-11,105.0
1779-12,105.0
1780-01,105.0
1780-02,105.0
1780-03,105.0
1780-04,105.0
1780-05,105.0
1780-06,105.0
1780-07,86.0
1780-08,73.0
1780-09,73.0
1780-10,73.0
1780-11,60.0
1780-12,64.15
1781-01,64.15
1781-02,64.15
1781-03,64.15
1781-04,68.3
1781-05,59.65
1781-06,59.65
1781-07,59.65
1781-08,59.65
1781-09,51.0
1781-10,27.3
1781-11,67.0
1781-12,54.0
1782-01,54.0
1782-02,54.0
1782-03,54.0
1782-04,41.0
1782-05,39.5
1782-06,38.0
1782-07,37.0
1782-08,37.85
1782-09,37.85
1782-10,37.85
1782-11,37.85
1782-12,37.85
1783-01,37.85
1783-02,38.7
1783-03,35.45
1783-04,35.45
1783-05,35.45
1783-06,35.45
1783-07,32.2
1783-08,20.0
1783-09,15.0
1783-10,15.0
1783-11,15.0
1783-12,15.0
1784-01,15.0
1784-02,15.0
1784-03,15.0
1784-04,10.0
1784-05,10.0
1784-06,10.0
1784-07,10.0
1784-08,10.0
1784-09,10.0
1784-10,9.5
1784-11,9.5
1784-12,9.5
1785-01,9.5
1785-02,9.5
1785-03,9.0
1785-04,22.65
1785-05,22.65
1785-06,22.65
1785-07,36.3
1785-08,36.75
1785-09,36.75
1785-10,36.75
1785-11,36.75
1785-12,36.75
1786-01,37.2
1786-02,61.300000000000004
1786-03,61.300000000000004
1786-04,85.4
1786-05,72.2
1786-06,59.0
1786-07,87.5
1786-08,87.5
1786-09,87.5
1786-10,87.5
1786-11,116.0
1786-12,112.7
1787-01,105.95
1787-02,105.95
1787-03,105.95
1787-04,105.95
1787-05,105.95
1787-06,99.2
1787-07,136.6
1787-08,136.6
1787-09,136.6
1787-10,136.6
1787-11,136.6
1787-12,174.0
1788-01,151.6
1788-02,129.2
1788-03,121.1
1788-04,121.1
1788-05,113.0
1788-06,154.2
1788-07,141.5
1788-08,133.4
1788-09,133.4
1788-10,133.4
1788-11,133.4
1788-12,133.4
1789-01,133.4
1789-02,125.3
1789-03,124.3
1789-04,123.3
1789-05,128.65
1789-06,128.65
1789-07,128.65
1789-08,128.65
1789-09,128.65
1789-10,128.65
1789-11,134.0
1789-12,130.75
1790-01,130.75
1790-02,127.5
1790-03,96.3
1790-04,94.65
1790-05,93.0
1790-06,85.15
1790-07,85.15
1790-08,85.15
1790-09,77.3
1790-10,75.65
1790-11,75.65
1790-12,74.0
1791-01,72.5
1791-02,72.5
1791-03,72.5
1791-04,72.5
1791-05,72.5
1791-06,72.5
1791-07,71.0
1791-08,68.75
1791-09,66.5
1791-10,61.7
1791-11,62.85
1791-12,62.85
1792-01,62.85
1792-02,64.0
1792-03,63.0
1792-04,60.0
1792-05,60.0
1792-06,60.0
1792-07,60.0
1792-08,60.0
1792-09,60.0
1792-10,60.0
1792-11,57.0
1792-12,56.0
1793-01,56.0
1793-02,54.5
1793-03,54.5
1793-04,53.0
1793-05,52.0
1793-06,51.0
1793-07,37.5
1793-08,37.5
1793-09,24.0
1793-10,34.0
1793-11,44.0
1793-12,45.7
1794-01,45.0
1794-02,44.0
1794-03,38.0
1794-04,46.85
1794-05,55.7
1794-06,33.4
1794-07,33.4
1794-08,33.4
1794-09,11.1
1794-10,28.5
1794-11,39.95
1794-12,51.4
1795-01,21.4
1795-02,39.9
1795-03,26.4
1795-04,26.4
1795-05,26.4
1795-06,26.4
1795-07,12.9
1795-08,13.2
1795-09,13.5
1795-10,19.5
1795-11,21.65
1795-12,21.65
1796-01,21.65
1796-02,23.8
1796-03,27.75
1796-04,31.7
1796-05,17.85
1796-06,17.85
1796-07,17.85
1796-08,17.85
1796-09,17.85
1796-10,17.85
1796-11,17.85
1796-12,17.85
1797-01,17.85
1797-02,17.85
1797-03,4.0
1797-04,4.0
1797-05,2.0
1797-06,2.0
1797-07,2.0
1797-08,2.0
1797-09,2.0
1797-10,2.0
1797-11,2.0
1797-12,2.0
1798-01,2.0
1798-02,2.0
