Month,Sunspots
1749-01,158.6
1749-02,158.6
1749-03,158.6
1749-04,158.6
1749-05,158.6
1749-06,158.6
1749-07,158.6
1749-08,158.6
1749-09,158.6
1749-10,158.6
1749-11,158.6
1749-12,115.94999999999999
1750-01,73.3
1750-02,66.3
1750-03,66.3
1750-04,66.3
1750-05,66.3
1750-06,66.3
1750-07,66.3
1750-08,66.3
1750-09,66.3
1750-10,66.3
1750-11,66.3
1750-12,66.3
1751-01,66.3
1751-02,66.3
1751-03,66.3
1751-04,66.3
1751-05,66.3
1751-06,66.3
1751-07,66.3
1751-08,66.3
1751-09,66.3
1751-10,66.3
1751-11,66.3
1751-12,66.3
1752-01,66.3
1752-02,66.3
1752-03,66.3
1752-04,59.3
1752-05,52.95
1752-06,52.95
1752-07,52.95
1752-08,52.95
1752-09,52.95
1752-10,46.6
1752-11,37.3
1752-12,37.3
1753-01,37.3
1753-02,37.3
1753-03,37.3
1753-04,37.3
1753-05,37.3
1753-06,37.3
1753-07,37.3
1753-08,37.3
1753-09,28.0
1753-10,20.15
1753-11,20.15
1753-12,20.15
1754-01,20.15
1754-02,20.15
1754-03,20.15
1754-04,20.15
1754-05,20.15
1754-06,20.15
1754-07,20.15
1754-08,12.3
1754-09,8.2
1754-10,10.35
1754-11,10.35
1754-12,10.35
1755-01,10.35
1755-02,10.35
1755-03,10.35
1755-04,10.35
1755-05,10.35
1755-06,10.35
1755-07,10.35
1755-08,10.35
1755-09,10.35
1755-10,10.35
1755-11,10.35
1755-12,10.35
1756-01,12.5
1756-02,10.95
1756-03,10.95
1756-04,9.4
1756-05,23.75
1756-06,23.75
1756-07,23.75
1756-08,23.75
1756-09,23.75
1756-10,23.75
1756-11,23.75
1756-12,23.75
1757-01,23.75
1757-02,23.75
1757-03,23.75
1757-04,23.75
1757-05,38.1
1757-06,55.2
1757-07,55.2
1757-08,55.2
1757-09,55.2
1757-10,55.2
1757-11,55.2
1757-12,55.2
1758-01,55.2
1758-02,55.2
1758-03,55.2
1758-04,72.3
1758-05,55.5
1758-06,55.5
1758-07,55.5
1758-08,38.7
1758-09,56.7
1758-10,56.7
1758-11,56.7
1758-12,56.7
1759-01,56.7
1759-02,56.7
1759-03,56.7
1759-04,56.7
1759-05,56.7
1759-06,56.7
1759-07,56.7
1759-08,56.7
1759-09,56.7
1759-10,56.7
1759-11,56.7
1759-12,56.7
1760-01,56.7
1760-02,56.7
1760-03,74.7
1760-04,67.2
1760-05,67.2
1760-06,67.2
1760-07,67.2
1760-08,67.2
1760-09,67.2
1760-10,67.2
1760-11,59.7
1760-12,65.7
1761-01,65.7
1761-02,65.7
1761-03,65.7
1761-04,71.7
1761-05,80.2
1761-06,80.2
1761-07,80.2
1761-08,80.2
1761-09,80.2
1761-10,88.7
1761-11,74.2
1761-12,74.2
1762-01,74.2
1762-02,74.2
1762-03,74.2
1762-04,74.2
1762-05,74.2
1762-06,74.2
1762-07,74.2
1762-08,74.2
1762-09,74.2
1762-10,74.2
1762-11,74.2
1762-12,74.2
1763-01,74.2
1763-02,74.2
1763-03,74.2
1763-04,74.2
1763-05,74.2
1763-06,74.2
