price,squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom
7429504.275279509,75523,3,0,1,63,9373,3,8,2005,0,1,4313,9005,956,0,7
8040900.649962299,80771,39,1,1,98,39381,8,6,2015,1,0,3653,2436,128,1,2
5620944.857992899,55712,58,0,1,19,34457,6,8,2021,0,0,2937,8852,135,1,9
3305333.7096380736,32316,47,0,0,6,27939,10,4,2012,0,1,659,7141,359,0,3
6975176.842333431,70429,19,1,1,90,38045,3,7,1990,1,0,8435,2429,292,1,4
4067305.8234554874,39223,36,0,1,17,39489,8,6,2012,0,1,2009,4552,757,0,1
5807349.131880732,58682,10,1,1,99,6450,10,9,1995,1,1,5930,9453,848,0,5
8531850.043121709,86929,100,1,0,11,98155,3,4,2003,1,0,6326,4748,654,0,10
5053442.404542941,51522,3,0,0,61,9047,8,3,2012,1,1,632,5792,807,1,5
4006525.3957846477,39686,42,0,0,15,71019,5,8,2021,1,1,5198,5342,591,1,3
2425266.0135261617,23563,21,0,1,90,91058,6,8,1993,1,0,703,852,684,1,10
9398098.543458886,96470,74,1,0,21,92029,4,2,2011,1,1,5414,1172,716,1,9
2117127.3769589397,19127,31,1,0,5,7475,2,9,2008,0,0,5387,4430,374,0,4
1499216.3892572115,13087,44,1,0,77,40475,8,4,2004,1,0,1745,724,582,0,0
7893963.21906975,79770,3,0,1,69,54812,10,5,2018,0,1,8871,7117,240,0,7
7506935.1525770025,75985,60,1,0,67,6517,6,9,2009,1,1,4878,281,384,1,5
6616359.030463741,64169,88,0,1,6,61711,3,9,2011,1,1,3054,129,726,0,9
9798638.970572818,99371,31,1,1,16,96297,7,8,2013,1,1,3258,6296,354,1,8
2776244.363046592,25966,37,1,1,17,22818,3,1,2016,0,0,8257,2557,162,0,6
4239896.111123302,41792,43,1,1,10,80768,9,5,2017,1,1,2950,9573,572,1,5
3013351.0730242003,28795,64,1,1,50,97667,3,4,2009,1,1,9862,2666,330,1,0
8994306.682879705,92383,12,0,0,78,71982,3,7,2000,0,0,7507,9056,892,1,1
3440614.036005905,33279,64,1,0,65,91690,3,2,2019,1,1,2427,717,732,0,1
3529088.325942828,34782,47,0,0,73,35331,1,4,2020,0,1,9586,6604,822,0,2
1441981.0117904237,13386,51,0,0,90,87978,4,6,1993,0,0,2885,1149,904,1,4
2113674.949119785,20883,56,0,0,54,85377,5,9,2018,0,0,9982,8142,670,1,10
9425947.01076634,95121,46,0,1,3,9382,7,9,1994,0,0,615,1221,328,0,10
895311.4742304417,6071,72,1,0,14,8410,2,6,2003,1,1,3306,3635,295,0,2
1189939.3,11844,43,0,0,55,46144,6,5,1993,1,0,5292,8233,395,0,10
5305067.492450946,52078,7,1,1,73,20372,10,4,2016,1,1,1864,2049,558,0,5
2493965.643814187,25897,98,1,0,92,20344,2,4,1993,0,1,9799,9569,116,1,10
8440366.287081363,85443,40,1,1,54,339,3,1,2021,1,0,3056,8928,292,1,2
1313986.0461548343,11412,78,0,0,79,73807,1,5,2009,1,1,6899,8997,695,0,0
9737367.123240598,97550,89,1,1,98,78155,2,5,2014,1,0,5391,897,388,0,0
7643363.530897164,76485,47,1,0,9,90254,2,9,2008,1,0,2860,3129,982,0,1
2644995.5162435793,26169,29,0,0,62,66489,9,7,1993,0,1,7918,187,919,1,9
2534493.0636196365,24239,87,1,0,91,73056,4,7,1998,0,0,6656,7149,698,0,3
3580879.910045776,36239,8,0,1,24,66771,7,6,1990,0,1,6679,6528,798,1,5
1273555.1344966418,10500,88,0,1,49,10533,10,1,2013,1,1,4170,5501,422,0,5
8683829.497510394,87060,27,0,1,91,51803,8,10,2000,0,0,6629,435,512,0,7
6677649.1,66683,19,1,1,6,50801,6,2,2001,0,0,7473,796,237,1,3
6621384.237339766,66569,59,1,1,56,15574,7,9,2016,1,1,2020,7188,269,1,10
8282052.665357964,84559,29,0,1,69,53057,7,7,2000,1,0,3573,9556,918,1,8
2974626.553669246,28749,39,0,1,53,80821,6,5,1996,1,0,8113,2352,982,1,3
7614076.6,76091,38,1,0,32,59451,5,8,2016,1,0,8150,6037,930,0,7
9081231.529828591,92696,49,1,0,38,74381,9,2,2021,0,0,1559,5111,957,1,2
4731623.032829134,46988,66,1,1,27,4863,9,10,1991,1,1,8339,6331,874,1,4
4954863.186638206,48062,22,0,1,4,28104,1,10,2008,1,0,7908,552,817,1,1
821414.1357801068,5767,97,1,1,11,44551,7,3,1998,1,0,2516,5601,307,1,4
6102896.056524729,59800,47,0,1,27,44815,6,9,2021,0,0,5075,3104,864,0,4
5552765.41745498,54836,25,0,1,53,64601,10,5,2020,1,0,5278,1059,313,1,6
5389166.059300774,54318,10,1,1,52,76737,4,2,1998,1,1,9580,3787,227,1,1
6841218.758430147,70021,52,1,0,28,95678,4,6,1992,0,1,4480,6919,680,1,1
5566820.263266494,54368,11,1,1,20,55761,3,7,2021,0,0,231,1939,223,0,8
3242357.4009818537,31421,29,0,1,68,67505,5,3,1999,1,1,8949,2080,630,0,5
6121654.951847689,63053,6,1,1,28,45312,3,1,1997,0,1,8414,6270,939,1,8
673125.4611141656,4187,89,0,1,17,7488,1,6,1994,1,0,186,2627,559,1,2
3458383.7005324224,33108,82,0,1,83,52015,6,10,2016,1,0,6250,8751,552,1,2
6346625.0769630475,64393,8,0,0,51,95335,4,1,1990,1,0,3835,2403,559,0,6
9180336.934334882,93876,60,0,1,70,5484,2,1,1999,1,1,4086,5991,494,1,8
6780548.008562267,67040,60,1,1,22,1690,4,8,1993,1,0,4817,5222,927,0,0
4738896.244335339,47938,17,0,0,68,64247,7,1,2013,0,1,327,209,352,1,8
3946435.332240615,39090,57,1,0,74,2922,4,9,2010,0,0,3572,8722,811,1,6
4364910.5,43609,66,0,0,55,6739,4,9,2005,0,1,3388,2353,120,1,7
4173740.788513127,41998,74,1,0,17,32039,6,1,1990,1,0,6838,4925,828,0,9
3705785.6866777046,36496,9,0,1,47,51526,5,1,2017,0,1,2768,6291,230,1,0
8410054.6,84016,15,1,0,55,63595,1,7,2016,1,0,3284,9879,641,0,2
537855.3900569088,3087,27,1,1,94,9283,3,10,2005,1,1,5866,3557,199,1,1
8856048.23413598,89768,48,1,1,17,71000,6,9,1993,0,1,2485,108,864,0,7
3304497.8760897014,30226,74,1,1,87,71053,10,9,2007,0,0,515,13,223,0,4
5864042.385604954,58478,5,0,1,35,5898,6,10,2016,0,0,8366,4799,979,1,7
6460035.034097153,66621,48,0,0,89,52165,10,1,1995,1,1,5024,8103,388,1,4
7268391.524813927,73314,43,0,1,38,49895,10,1,2018,0,1,3281,5020,968,0,8
6026658.194767225,59972,28,0,1,18,32083,9,8,2021,1,1,8384,7226,226,1,4
7096972.224492191,71591,20,1,0,58,46834,7,4,1998,0,0,6486,3310,366,0,0
9153034.484422809,92462,52,1,1,46,22405,9,6,2019,1,0,9584,8587,677,0,8
5226155.9232051885,52325,60,1,1,24,76804,6,5,1992,1,0,8987,3149,808,1,4
6447159.632859286,67311,67,0,0,10,45626,3,3,1990,1,1,6928,7808,774,1,5
4707852.836948534,45050,99,0,1,87,20318,4,8,2013,1,0,5218,8217,144,0,3
6024504.8439621255,61534,73,1,0,97,22943,9,5,2001,0,0,9265,8974,755,1,6
8314622.706800723,84091,50,0,1,72,22718,7,5,1993,0,0,2668,4669,766,0,8
7637268.586785462,77579,69,1,1,97,88798,6,1,1999,1,0,4850,5648,144,1,8
2784452.1987693585,25204,31,1,1,37,87552,4,10,2020,1,0,6560,4287,116,0,6
4255113.962437982,42059,46,0,1,62,43289,6,3,2017,1,1,8827,1853,860,1,3
3984214.7083307314,38430,43,0,1,51,3406,6,4,2021,0,1,1214,606,289,0,8
775559.5516141986,7069,4,0,0,89,55300,9,2,2009,1,1,7499,8969,493,1,3
3577457.7672875496,34780,75,0,1,9,67297,4,5,2019,0,1,3033,6475,800,1,4
1451411.4381424754,12757,100,1,0,7,19550,7,8,2020,1,1,6795,9983,738,0,5
3446231.7815388846,33749,74,0,1,38,73976,10,7,1999,1,1,1729,7952,616,1,2
293242.79063983157,600,37,1,0,43,72736,4,7,2011,1,0,6738,5603,866,0,1
918476.770109192,7239,61,1,0,83,26435,4,7,1994,1,0,7782,2518,986,0,4
3582797.1918537645,34919,20,1,1,84,60113,5,1,1997,0,0,6566,628,408,0,2
2566992.632123794,25614,29,0,0,27,52970,4,1,1994,1,0,700,377,519,1,9
5146226.2,51434,64,0,0,23,79754,10,2,2012,1,1,2080,9575,753,0,7
7799063.486793376,78960,55,0,1,76,23408,8,4,2015,1,1,7126,5012,974,1,0
7101932.666225597,70751,64,1,1,41,92268,1,9,2006,1,0,1506,590,794,1,7
8137140.780429762,81870,60,0,1,100,58048,3,8,2020,0,0,3632,5960,723,1,3
8998509.182923699,91559,36,0,1,21,82521,6,2,2007,0,1,788,4788,132,1,8
7038039.607306186,72098,9,0,1,67,91168,2,3,2014,1,0,9080,9356,740,1,9
2356774.0459597115,23177,19,0,0,52,69373,4,1,2003,0,0,2706,4593,648,1,6
3952588.256020497,39517,92,0,0,85,51212,4,6,2019,0,1,7618,1172,810,1,9
5524015.1,55232,23,0,0,8,849,8,3,1991,0,0,1492,5697,625,0,6
5385039.260267925,53735,49,0,1,92,2423,4,7,2006,0,0,8654,9588,290,1,8
