file,2-Wasserstein Distance
dirty-mean-10.csv,0.08661919277973058
dirty-mean-30.csv,0.240522139816864
dirty-mean-50.csv,0.39969552321935997
dirty-mean-70.csv,0.5675253741562905
dirty-mean-90.csv,0.7307516176977509
dirty-median-10.csv,0.08399108087785591
dirty-median-30.csv,0.2237430900007984
dirty-median-50.csv,0.3964697479605268
dirty-median-70.csv,0.544765967228618
dirty-median-90.csv,0.679800911291512
dirty-knn-10.csv,0.005248587199605203
dirty-knn-30.csv,0.016788546611695453
dirty-knn-50.csv,0.02277083148562547
dirty-knn-70.csv,0.03810659646703482
dirty-knn-90.csv,0.04109386713351627
dirty-hdi-10.csv,0.004228010462852468
dirty-hdi-30.csv,0.014880828168787948
dirty-hdi-50.csv,0.016641143839989308
dirty-hdi-70.csv,0.03301734247777807
dirty-hdi-90.csv,0.039025577826002716
dirty-mice-10.csv,0.005468701876902608
dirty-mice-30.csv,0.020599079226610837
dirty-mice-50.csv,0.029814930564678672
dirty-mice-70.csv,0.05072736693376903
dirty-mice-90.csv,0.10250163330741971
dirty-iim-10.csv,0.01234306698757308
dirty-iim-30.csv,0.036978818377636516
dirty-iim-50.csv,0.056077137332013166
dirty-iim-70.csv,0.06547322729124283
dirty-iim-90.csv,0.13029154721769545
dirty-si-10.csv,0.0067800011779257
dirty-si-30.csv,0.016017386679935727
dirty-si-50.csv,0.029560434153862353
dirty-si-70.csv,0.035291095882181496
dirty-si-90.csv,0.04316906081254906
dirty-mfi-10.csv,0.12499393207678444
dirty-mfi-30.csv,0.3444870184577197
dirty-mfi-50.csv,0.5926751031110049
dirty-mfi-70.csv,0.8347794940773204
dirty-mfi-90.csv,1.1207438708713873
dirty-randomforest-10.csv,0.004868569303706753
dirty-randomforest-30.csv,0.014062270562712854
dirty-randomforest-50.csv,0.018749431829292736
dirty-randomforest-70.csv,0.031031023998555465
dirty-randomforest-90.csv,0.034455002513057324
dirty-xgboost-10.csv,0.005666397446054081
dirty-xgboost-30.csv,0.012968431445700444
dirty-xgboost-50.csv,0.0217391640999238
dirty-xgboost-70.csv,0.03750931210902686
dirty-xgboost-90.csv,0.05542263101639314
dirty-gan-10.csv,0.009414911105486895
dirty-gan-30.csv,0.03360089224114857
dirty-gan-50.csv,0.04696781320930393
dirty-gan-70.csv,0.2139034585540848
dirty-gan-90.csv,0.1580664181973142
dirty-midae-10.csv,0.05747259870866307
dirty-midae-30.csv,0.15657438329534296
dirty-midae-50.csv,0.3119673826329576
dirty-midae-70.csv,0.49742663077171506
dirty-midae-90.csv,0.630082329332545
