concrete_compressive_strength,cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate,age
382.0,540.0,0.0,0.0,162.0,2.5,1040.0,676.0,28
61.89,540.0,0.0,0.0,162.0,2.5,1055.0,676.0,28
423.0,332.5,142.5,0.0,228.0,0.0,932.0,594.0,270
347.0,332.5,142.5,0.0,228.0,0.0,932.0,594.0,365
350.0,198.6,132.4,0.0,192.0,0.0,978.4,825.5,360
443.0,266.0,114.0,0.0,228.0,0.0,932.0,670.0,90
370.0,380.0,95.0,0.0,228.0,0.0,932.0,594.0,365
395.0,380.0,95.0,0.0,228.0,0.0,932.0,594.0,28
345.0,266.0,114.0,0.0,228.0,0.0,932.0,670.0,28
372.0,475.0,0.0,0.0,228.0,0.0,932.0,594.0,28
350.0,198.6,132.4,0.0,192.0,0.0,978.4,825.5,90
394.0,198.6,132.4,0.0,192.0,0.0,978.4,825.5,28
43.01,427.5,47.5,0.0,228.0,0.0,932.0,594.0,270
372.0,190.0,190.0,0.0,228.0,0.0,932.0,670.0,90
47.81,304.0,76.0,0.0,228.0,0.0,932.0,670.0,28
52.91,380.0,0.0,0.0,228.0,0.0,932.0,670.0,90
39.36,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,90
351.0,342.0,38.0,0.0,228.0,0.0,932.0,670.0,365
40.56,380.0,95.0,0.0,228.0,0.0,932.0,594.0,90
354.0,475.0,0.0,0.0,228.0,0.0,932.0,594.0,180
352.0,427.5,47.5,0.0,228.0,0.0,932.0,594.0,180
28.24,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,28
497.0,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,3
44.21,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,180
352.0,380.0,0.0,0.0,228.0,0.0,932.0,670.0,365
335.0,380.0,0.0,0.0,228.0,0.0,932.0,670.0,270
359.0,380.0,95.0,0.0,228.0,0.0,932.0,594.0,270
52.12,342.0,38.0,0.0,228.0,0.0,932.0,670.0,180
365.0,427.5,47.5,0.0,228.0,0.0,932.0,594.0,28
370.0,475.0,0.0,0.0,228.0,0.0,932.0,594.0,7
55.26,304.0,76.0,0.0,228.0,0.0,932.0,670.0,365
336.0,266.0,114.0,0.0,228.0,0.0,932.0,670.0,365
341.0,198.6,132.4,0.0,192.0,0.0,978.4,825.5,180
377.0,475.0,0.0,0.0,228.0,0.0,932.0,594.0,270
53.69,190.0,190.0,0.0,228.0,0.0,932.0,670.0,365
378.0,237.5,237.5,0.0,228.0,0.0,932.0,594.0,270
30.08,237.5,237.5,0.0,228.0,0.0,932.0,594.0,28
335.0,332.5,142.5,0.0,228.0,0.0,932.0,594.0,90
308.0,475.0,0.0,0.0,228.0,0.0,932.0,594.0,90
349.0,237.5,237.5,0.0,228.0,0.0,932.0,594.0,180
322.0,342.0,38.0,0.0,228.0,0.0,932.0,670.0,90
361.0,427.5,47.5,0.0,228.0,0.0,932.0,594.0,365
370.0,237.5,237.5,0.0,228.0,0.0,932.0,594.0,365
327.0,380.0,0.0,0.0,228.0,0.0,932.0,670.0,180
344.0,427.5,47.5,0.0,228.0,0.0,932.0,594.0,90
431.0,427.5,47.5,0.0,228.0,0.0,932.0,594.0,7
378.0,349.0,0.0,0.0,192.0,0.0,1047.0,806.9,3
422.0,380.0,95.0,0.0,228.0,0.0,932.0,594.0,180
329.0,237.5,237.5,0.0,228.0,0.0,932.0,594.0,7
366.0,380.0,95.0,0.0,228.0,0.0,932.0,594.0,7
380.0,332.5,142.5,0.0,228.0,0.0,932.0,594.0,180
375.0,190.0,190.0,0.0,228.0,0.0,932.0,670.0,180
317.0,237.5,237.5,0.0,228.0,0.0,932.0,594.0,90
49.19,304.0,76.0,0.0,228.0,0.0,932.0,670.0,90
350.0,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,7
330.0,198.6,132.4,0.0,192.0,0.0,978.4,825.5,7
41.93,475.0,0.0,0.0,228.0,0.0,932.0,594.0,365
326.0,198.6,132.4,0.0,192.0,0.0,978.4,825.5,3
363.0,304.0,76.0,0.0,228.0,0.0,932.0,670.0,180
33.02,332.5,142.5,0.0,228.0,0.0,932.0,594.0,28
360.0,304.0,76.0,0.0,228.0,0.0,932.0,670.0,270
51.73,266.0,114.0,0.0,228.0,0.0,932.0,670.0,270
9.87,310.0,0.0,0.0,192.0,0.0,971.0,850.6,3
398.0,190.0,190.0,0.0,228.0,0.0,932.0,670.0,270
365.0,266.0,114.0,0.0,228.0,0.0,932.0,670.0,180
369.0,342.0,38.0,0.0,228.0,0.0,932.0,670.0,270
389.0,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,360
324.0,332.5,142.5,0.0,228.0,0.0,932.0,594.0,7
376.0,190.0,190.0,0.0,228.0,0.0,932.0,670.0,28
386.0,485.0,0.0,0.0,146.0,0.0,1120.0,800.0,28
338.0,374.0,189.2,0.0,170.1,10.1,926.1,756.7,3
372.0,313.3,262.2,0.0,175.5,8.6,1046.9,611.8,3
404.0,425.0,106.3,0.0,153.5,16.5,852.1,887.1,3
346.0,425.0,106.3,0.0,151.4,18.6,936.0,803.7,3
352.0,375.0,93.8,0.0,126.6,23.4,852.1,992.6,3
390.0,475.0,118.8,0.0,181.1,8.9,852.1,781.5,3
371.0,469.0,117.2,0.0,137.8,32.2,852.1,840.5,3
355.0,425.0,106.3,0.0,153.5,16.5,852.1,887.1,3
372.0,388.6,97.1,0.0,157.9,12.1,852.1,925.7,3
332.0,531.3,0.0,0.0,141.8,28.2,852.1,893.7,3
343.0,425.0,106.3,0.0,153.5,16.5,852.1,887.1,3
25.2,318.8,212.5,0.0,155.7,14.3,852.1,880.4,3
391.0,401.8,94.7,0.0,147.4,11.4,946.8,852.1,3
338.0,362.6,189.0,0.0,164.9,11.6,944.7,755.8,3
342.0,323.7,282.8,0.0,183.8,10.3,942.7,659.9,3
327.0,379.5,151.2,0.0,153.9,15.9,1134.3,605.0,3
35.3,362.6,189.0,0.0,164.9,11.6,944.7,755.8,3
380.0,286.3,200.9,0.0,144.7,11.2,1004.6,803.7,3
379.0,362.6,189.0,0.0,164.9,11.6,944.7,755.8,3
330.0,439.0,177.0,0.0,186.0,11.1,884.9,707.9,3
381.0,389.9,189.0,0.0,145.9,22.0,944.7,755.8,3
338.0,362.6,189.0,0.0,164.9,11.6,944.7,755.8,3
337.0,337.9,189.0,0.0,174.9,9.5,944.7,755.8,3
359.0,374.0,189.2,0.0,170.1,10.1,926.1,756.7,7
374.0,313.3,262.2,0.0,175.5,8.6,1046.9,611.8,7
