PE,AT,V,AP,RH
465.1435572924638,14.96,41.76,1024.07,73.17
446.8566762541276,25.18,62.96,1020.04,59.08
488.56,5.11,39.4,1012.16,92.14
450.16315662000306,20.86,57.32,1010.24,76.64
482.6692795614355,10.82,37.5,1009.23,96.62
443.67,26.27,59.44,1012.23,58.77
467.35,15.89,43.96,1014.02,75.24
479.9189201105696,9.48,44.71,1019.12,66.43
464.8874324567179,14.64,45.0,1021.78,41.25
478.02009020698955,11.74,43.56,1015.14,70.72
457.1793487911211,17.99,43.72,1008.64,75.04
456.6339333869995,20.14,46.93,1014.66,64.22
444.47832924003296,24.34,73.5,1011.31,84.15
440.3369383896406,25.71,58.59,1012.77,61.83
435.48504020925947,26.19,69.34,1009.48,87.59
459.5375540590912,21.42,43.79,1015.76,43.08
460.3369578968346,18.21,45.0,1022.86,48.84
474.7311264937063,11.04,41.74,1022.6,77.51
458.2955137502656,14.45,52.75,1023.97,63.59
468.5470813726559,13.97,38.47,1015.15,55.28
458.26451123106824,17.76,42.42,1009.09,66.26
483.20590189722344,5.41,40.07,1019.16,64.77
484.9500023617404,7.76,42.28,1008.52,83.31
440.1288938156733,27.23,63.9,1014.3,47.19
439.1781871380054,27.36,48.6,1003.18,54.93
434.7751440997132,27.47,70.72,1009.97,74.62
466.96453922265084,14.6,39.31,1011.11,72.52
478.3448953141602,7.91,39.96,1023.57,88.44
490.17401665547845,5.81,35.79,1012.14,92.28
440.61313993747075,30.53,65.18,1012.69,41.85
446.254700489387,23.87,63.94,1019.02,44.28
440.21619019743906,26.09,58.41,1013.64,64.58
434.5748489930775,29.27,66.85,1011.11,63.25
435.0073625068518,27.38,74.16,1010.08,78.61
446.3701134028941,24.81,63.94,1018.76,44.51
473.54448641445896,12.75,44.03,1007.29,89.46
444.547023008307,24.66,63.73,1011.4,74.52
459.31222529700494,16.38,47.45,1010.08,88.86
468.54071566167295,13.91,39.35,1014.69,75.51
448.86,23.18,51.3,1012.04,78.64
448.01235076965526,22.47,47.45,1007.62,76.65
469.78279984904924,13.39,44.85,1017.24,80.44
481.013889272557,9.28,41.54,1018.33,79.89
475.2496665965713,11.82,42.86,1014.12,88.28
476.22642740827627,10.27,40.64,1020.63,84.6
446.31266601643875,22.92,63.94,1019.28,42.69
464.31108048075583,16.0,37.87,1020.24,78.41
456.03283709588834,21.22,43.43,1010.96,61.07
474.6,13.46,44.71,1014.51,50.0
475.05288227399,9.39,40.11,1029.14,77.29
435.1502864780622,31.07,73.5,1010.58,43.66
472.16706032646084,12.82,38.62,1018.71,83.8
433.11870501882026,32.57,78.92,1011.6,66.47
483.7451889956215,8.11,42.18,1014.82,93.09
468.4435180952174,13.92,39.39,1012.94,80.52
444.2360025207809,23.04,59.43,1010.23,68.99
439.0045876834806,27.31,64.44,1014.65,57.27
491.49,5.91,39.33,1010.18,95.53
444.7722296235006,25.26,61.08,1013.68,71.72
439.0858712033459,27.97,58.84,1002.25,57.88
440.305129556627,26.08,52.3,1007.03,63.34
440.5886212934614,29.01,65.71,1013.61,48.07
474.0973496702494,12.18,40.1,1016.67,91.87
465.7194342331994,13.76,45.87,1008.89,87.27
443.31036579233825,25.5,58.79,1016.02,64.4
441.03,28.26,65.34,1014.56,43.4
447.0264814261393,21.39,62.96,1019.49,72.24
478.55422755325975,7.26,40.69,1020.43,90.22
480.7027031316292,10.54,34.03,1018.71,74.0
430.4024921924219,27.71,74.34,998.14,71.85
444.5036424558842,23.11,68.3,1017.83,86.62
478.3411596483724,7.51,41.01,1024.61,97.41
437.9983215621633,26.46,74.67,1016.65,84.44
430.5232768089599,29.34,74.34,998.58,81.55
481.4145527291377,10.32,42.28,1008.82,75.66
441.65130203254057,22.74,61.02,1009.56,79.41
468.85555141324903,13.48,39.85,1012.71,58.91
435.3880858249771,25.52,69.75,1010.36,90.06
446.8530038699583,21.58,67.25,1017.39,79.0
430.2913262913127,27.66,76.86,1001.31,69.47
439.3232282872936,26.96,69.45,1013.89,51.47
474.26233478094997,12.29,42.18,1016.53,83.13
464.3772678655397,15.86,43.02,1012.18,40.33
465.01546901349946,13.87,45.08,1024.42,81.69
444.5213655564008,24.09,73.68,1014.93,94.55
445.073327238716,20.45,69.45,1012.53,91.81
466.63006897603844,15.07,39.3,1019.0,63.62
439.68160386399705,32.72,69.75,1009.6,49.35
454.014585933514,18.23,58.96,1015.55,69.61
437.19843687701587,35.56,68.94,1006.56,38.75
454.755960756669,18.36,51.43,1010.57,90.17
442.55019744278155,26.35,64.05,1009.81,81.24
439.5629662464232,25.92,60.95,1014.62,48.46
483.76086536432996,8.01,41.66,1014.49,76.72
449.595778622177,19.63,52.72,1025.09,51.16
446.58343728789333,20.02,67.32,1012.05,76.34
474.66377932577075,10.08,40.72,1022.7,67.3
435.1671073906537,27.23,66.48,1005.23,52.38
444.59826731215185,23.37,63.77,1013.42,76.44
451.95014433638784,18.74,59.21,1018.3,91.55
465.1458904265086,14.81,43.69,1017.19,71.9
452.17,23.1,51.3,1011.93,80.05
476.5390612870628,10.72,41.38,1021.6,63.77
432.4189344732474,29.46,71.94,1006.96,62.26
478.467649995279,8.1,40.64,1020.66,89.04
439.02322024537506,27.29,62.66,1007.63,58.02
458.2822356414747,17.1,49.69,1005.53,81.82
471.5487681742772,11.49,44.2,1018.79,91.14
444.3929905649399,23.69,65.59,1010.85,88.92
467.81596780764346,13.51,40.89,1011.03,84.83
483.0199594493658,9.64,39.35,1015.1,91.76
438.2861594775957,25.65,78.92,1010.83,86.56
446.7635068375616,21.59,61.87,1011.18,57.21
439.0480314710174,27.98,58.33,1013.92,54.25
459.44748758463936,18.8,39.72,1001.24,63.8
461.1424494524137,18.28,44.71,1016.99,33.71
465.56561365341986,13.55,43.48,1016.08,67.25
455.7795039919514,22.99,46.21,1010.71,60.11
444.78505181609694,23.94,59.39,1014.32,74.55
468.7955025950612,13.74,34.03,1018.69,67.34
