PE,AT,V,AP,RH
463.26,14.96,41.76,1024.07,73.17
444.1263180257333,25.18,62.96,1020.04,59.08
481.66602258073783,5.11,39.4,1012.16,92.14
448.29316789129604,20.86,57.32,1010.24,76.64
477.5723870961002,10.82,37.5,1009.23,96.62
439.5564502820517,26.27,59.44,1012.23,58.77
463.80902854620473,15.89,43.96,1014.02,75.24
473.14440561853405,9.48,44.71,1019.12,66.43
463.55270165008324,14.64,45.0,1021.78,41.25
472.38716543769834,11.74,43.56,1015.14,70.72
459.3194413175129,17.99,43.72,1008.64,75.04
454.12031409228047,20.14,46.93,1014.66,64.22
437.6023397459829,24.34,73.5,1011.31,84.15
439.563995725358,25.71,58.59,1012.77,61.83
437.50269806979026,26.19,69.34,1009.48,87.59
457.44920982497484,21.42,43.79,1015.76,43.08
460.396689959698,18.21,45.0,1022.86,48.84
473.1787777566298,11.04,41.74,1022.6,77.51
457.85498997244184,14.45,52.75,1023.97,63.59
468.43217813011734,13.97,38.47,1015.15,55.28
459.1599463484323,17.76,42.42,1009.09,66.26
481.80170282743745,5.41,40.07,1019.16,64.77
476.2333298025392,7.76,42.28,1008.52,83.31
441.9328733241567,27.23,63.9,1014.3,47.19
435.6142162435423,27.36,48.6,1003.18,54.93
435.52918733486246,27.47,70.72,1009.97,74.62
467.5540814520526,14.6,39.31,1011.11,72.52
480.7540125734397,7.91,39.96,1023.57,88.44
481.6467368177307,5.81,35.79,1012.14,92.28
434.54277667526844,30.53,65.18,1012.69,41.85
443.7909439629249,23.87,63.94,1019.02,44.28
443.87105772102586,26.09,58.41,1013.64,64.58
431.042845722971,29.27,66.85,1011.11,63.25
435.6742172505432,27.38,74.16,1010.08,78.61
443.79062414980535,24.81,63.94,1018.76,44.51
465.1881794161082,12.75,44.03,1007.29,89.46
437.59215468768554,24.66,63.73,1011.4,74.52
452.9874711019789,16.38,47.45,1010.08,88.86
465.8760599587945,13.91,39.35,1014.69,75.51
439.7511301658282,23.18,51.3,1012.04,78.64
446.3744039397094,22.47,47.45,1007.62,76.65
464.60803929542004,13.39,44.85,1017.24,80.44
472.3062387247082,9.28,41.54,1018.33,79.89
471.50710454581616,11.82,42.86,1014.12,88.28
474.99,10.27,40.64,1020.63,84.6
448.93602997759416,22.92,63.94,1019.28,42.69
464.1117000349635,16.0,37.87,1020.24,78.41
457.40403055083704,21.22,43.43,1010.96,61.07
467.8081045860725,13.46,44.71,1014.51,50.0
478.8948962138912,9.39,40.11,1029.14,77.29
434.5739138127254,31.07,73.5,1010.58,43.66
465.81583619637445,12.82,38.62,1018.71,83.8
434.08198483079485,32.57,78.92,1011.6,66.47
476.23145427877637,8.11,42.18,1014.82,93.09
465.86086948810754,13.92,39.39,1012.94,80.52
445.76540800970145,23.04,59.43,1010.23,68.99
441.86874171789384,27.31,64.44,1014.65,57.27
481.6638870249215,5.91,39.33,1010.18,95.53
447.46,25.26,61.08,1013.68,71.72
435.01129418105296,27.97,58.84,1002.25,57.88
438.155477254941,26.08,52.3,1007.03,63.34
434.539981582103,29.01,65.71,1013.61,48.07
474.2400124653837,12.18,40.1,1016.67,91.87
457.843677349731,13.76,45.87,1008.89,87.27
444.0562876619575,25.5,58.79,1016.02,64.4
439.2476968456468,28.26,65.34,1014.56,43.4
452.68,21.39,62.96,1019.49,72.24
476.40311319605956,7.26,40.69,1020.43,90.22
478.0389797643075,10.54,34.03,1018.71,74.0
433.5154859154216,27.71,74.34,998.14,71.85
443.2647493118747,23.11,68.3,1017.83,86.62
