src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
aa,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
airtravelcenter,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
allegiantair,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
boston,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
businesstravellogue,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
flightaware,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
flightexplorer,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
flights,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
flightstats,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
flightview,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
flylouisville,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
flytecomm,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
foxbusiness,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
gofox,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
helloflight,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
myrateplan,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
mytripandmore,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
orbitz,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
panynj,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
quicktrip,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
wunderground,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
aa,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
airtravelcenter,AA-1007-MIA-PHX,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
allegiantair,AA-1007-MIA-PHX,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
boston,AA-1007-MIA-PHX,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
businesstravellogue,AA-1007-MIA-PHX,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
flightaware,AA-1007-MIA-PHX,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
flightexplorer,AA-1007-MIA-PHX,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
flights,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
flightstats,AA-1007-MIA-PHX,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
flightview,AA-1007-MIA-PHX,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
flylouisville,AA-1007-MIA-PHX,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
flytecomm,AA-1007-MIA-PHX,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
foxbusiness,AA-1007-MIA-PHX,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
gofox,AA-1007-MIA-PHX,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
helloflight,AA-1007-MIA-PHX,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
mia,AA-1007-MIA-PHX,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
myrateplan,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
mytripandmore,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
orbitz,AA-1007-MIA-PHX,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
panynj,AA-1007-MIA-PHX,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
quicktrip,AA-1007-MIA-PHX,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
travelocity,AA-1007-MIA-PHX,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
weather,AA-1007-MIA-PHX,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
world-flight-tracker,AA-1007-MIA-PHX,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
wunderground,AA-1007-MIA-PHX,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
aa,AA-1007-MIA-PHX,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
airtravelcenter,AA-1007-MIA-PHX,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
allegiantair,AA-1007-MIA-PHX,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
boston,AA-1007-MIA-PHX,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
businesstravellogue,AA-1007-MIA-PHX,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
flightarrival,AA-1007-MIA-PHX,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
flightaware,AA-1007-MIA-PHX,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
flightexplorer,AA-1007-MIA-PHX,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
flights,AA-1007-MIA-PHX,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
flightstats,AA-1007-MIA-PHX,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
flightview,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
flylouisville,AA-1007-MIA-PHX,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
flytecomm,AA-1007-MIA-PHX,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
foxbusiness,AA-1007-MIA-PHX,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
gofox,AA-1007-MIA-PHX,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
helloflight,AA-1007-MIA-PHX,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
mco,AA-1007-MIA-PHX,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
myrateplan,AA-1007-MIA-PHX,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
mytripandmore,AA-1007-MIA-PHX,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
orbitz,AA-1007-MIA-PHX,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
ord,AA-1007-MIA-PHX,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
panynj,AA-1007-MIA-PHX,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
quicktrip,AA-1007-MIA-PHX,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
travelocity,AA-1007-MIA-PHX,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
usatoday,AA-1007-MIA-PHX,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
weather,AA-1007-MIA-PHX,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
world-flight-tracker,AA-1007-MIA-PHX,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
wunderground,AA-1007-MIA-PHX,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
aa,AA-1007-MIA-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
airtravelcenter,AA-1007-MIA-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
allegiantair,AA-1007-MIA-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
boston,AA-1007-MIA-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
businesstravellogue,AA-1007-MIA-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
dfw,AA-1007-MIA-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
flightarrival,AA-1007-MIA-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
flightaware,AA-1007-MIA-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
flightexplorer,AA-1007-MIA-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
flights,AA-1007-MIA-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
flightstats,AA-1007-MIA-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
flightview,AA-1007-MIA-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
flylouisville,AA-1007-MIA-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
flytecomm,AA-1007-MIA-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
foxbusiness,AA-1007-MIA-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
gofox,AA-1007-MIA-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
helloflight,AA-1007-MIA-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
myrateplan,AA-1007-MIA-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
orbitz,AA-1007-MIA-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
panynj,AA-1007-MIA-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
quicktrip,AA-1007-MIA-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
travelocity,AA-1007-MIA-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
weather,AA-1007-MIA-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
world-flight-tracker,AA-1007-MIA-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
wunderground,AA-1007-MIA-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
aa,AA-1007-MIA-PHX,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
airtravelcenter,AA-1007-MIA-PHX,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
allegiantair,AA-1007-MIA-PHX,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
boston,AA-1007-MIA-PHX,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
businesstravellogue,AA-1434-DFW-MCO,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
flightaware,AA-1007-MIA-PHX,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
flightexplorer,AA-1007-MIA-PHX,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
flights,AA-1007-MIA-PHX,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
flightstats,AA-1007-MIA-PHX,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
flightview,AA-1007-MIA-PHX,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
flightwise,AA-1007-MIA-PHX,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
flylouisville,AA-1007-MIA-PHX,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
flytecomm,AA-1007-MIA-PHX,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
foxbusiness,AA-1007-MIA-PHX,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
gofox,AA-1007-MIA-PHX,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
helloflight,AA-1007-MIA-PHX,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
ifly,AA-1007-MIA-PHX,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
mco,AA-1007-MIA-PHX,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
myrateplan,AA-1007-MIA-PHX,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
orbitz,AA-1434-DFW-MCO,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
panynj,AA-1007-MIA-PHX,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
quicktrip,AA-1007-MIA-PHX,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
travelocity,AA-1007-MIA-PHX,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
weather,AA-1007-MIA-PHX,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
world-flight-tracker,AA-1007-MIA-PHX,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
wunderground,AA-1007-MIA-PHX,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
aa,AA-1007-MIA-PHX,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
airtravelcenter,AA-1007-MIA-PHX,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
allegiantair,AA-1007-MIA-PHX,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
boston,AA-1522-SFO-ORD,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
businesstravellogue,AA-1007-MIA-PHX,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
flightexplorer,AA-1007-MIA-PHX,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
flights,AA-1007-MIA-PHX,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
flightstats,AA-1007-MIA-PHX,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
flightview,AA-1007-MIA-PHX,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
flylouisville,AA-1007-MIA-PHX,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
flytecomm,AA-1007-MIA-PHX,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
foxbusiness,AA-1007-MIA-PHX,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
gofox,AA-1007-MIA-PHX,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
helloflight,AA-1522-SFO-ORD,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
myrateplan,AA-1007-MIA-PHX,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
orbitz,AA-1007-MIA-PHX,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
ord,AA-1007-MIA-PHX,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
panynj,AA-1007-MIA-PHX,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
quicktrip,AA-1007-MIA-PHX,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
travelocity,AA-1007-MIA-PHX,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
usatoday,AA-1007-MIA-PHX,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
weather,AA-1007-MIA-PHX,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
world-flight-tracker,AA-1007-MIA-PHX,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
aa,AA-1007-MIA-PHX,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
airtravelcenter,AA-1007-MIA-PHX,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
