file,Consistent Count,Missing Total,Consistent Rate
dirty-mode-10.csv,219,241,0.908713693
dirty-mode-30.csv,570,896,0.636160714
dirty-mode-50.csv,554,1654,0.334945586
dirty-mode-70.csv,277,2184,0.126831502
dirty-mode-90.csv,64,2388,0.02680067
dirty-knn-10.csv,55,241,0.228215768
dirty-knn-30.csv,168,896,0.1875
dirty-knn-50.csv,211,1654,0.127569528
dirty-knn-70.csv,131,2184,0.059981685
dirty-knn-90.csv,23,2388,0.009631491
dirty-hdi-10.csv,85,241,0.352697095
dirty-hdi-30.csv,295,896,0.329241071
dirty-hdi-50.csv,401,1654,0.242442563
dirty-hdi-70.csv,255,2184,0.116758242
dirty-hdi-90.csv,67,2388,0.028056951
dirty-mice-10.csv,2,241,0.008298755
dirty-mice-30.csv,3,896,0.003348214
dirty-mice-50.csv,7,1654,0.004232164
dirty-mice-70.csv,6,2184,0.002747253
dirty-mice-90.csv,18,2388,0.007537688
dirty-iim-10.csv,35,241,0.145228216
dirty-iim-30.csv,78,896,0.087053571
dirty-iim-50.csv,80,1654,0.048367594
dirty-iim-70.csv,43,2184,0.019688645
dirty-iim-90.csv,17,2388,0.007118928
dirty-si-10.csv,1,241,0.004149378
dirty-si-30.csv,1,896,0.001116071
dirty-si-50.csv,0,1654,0
dirty-si-70.csv,1,2184,0.000457875
dirty-si-90.csv,9,2388,0.003768844
dirty-rf-10.csv,16,241,0.066390041
dirty-rf-30.csv,31,896,0.034598214
dirty-rf-50.csv,21,1654,0.012696493
dirty-rf-70.csv,14,2184,0.006410256
dirty-rf-90.csv,17,2388,0.007118928
dirty-xgbi-10.csv,1,241,0.004149378
dirty-xgbi-30.csv,1,896,0.001116071
dirty-xgbi-50.csv,2,1654,0.00120919
dirty-xgbi-70.csv,2,2184,0.000915751
dirty-xgbi-90.csv,14,2388,0.005862647
dirty-gain-10.csv,2,241,0.008298755
dirty-gain-30.csv,2,896,0.002232143
dirty-gain-50.csv,7,1654,0.004232164
dirty-gain-70.csv,15,2184,0.006868132
dirty-gain-90.csv,10,2388,0.004187605
dirty-midae-10.csv,3,241,0.012448133
dirty-midae-30.csv,14,896,0.015625
dirty-midae-50.csv,3,1654,0.001813785
dirty-midae-70.csv,31,2184,0.014194139
dirty-midae-90.csv,9,2388,0.003768844
