File,Mutual_Information_V2
dirty-mean-10.csv,4.932946485708256
dirty-mean-30.csv,3.2173803396045066
dirty-mean-50.csv,1.270948555318176
dirty-mean-70.csv,0.13346303853359487
dirty-mean-90.csv,0.0
dirty-median-10.csv,4.937618351856993
dirty-median-30.csv,3.215575717034488
dirty-median-50.csv,1.291173342686828
dirty-median-70.csv,0.12617168025100334
dirty-median-90.csv,0.0007904391434738756
dirty-knn-10.csv,5.0819859999560615
dirty-knn-30.csv,4.221318157744918
dirty-knn-50.csv,3.4622712064785803
dirty-knn-70.csv,2.7102098784583255
dirty-knn-90.csv,2.1883732512800638
dirty-hdi-10.csv,5.130221851497169
dirty-hdi-30.csv,3.9208387201417394
dirty-hdi-50.csv,2.7478454340508347
dirty-hdi-70.csv,2.0628231976004923
dirty-hdi-90.csv,1.2177865897821496
dirty-mice-10.csv,5.159772780526671
dirty-mice-30.csv,3.945181315622623
dirty-mice-50.csv,2.757313501800397
dirty-mice-70.csv,1.6447127812788733
dirty-mice-90.csv,1.832467739101871
dirty-iim-10.csv,5.162366192247669
dirty-iim-30.csv,4.114074433394434
dirty-iim-50.csv,3.062806849998814
dirty-iim-70.csv,2.2884902966358536
dirty-iim-90.csv,2.5846197067472114
dirty-si-10.csv,5.199640172616216
dirty-si-30.csv,4.346106256069362
dirty-si-50.csv,3.517742183208478
dirty-si-70.csv,3.0462804424800516
dirty-si-90.csv,2.9182138881882143
dirty-randomforest-10.csv,5.1545270925852975
dirty-randomforest-30.csv,4.441585685381352
dirty-randomforest-50.csv,3.682474197057669
dirty-randomforest-70.csv,3.0415750375011603
dirty-randomforest-90.csv,2.4575208053200246
dirty-xgboost-10.csv,5.156638532932485
dirty-xgboost-30.csv,4.027102628845116
dirty-xgboost-50.csv,2.9479034252593963
dirty-xgboost-70.csv,2.3555323450185677
dirty-xgboost-90.csv,1.2516796078817949
dirty-gan-10.csv,4.726828756817878
dirty-gan-30.csv,2.792681143190703
dirty-gan-50.csv,0.9380194254371208
dirty-gan-70.csv,0.09691752811340715
dirty-gan-90.csv,0.0
dirty-midae-10.csv,4.9077092677507
dirty-midae-30.csv,3.581362844497521
dirty-midae-50.csv,2.519251546241456
dirty-midae-70.csv,2.0196266498756716
dirty-midae-90.csv,2.028276016186934
