file,Within-Class Distance,Between-Class Distance,J Value
clean.csv,397.6243138663704,151.3756861336296,0.38070027625247893
dirty-mode-5.csv,417.2563009594537,131.74369904054626,0.3157380697130521
dirty-mode-10.csv,415.9374772715153,133.0625227284847,0.3199099143490363
dirty-mode-15.csv,433.22628542113864,115.77371457886133,0.26723612688070825
dirty-mode-20.csv,420.72998231838005,128.27001768161995,0.3048749152004904
dirty-mode-25.csv,390.89295180409846,158.1070481959016,0.404476589987581
dirty-mode-30.csv,462.16958432404283,86.8304156759572,0.18787565997652808
dirty-mode-35.csv,500.5308724510239,48.4691275489761,0.0968354405625973
dirty-mode-40.csv,467.4292773007694,81.57072269923063,0.1745092287977152
dirty-mode-45.csv,411.88895868274835,137.11104131725168,0.3328835076224015
dirty-mode-50.csv,489.6482324932118,59.35176750678829,0.12121307413809793
dirty-mode-55.csv,496.6547904555012,52.3452095444988,0.10539555955252339
dirty-mode-60.csv,390.181950845132,158.818049154868,0.40703586829393046
dirty-mode-65.csv,434.14143152011013,114.85856847988987,0.26456486329287243
dirty-mode-70.csv,484.90329969912096,64.0967003008791,0.13218450016869476
dirty-mode-75.csv,460.8620741614218,88.13792583857825,0.19124577781531013
dirty-mode-80.csv,510.6021271319721,38.39787286802787,0.07520116119317187
dirty-mode-85.csv,489.8359232483805,59.16407675161958,0.12078345818181108
dirty-mode-90.csv,496.79050121736884,52.20949878263112,0.10509359308338918
dirty-mode-95.csv,543.6243526567051,5.375647343294837,0.009888532986103217
dirty-knn-5.csv,387.7312072419473,161.26879275805268,0.4159293596850452
dirty-knn-10.csv,398.66860687215257,150.33139312784743,0.3770835991007855
dirty-knn-15.csv,429.66135031254385,119.33864968745611,0.2777504879148355
dirty-knn-20.csv,399.85997412848974,149.14002587151026,0.3729806320239146
dirty-knn-25.csv,357.2097899892002,191.79021001079983,0.5369119643014217
dirty-knn-30.csv,385.9623521043545,163.03764789564545,0.42241852607314445
dirty-knn-35.csv,429.96933280179746,119.03066719820254,0.2768352487433609
dirty-knn-40.csv,400.09769682683907,148.90230317316093,0.37216485961828805
dirty-knn-45.csv,356.3033770803229,192.6966229196771,0.5408217696354777
dirty-knn-50.csv,428.20483243526473,120.79516756473524,0.28209669395311376
dirty-knn-55.csv,425.99799179258423,123.00200820741573,0.28873846961068456
dirty-knn-60.csv,334.1203277730438,214.8796722269562,0.6431206196257427
dirty-knn-65.csv,369.12849656006233,179.87150343993764,0.48728696135945726
dirty-knn-70.csv,422.03301117928766,126.96698882071236,0.3008461079049913
dirty-knn-75.csv,395.96095610829025,153.03904389170972,0.3865003393159186
dirty-knn-80.csv,489.8044608485311,59.19553915146894,0.12085545127318631
dirty-knn-85.csv,424.78838027495647,124.21161972504355,0.29240823311749725
dirty-knn-90.csv,496.79050121736884,52.20949878263112,0.10509359308338918
dirty-knn-95.csv,543.6243526567051,5.375647343294837,0.009888532986103217
dirty-hdi-5.csv,387.7312072419473,161.26879275805268,0.4159293596850452
dirty-hdi-10.csv,397.3978398850033,151.6021601149967,0.3814871267515356
dirty-hdi-15.csv,439.534671873787,109.46532812621298,0.24904822106422156
dirty-hdi-20.csv,397.73639284754347,151.26360715245653,0.3803112057951344
dirty-hdi-25.csv,357.60554908654103,191.39445091345897,0.535211076568449
dirty-hdi-30.csv,405.34765050947567,143.6523494905244,0.35439294963217327
dirty-hdi-35.csv,424.5889478310616,124.41105216893851,0.2930152864422652
