PE,AT,V,AP,RH
463.26,14.96,41.76,1024.07,73.17
448.7561892518066,25.18,62.96,1020.04,59.08
482.04898287398424,5.11,39.4,1012.16,92.14
446.76595712469054,20.86,57.32,1010.24,76.64
472.41460894586265,10.82,37.5,1009.23,96.62
442.08485878353974,26.27,59.44,1012.23,58.77
459.82858375994914,15.89,43.96,1014.02,75.24
467.89982172674195,9.48,44.71,1019.12,66.43
468.4229339396108,14.64,45.0,1021.78,41.25
468.724001019852,11.74,43.56,1015.14,70.72
457.4145032322822,17.99,43.72,1008.64,75.04
455.5920928756346,20.14,46.93,1014.66,64.22
438.21704729415603,24.34,73.5,1011.31,84.15
444.2311299318467,25.71,58.59,1012.77,61.83
437.1368316819486,26.19,69.34,1009.48,87.59
456.98498712693913,21.42,43.79,1015.76,43.08
464.1684637664128,18.21,45.0,1022.86,48.84
473.0325507822401,11.04,41.74,1022.6,77.51
462.39188763103846,14.45,52.75,1023.97,63.59
469.35724876487245,13.97,38.47,1015.15,55.28
460.4903296960505,17.76,42.42,1009.09,66.26
476.15895940651177,5.41,40.07,1019.16,64.77
477.3611990991404,7.76,42.28,1008.52,83.31
438.9989232305527,27.23,63.9,1014.3,47.19
438.60314193462654,27.36,48.6,1003.18,54.93
435.77407666105915,27.47,70.72,1009.97,74.62
464.8810938010569,14.6,39.31,1011.11,72.52
478.7339450525903,7.91,39.96,1023.57,88.44
482.7091567898798,5.81,35.79,1012.14,92.28
434.6404511352096,30.53,65.18,1012.69,41.85
442.52074106932423,23.87,63.94,1019.02,44.28
444.6497254752248,26.09,58.41,1013.64,64.58
435.8769521696371,29.27,66.85,1011.11,63.25
435.51572094864287,27.38,74.16,1010.08,78.61
442.36614694488156,24.81,63.94,1018.76,44.51
465.03582525951606,12.75,44.03,1007.29,89.46
442.8883841753622,24.66,63.73,1011.4,74.52
458.8083596065251,16.38,47.45,1010.08,88.86
468.84340082456924,13.91,39.35,1014.69,75.51
448.9832155770645,23.18,51.3,1012.04,78.64
449.1437907639019,22.47,47.45,1007.62,76.65
466.364366044109,13.39,44.85,1017.24,80.44
476.7633439936046,9.28,41.54,1018.33,79.89
470.3536578495366,11.82,42.86,1014.12,88.28
474.99,10.27,40.64,1020.63,84.6
443.21895493843107,22.92,63.94,1019.28,42.69
465.707382325273,16.0,37.87,1020.24,78.41
454.37988971813076,21.22,43.43,1010.96,61.07
468.9524162020118,13.46,44.71,1014.51,50.0
476.4473460769498,9.39,40.11,1029.14,77.29
434.15584578428303,31.07,73.5,1010.58,43.66
471.2218540576844,12.82,38.62,1018.71,83.8
434.4017051216732,32.57,78.92,1011.6,66.47
476.026555462438,8.11,42.18,1014.82,93.09
469.3481402545701,13.92,39.39,1012.94,80.52
446.37739753776617,23.04,59.43,1010.23,68.99
440.8278944920089,27.31,64.44,1014.65,57.27
479.9279036759012,5.91,39.33,1010.18,95.53
447.46,25.26,61.08,1013.68,71.72
432.9666848644245,27.97,58.84,1002.25,57.88
444.18782648435695,26.08,52.3,1007.03,63.34
437.3986881928432,29.01,65.71,1013.61,48.07
471.06622863050876,12.18,40.1,1016.67,91.87
463.8668661315013,13.76,45.87,1008.89,87.27
447.3739627795335,25.5,58.79,1016.02,64.4
437.3468761784951,28.26,65.34,1014.56,43.4
452.68,21.39,62.96,1019.49,72.24
479.1873430767714,7.26,40.69,1020.43,90.22
471.65237794866766,10.54,34.03,1018.71,74.0
434.32093546321886,27.71,74.34,998.14,71.85
444.66017822690714,23.11,68.3,1017.83,86.62
478.617160359086,7.51,41.01,1024.61,97.41
439.99995637531595,26.46,74.67,1016.65,84.44
433.9834914793638,29.34,74.34,998.58,81.55
473.8019384782076,10.32,42.28,1008.82,75.66
442.4437004649958,22.74,61.02,1009.56,79.41
469.34480272590116,13.48,39.85,1012.71,58.91
437.82522118477647,25.52,69.75,1010.36,90.06
447.850755855619,21.58,67.25,1017.39,79.0
432.4852577872382,27.66,76.86,1001.31,69.47
439.74139058287295,26.96,69.45,1013.89,51.47
470.7199696594484,12.29,42.18,1016.53,83.13
465.1826746844359,15.86,43.02,1012.18,40.33
468.1775688785259,13.87,45.08,1024.42,81.69
440.1384199281492,24.09,73.68,1014.93,94.55
443.49837052295675,20.45,69.45,1012.53,91.81
466.8452911331466,15.07,39.3,1019.0,63.62
433.1105860921752,32.72,69.75,1009.6,49.35
453.3850910584752,18.23,58.96,1015.55,69.61
432.0288105686854,35.56,68.94,1006.56,38.75
450.922469094059,18.36,51.43,1010.57,90.17
438.74250120038107,26.35,64.05,1009.81,81.24
440.3476395247258,25.92,60.95,1014.62,48.46
478.30271192565414,8.01,41.66,1014.49,76.72
459.207128750216,19.63,52.72,1025.09,51.16
446.13185328303706,20.02,67.32,1012.05,76.34
470.37668700598135,10.08,40.72,1022.7,67.3
434.8549654670343,27.23,66.48,1005.23,52.38
445.114845599586,23.37,63.77,1013.42,76.44
450.8847636219767,18.74,59.21,1018.3,91.55
465.7122055372171,14.81,43.69,1017.19,71.9
448.0208502259087,23.1,51.3,1011.93,80.05
467.9016296191401,10.72,41.38,1021.6,63.77
433.0986326166712,29.46,71.94,1006.96,62.26
477.78712320380015,8.1,40.64,1020.66,89.04
436.7060730909435,27.29,62.66,1007.63,58.02
453.2050955712186,17.1,49.69,1005.53,81.82
471.7528602267877,11.49,44.2,1018.79,91.14
440.74253887715184,23.69,65.59,1010.85,88.92
468.39881854072473,13.51,40.89,1011.03,84.83
475.577836265055,9.64,39.35,1015.1,91.76
435.3872448834477,25.65,78.92,1010.83,86.56
446.23259179106464,21.59,61.87,1011.18,57.21
439.79693916267746,27.98,58.33,1013.92,54.25
458.0553860521467,18.8,39.72,1001.24,63.8
461.4275859482156,18.28,44.71,1016.99,33.71
467.2398686406702,13.55,43.48,1016.08,67.25
450.3180558186757,22.99,46.21,1010.71,60.11
