PE,AT,V,AP,RH
464.69373240344294,14.96,41.76,1024.07,73.17
445.03611800491854,25.18,62.96,1020.04,59.08
488.56,5.11,39.4,1012.16,92.14
447.9884064476545,20.86,57.32,1010.24,76.64
483.730304106722,10.82,37.5,1009.23,96.62
443.67,26.27,59.44,1012.23,58.77
467.35,15.89,43.96,1014.02,75.24
476.2152356025265,9.48,44.71,1019.12,66.43
467.2965009777527,14.64,45.0,1021.78,41.25
474.2572673318558,11.74,43.56,1015.14,70.72
459.2220270177488,17.99,43.72,1008.64,75.04
455.47181409812663,20.14,46.93,1014.66,64.22
438.47951581195747,24.34,73.5,1011.31,84.15
445.2660511143981,25.71,58.59,1012.77,61.83
436.8507401728234,26.19,69.34,1009.48,87.59
461.58878973577254,21.42,43.79,1015.76,43.08
461.887119923438,18.21,45.0,1022.86,48.84
471.72789754071346,11.04,41.74,1022.6,77.51
460.61298602183456,14.45,52.75,1023.97,63.59
470.75984009299566,13.97,38.47,1015.15,55.28
460.3871852970408,17.76,42.42,1009.09,66.26
480.7328332361056,5.41,40.07,1019.16,64.77
485.26959384430586,7.76,42.28,1008.52,83.31
439.18378651649147,27.23,63.9,1014.3,47.19
443.25392514340916,27.36,48.6,1003.18,54.93
434.76578846771446,27.47,70.72,1009.97,74.62
468.2694816198096,14.6,39.31,1011.11,72.52
475.0697829435017,7.91,39.96,1023.57,88.44
486.96660919563925,5.81,35.79,1012.14,92.28
438.09761519151004,30.53,65.18,1012.69,41.85
439.8968488084777,23.87,63.94,1019.02,44.28
444.58026146264046,26.09,58.41,1013.64,64.58
437.74692435848215,29.27,66.85,1011.11,63.25
435.9245762570675,27.38,74.16,1010.08,78.61
439.8583408705784,24.81,63.94,1018.76,44.51
470.42718692311337,12.75,44.03,1007.29,89.46
442.43498582116547,24.66,63.73,1011.4,74.52
460.6597176725918,16.38,47.45,1010.08,88.86
470.55248277049384,13.91,39.35,1014.69,75.51
448.86,23.18,51.3,1012.04,78.64
449.3904421793361,22.47,47.45,1007.62,76.65
468.3101060684885,13.39,44.85,1017.24,80.44
476.8594017644656,9.28,41.54,1018.33,79.89
472.5340164657479,11.82,42.86,1014.12,88.28
474.5044263446619,10.27,40.64,1020.63,84.6
438.712375284211,22.92,63.94,1019.28,42.69
466.06473813569465,16.0,37.87,1020.24,78.41
454.09267980956037,21.22,43.43,1010.96,61.07
474.6,13.46,44.71,1014.51,50.0
471.7138242361796,9.39,40.11,1029.14,77.29
437.00036227005074,31.07,73.5,1010.58,43.66
471.54806212645786,12.82,38.62,1018.71,83.8
431.94766644646313,32.57,78.92,1011.6,66.47
479.92645928318524,8.11,42.18,1014.82,93.09
470.6431279024306,13.92,39.39,1012.94,80.52
444.9910550100627,23.04,59.43,1010.23,68.99
437.96793657684117,27.31,64.44,1014.65,57.27
491.49,5.91,39.33,1010.18,95.53
446.44672021076065,25.26,61.08,1013.68,71.72
435.35644034256507,27.97,58.84,1002.25,57.88
443.49429545861057,26.08,52.3,1007.03,63.34
437.42808805716174,29.01,65.71,1013.61,48.07
472.03970988187416,12.18,40.1,1016.67,91.87
466.42694787395226,13.76,45.87,1008.89,87.27
447.380313604025,25.5,58.79,1016.02,64.4
441.03,28.26,65.34,1014.56,43.4
447.56890844752,21.39,62.96,1019.49,72.24
477.5972780663813,7.26,40.69,1020.43,90.22
476.66588355816896,10.54,34.03,1018.71,74.0
428.2988529375689,27.71,74.34,998.14,71.85
444.3935968216703,23.11,68.3,1017.83,86.62
475.0577173903382,7.51,41.01,1024.61,97.41
440.9582889931268,26.46,74.67,1016.65,84.44
428.86963386953977,29.34,74.34,998.58,81.55
476.6702347332655,10.32,42.28,1008.82,75.66
444.6733066599909,22.74,61.02,1009.56,79.41
472.3714914134891,13.48,39.85,1012.71,58.91
437.7696642616978,25.52,69.75,1010.36,90.06
445.3786208940895,21.58,67.25,1017.39,79.0
429.7248287364677,27.66,76.86,1001.31,69.47
437.3203194510622,26.96,69.45,1013.89,51.47
471.5711814077197,12.29,42.18,1016.53,83.13
469.7675466381978,15.86,43.02,1012.18,40.33
465.24721436016625,13.87,45.08,1024.42,81.69
