PE,AT,V,AP,RH
463.26,14.96,41.76,1024.07,73.17
444.9273711261416,25.18,62.96,1020.04,59.08
488.56,5.11,39.4,1012.16,92.14
446.48,20.86,57.32,1010.24,76.64
473.94749730152375,10.82,37.5,1009.23,96.62
444.08697866533004,26.27,59.44,1012.23,58.77
464.93309819269064,15.89,43.96,1014.02,75.24
478.42,9.48,44.71,1019.12,66.43
475.98,14.64,45.0,1021.78,41.25
471.8479586271144,11.74,43.56,1015.14,70.72
458.70890091483193,17.99,43.72,1008.64,75.04
453.99,20.14,46.93,1014.66,64.22
436.4858614542152,24.34,73.5,1011.31,84.15
451.28,25.71,58.59,1012.77,61.83
433.99,26.19,69.34,1009.48,87.59
462.19,21.42,43.79,1015.76,43.08
468.269600618688,18.21,45.0,1022.86,48.84
480.88828935930826,11.04,41.74,1022.6,77.51
459.85,14.45,52.75,1023.97,63.59
464.3,13.97,38.47,1015.15,55.28
468.27,17.76,42.42,1009.09,66.26
495.24,5.41,40.07,1019.16,64.77
483.8,7.76,42.28,1008.52,83.31
441.9903441961917,27.23,63.9,1014.3,47.19
436.06,27.36,48.6,1003.18,54.93
435.39548987158605,27.47,70.72,1009.97,74.62
465.6541138206083,14.6,39.31,1011.11,72.52
479.74182157324856,7.91,39.96,1023.57,88.44
484.41,5.81,35.79,1012.14,92.28
440.4580079220934,30.53,65.18,1012.69,41.85
443.9156334707392,23.87,63.94,1019.02,44.28
444.29718276256375,26.09,58.41,1013.64,64.58
436.18502588164495,29.27,66.85,1011.11,63.25
435.3768324976518,27.38,74.16,1010.08,78.61
444.26,24.81,63.94,1018.76,44.51
465.86,12.75,44.03,1007.29,89.46
444.37,24.66,63.73,1011.4,74.52
459.4299877809435,16.38,47.45,1010.08,88.86
467.8765365119685,13.91,39.35,1014.69,75.51
448.86,23.18,51.3,1012.04,78.64
447.14,22.47,47.45,1007.62,76.65
469.18,13.39,44.85,1017.24,80.44
479.341330701733,9.28,41.54,1018.33,79.89
476.5307353336293,11.82,42.86,1014.12,88.28
478.8112755105593,10.27,40.64,1020.63,84.6
444.48378066980274,22.92,63.94,1019.28,42.69
461.33,16.0,37.87,1020.24,78.41
456.1274816329315,21.22,43.43,1010.96,61.07
463.0389205317753,13.46,44.71,1014.51,50.0
473.05,9.39,40.11,1029.14,77.29
432.06,31.07,73.5,1010.58,43.66
467.41,12.82,38.62,1018.71,83.8
432.970378705224,32.57,78.92,1011.6,66.47
473.62,8.11,42.18,1014.82,93.09
467.4854134122287,13.92,39.39,1012.94,80.52
442.99,23.04,59.43,1010.23,68.99
442.77,27.31,64.44,1014.65,57.27
483.5452624348713,5.91,39.33,1010.18,95.53
447.46,25.26,61.08,1013.68,71.72
446.11,27.97,58.84,1002.25,57.88
443.0715329446522,26.08,52.3,1007.03,63.34
446.22,29.01,65.71,1013.61,48.07
471.49,12.18,40.1,1016.67,91.87
463.5,13.76,45.87,1008.89,87.27
445.15145565683866,25.5,58.79,1016.02,64.4
441.03,28.26,65.34,1014.56,43.4
452.68,21.39,62.96,1019.49,72.24
478.0458330753566,7.26,40.69,1020.43,90.22
478.3296369951267,10.54,34.03,1018.71,74.0
433.6728128944674,27.71,74.34,998.14,71.85
441.7893195376312,23.11,68.3,1017.83,86.62
475.03141308999363,7.51,41.01,1024.61,97.41
437.08224018293396,26.46,74.67,1016.65,84.44
430.57,29.34,74.34,998.58,81.55
474.5380276827697,10.32,42.28,1008.82,75.66
443.582456166526,22.74,61.02,1009.56,79.41
466.77073091599914,13.48,39.85,1012.71,58.91
436.49977899482883,25.52,69.75,1010.36,90.06
444.7911809174399,21.58,67.25,1017.39,79.0
436.64,27.66,76.86,1001.31,69.47
441.35573520681277,26.96,69.45,1013.89,51.47
468.75,12.29,42.18,1016.53,83.13
460.7399813856641,15.86,43.02,1012.18,40.33
465.48,13.87,45.08,1024.42,81.69
436.98419533931536,24.09,73.68,1014.93,94.55
441.83,20.45,69.45,1012.53,91.81
468.72609159569,15.07,39.3,1019.0,63.62
434.07107117904013,32.72,69.75,1009.6,49.35
459.12,18.23,58.96,1015.55,69.61
437.4359645396026,35.56,68.94,1006.56,38.75
459.8,18.36,51.43,1010.57,90.17
439.54044414128117,26.35,64.05,1009.81,81.24
442.84,25.92,60.95,1014.62,48.46
476.06366140709827,8.01,41.66,1014.49,76.72
459.12,19.63,52.72,1025.09,51.16
444.8323971334401,20.02,67.32,1012.05,76.34
480.8,10.08,40.72,1022.7,67.3
433.5742114497205,27.23,66.48,1005.23,52.38
445.9132377154802,23.37,63.77,1013.42,76.44
451.1374522972147,18.74,59.21,1018.3,91.55
466.60947034191304,14.81,43.69,1017.19,71.9
452.17,23.1,51.3,1011.93,80.05
478.29,10.72,41.38,1021.6,63.77
428.54,29.46,71.94,1006.96,62.26
