PE,AT,V,AP,RH
454.14613373376153,14.96,41.76,1024.07,73.17
407.569534730801,25.18,62.96,1020.04,59.08
488.56,5.11,39.4,1012.16,92.14
458.498769653616,20.86,57.32,1010.24,76.64
460.15224901794454,10.82,37.5,1009.23,96.62
439.03957016324676,26.27,59.44,1012.23,58.77
473.35966573223914,15.89,43.96,1014.02,75.24
461.90362925863883,9.48,44.71,1019.12,66.43
502.91572294822754,14.64,45.0,1021.78,41.25
475.91681693885795,11.74,43.56,1015.14,70.72
462.34558404071095,17.99,43.72,1008.64,75.04
454.704786890358,20.14,46.93,1014.66,64.22
465.9850030060634,24.34,73.5,1011.31,84.15
447.14529202898564,25.71,58.59,1012.77,61.83
446.7854176542751,26.19,69.34,1009.48,87.59
475.52610516955997,21.42,43.79,1015.76,43.08
444.9312250157582,18.21,45.0,1022.86,48.84
410.380429264004,11.04,41.74,1022.6,77.51
459.85,14.45,52.75,1023.97,63.59
464.3,13.97,38.47,1015.15,55.28
461.1354238165336,17.76,42.42,1009.09,66.26
468.0884232215409,5.41,40.07,1019.16,64.77
483.8,7.76,42.28,1008.52,83.31
426.57082466315296,27.23,63.9,1014.3,47.19
436.06,27.36,48.6,1003.18,54.93
428.01577921121134,27.47,70.72,1009.97,74.62
475.3245866025982,14.6,39.31,1011.11,72.52
406.9654722215855,7.91,39.96,1023.57,88.44
486.0150930379041,5.81,35.79,1012.14,92.28
437.89,30.53,65.18,1012.69,41.85
429.3539392666653,23.87,63.94,1019.02,44.28
438.86,26.09,58.41,1013.64,64.58
440.28094644857083,29.27,66.85,1011.11,63.25
431.8323180023307,27.38,74.16,1010.08,78.61
428.547112450899,24.81,63.94,1018.76,44.51
488.0501823291579,12.75,44.03,1007.29,89.46
422.40330572602574,24.66,63.73,1011.4,74.52
450.69,16.38,47.45,1010.08,88.86
483.01866111568506,13.91,39.35,1014.69,75.51
398.12224305054406,23.18,51.3,1012.04,78.64
445.35604811718156,22.47,47.45,1007.62,76.65
481.21866473166574,13.39,44.85,1017.24,80.44
477.1646549425324,9.28,41.54,1018.33,79.89
463.31191524933604,11.82,42.86,1014.12,88.28
472.9049335675991,10.27,40.64,1020.63,84.6
429.2613761151283,22.92,63.94,1019.28,42.69
466.4840768389056,16.0,37.87,1020.24,78.41
445.5862142347569,21.22,43.43,1010.96,61.07
454.77266111768495,13.46,44.71,1014.51,50.0
473.05,9.39,40.11,1029.14,77.29
432.06,31.07,73.5,1010.58,43.66
467.41,12.82,38.62,1018.71,83.8
431.8754392479974,32.57,78.92,1011.6,66.47
474.5395551949032,8.11,42.18,1014.82,93.09
488.58511242206873,13.92,39.39,1012.94,80.52
438.61397208445413,23.04,59.43,1010.23,68.99
446.1155287195975,27.31,64.44,1014.65,57.27
490.0007754832459,5.91,39.33,1010.18,95.53
445.2387664084622,25.26,61.08,1013.68,71.72
446.11,27.97,58.84,1002.25,57.88
442.44,26.08,52.3,1007.03,63.34
436.51979396151614,29.01,65.71,1013.61,48.07
462.967671392771,12.18,40.1,1016.67,91.87
463.5,13.76,45.87,1008.89,87.27
439.3769880972011,25.5,58.79,1016.02,64.4
440.40244443597805,28.26,65.34,1014.56,43.4
452.68,21.39,62.96,1019.49,72.24
429.1544201877123,7.26,40.69,1020.43,90.22
496.88372565294685,10.54,34.03,1018.71,74.0
506.38543164583643,27.71,74.34,998.14,71.85
441.3288610174304,23.11,68.3,1017.83,86.62
477.61,7.51,41.01,1024.61,97.41
431.65,26.46,74.67,1016.65,84.44
193.51596215023528,29.34,74.34,998.58,81.55
510.60533318640773,10.32,42.28,1008.82,75.66
437.0141699406199,22.74,61.02,1009.56,79.41
475.74,13.48,39.85,1012.71,58.91
439.308760364442,25.52,69.75,1010.36,90.06
443.43315770836807,21.58,67.25,1017.39,79.0
443.0857293279287,27.66,76.86,1001.31,69.47
459.17445629982205,26.96,69.45,1013.89,51.47
467.8671248656242,12.29,42.18,1016.53,83.13
807.3495840839387,15.86,43.02,1012.18,40.33
467.8141372067254,13.87,45.08,1024.42,81.69
441.34,24.09,73.68,1014.93,94.55
431.5554948844506,20.45,69.45,1012.53,91.81
464.7,15.07,39.3,1019.0,63.62
419.9201347218459,32.72,69.75,1009.6,49.35
420.4710542099183,18.23,58.96,1015.55,69.61
428.1991324398915,35.56,68.94,1006.56,38.75
455.21009753152555,18.36,51.43,1010.57,90.17
433.63,26.35,64.05,1009.81,81.24
446.38037894759145,25.92,60.95,1014.62,48.46
483.92675356555606,8.01,41.66,1014.49,76.72
459.12,19.63,52.72,1025.09,51.16
441.4141535273115,20.02,67.32,1012.05,76.34
441.4942410272961,10.08,40.72,1022.7,67.3
444.075440664506,27.23,66.48,1005.23,52.38
439.5156928007002,23.37,63.77,1013.42,76.44
460.05043908517905,18.74,59.21,1018.3,91.55
466.412299173124,14.81,43.69,1017.19,71.9
448.11840658594537,23.1,51.3,1011.93,80.05
97.96742599149184,10.72,41.38,1021.6,63.77
434.2863906563655,29.46,71.94,1006.96,62.26
478.27,8.1,40.64,1020.66,89.04
439.58,27.29,62.66,1007.63,58.02
358.52908078029577,17.1,49.69,1005.53,81.82
475.51,11.49,44.2,1018.79,91.14
439.66,23.69,65.59,1010.85,88.92
461.11695066818083,13.51,40.89,1011.03,84.83
479.81,9.64,39.35,1015.1,91.76
435.6832465392928,25.65,78.92,1010.83,86.56
511.50890771036757,21.59,61.87,1011.18,57.21
437.76,27.98,58.33,1013.92,54.25
459.36,18.8,39.72,1001.24,63.8
510.197889756678,18.28,44.71,1016.99,33.71
476.3862017313254,13.55,43.48,1016.08,67.25
450.4092850456926,22.99,46.21,1010.71,60.11
438.7765122792289,23.94,59.39,1014.32,74.55
455.5459786641004,13.74,34.03,1018.69,67.34
443.7671608195765,21.3,41.1,1001.86,42.75
439.10454335387817,27.54,66.93,1017.06,55.2
440.6074038831921,24.81,63.73,1009.34,83.61
488.3552110847543,4.97,42.85,1014.02,88.78
424.139524028044,15.22,50.88,1014.19,100.12
531.9451197930412,23.88,54.2,1012.81,64.52
372.1388581800138,33.01,68.67,1005.2,51.41
456.3881910832606,25.98,73.18,1012.28,85.78
-2385.320091370959,28.18,73.88,1005.89,75.41
440.7982537649267,21.67,60.84,1017.93,81.63
457.67,17.67,45.09,1014.26,51.92
460.26972399991337,21.37,57.76,1018.8,70.12
432.21,28.69,67.25,1017.71,53.83
443.2782836756951,16.61,43.77,1012.25,77.23
437.6906565859854,27.91,63.76,1010.27,65.67
466.54039747654633,20.97,47.43,1007.64,71.18
474.48490662781956,10.8,41.66,1013.79,81.96
448.7565649257091,20.61,62.91,1013.24,79.54
449.10029849550097,25.45,57.32,1011.7,47.09
422.79660320577204,30.16,69.34,1007.67,57.69
472.52,4.99,39.04,1020.45,78.89
-3970.364214920206,10.51,44.78,1012.59,85.29
435.1,33.79,69.05,1001.62,40.13
443.46627931721434,21.34,59.8,1016.92,77.06
458.6437111104519,23.4,65.06,1014.32,67.38
429.6937340519818,32.21,68.14,1003.34,62.44
460.96321094868335,14.26,42.32,1016.0,77.43
447.06,27.71,66.93,1016.85,58.77
455.377700765036,21.95,57.76,1018.02,67.72
438.0476192109411,25.76,63.94,1018.49,42.14
438.65,23.68,68.3,1017.93,84.16
480.15,8.28,40.77,1011.55,89.79
