CR_Target,CR_Actual,J_Actual
0.1,0.09887359198998748,0.021288226579505055
0.1,0.09887359198998748,0.027759087730254692
0.1,0.09887359198998748,0.02446464635328464
0.1,0.09887359198998748,0.02214571933382567
0.1,0.09887359198998748,0.022617729856668437
0.2,0.19899874843554444,0.02673286216318329
0.2,0.19899874843554444,0.02436168284411862
0.2,0.19899874843554444,0.0294265072843382
0.2,0.19899874843554444,0.023975103080295476
0.2,0.19899874843554444,0.0346284780435562
0.3,0.29912390488110135,0.028934543401199546
0.3,0.29912390488110135,0.0352437377340486
0.3,0.29912390488110135,0.03265458894184802
0.3,0.29912390488110135,0.028192321516905504
0.3,0.29912390488110135,0.029901473308665688
0.4,0.3992490613266583,0.030724935435409623
0.4,0.3992490613266583,0.04403101551256828
0.4,0.3992490613266583,0.03799839087430471
0.4,0.3992490613266583,0.03715881040580163
0.4,0.3992490613266583,0.03898401417580461
0.5,0.49937421777221525,0.04337218351761712
0.5,0.49937421777221525,0.05185904223498632
0.5,0.49937421777221525,0.045188038151979026
0.5,0.49937421777221525,0.05422808757381238
0.5,0.49937421777221525,0.04069880256816752
0.6,0.5994993742177722,0.050240669648734616
0.6,0.5994993742177722,0.04325107579214572
0.6,0.5994993742177722,0.04265017195647399
0.6,0.5994993742177722,0.046559963400651404
0.6,0.5994993742177722,0.04775653819756954
0.7,0.6996245306633292,0.04646535198384959
0.7,0.6996245306633292,0.05167961316969327
0.7,0.6996245306633292,0.05086566537351325
0.7,0.6996245306633292,0.05806776510247206
0.7,0.6996245306633292,0.042500425052882394
0.8,0.799749687108886,0.06737511235006487
0.8,0.799749687108886,0.060078824798889936
0.8,0.799749687108886,0.05355579219310699
0.8,0.799749687108886,0.060524547393554715
0.8,0.799749687108886,0.062320081756683236
0.9,0.899874843554443,0.06065112900392376
0.9,0.899874843554443,0.07050836605848414
0.9,0.899874843554443,0.06574315933831759
0.9,0.899874843554443,0.06925347233852165
0.9,0.899874843554443,0.06514740133918424
