CR_Target,J_Target,CR_Actual,J_Actual
0.1,0.5592589349540406,0.10459492140266022,0.5592589349540406
0.1,0,0.0973397823458283,0.2217115338495239
0.2,0.7718328516563243,0.20495767835550183,0.7718328516563243
0.2,0,0.19528415961305925,0.1971466543524897
0.30000000000000004,1.0489344091750994,0.3047158403869408,1.0489344091750994
0.30000000000000004,0,0.2950423216444982,0.21560394731224428
0.4000000000000001,1.3566543317347497,0.40386940749697703,1.3566543317347497
0.4,0,0.39600967351874244,0.27176771547935435
0.5,2.04682430609711,0.5048367593712213,2.04682430609711
0.5,0,0.4951632406287787,0.3521831021228761
0.6,1.983242692425947,0.5955259975816203,1.983242692425947
0.6,0,0.596130592503023,0.4062406087846664
0.7,1.9608364051877534,0.6958887545344619,1.9608364051877534
0.7,0,0.6958887545344619,0.41255568300818746
0.7999999999999999,1.7231029869859078,0.7950423216444982,1.7231029869859078
0.7999999999999999,0,0.7962515114873036,0.47429643792555654
0.8999999999999999,1.5174665152259912,0.8954050785973398,1.5174665152259912
0.9,0,0.8960096735187424,0.5864653361587796
