Model,MSE_Trend,RMSE_Trend,MAE_Trend,Corr_Trend,Max_Abs_Error_Trend,MSE_Seasonal,RMSE_Seasonal,MAE_Seasonal,Corr_Seasonal,Max_Abs_Error_Seasonal,MSE_Residuals,RMSE_Residuals,MAE_Residuals,Corr_Residuals,Max_Abs_Error_Residuals
clean,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
dirty-mean-10.csv,261252.83064369627,511.12897652519786,341.19908413301124,0.9832349267969441,1571.7099499627766,134850.00349922097,367.219285304055,313.1828553426352,0.8800380059142375,725.7065960917422,1333905.5601873794,1154.9482932960157,699.7963845587196,0.9301101673030423,6218.417485431591
dirty-mean-30.csv,612388.1499119658,782.552330462293,551.9440116732501,0.967794646018596,2278.5281693696443,365518.1061876675,604.580934356739,498.59059694141354,0.5590004559422681,1110.0799433065845,4286404.449592412,2070.3633617296296,1283.1415614956743,0.7553377584012742,11474.29512519834
dirty-mean-50.csv,3025875.466541714,1739.504373820806,1292.3593878766899,0.8165338260650415,4839.2567063211645,619580.2805824097,787.1342201825618,673.1470305693423,0.3301378162220449,1403.647356315821,7039020.380666573,2653.1152218979432,1966.0107102064599,0.5444355654102266,10391.227042479595
dirty-mean-70.csv,4580171.653716028,2140.1335597845355,1676.2471443068928,0.700493507315478,5089.960566395002,354967.44334620953,595.7914428272779,470.68685165406424,0.6039417543717571,1051.1787350563884,9005787.753771547,3000.96447059467,2277.811542730617,0.3319534715919289,11544.900057200832
dirty-mean-90.csv,4703438.9240859775,2168.7413225384853,1713.5464836249996,0.5864965031831239,4916.039401333332,332107.6361035722,576.2878066587668,431.7877799932399,0.6140231335869155,1325.1331755079602,9287750.065156838,3047.58101863705,2326.9254898936933,0.2434094180641157,11375.686711000373
dirty-median-10.csv,396285.02714962576,629.5117371023559,395.10613444148925,0.9762094157939157,1906.3120833333323,143024.40947278618,378.1856812106801,326.0042912567598,0.8719676393070989,740.594399347367,1717573.58234409,1310.562315322736,773.07670930577,0.9118091441247658,7063.9351679859665
dirty-median-30.csv,1054489.494827033,1026.883389108536,744.9171761064936,0.9592149608034672,2783.8982739583353,395041.967158879,628.5236408910002,526.2953535843263,0.5371272956769727,1067.3771486052951,4922068.376743892,2218.573500415051,1415.7144458223995,0.7272031994209316,12064.946434936373
dirty-median-50.csv,4799898.801353642,2190.86713457335,1681.187722232048,0.7782100583518017,5820.704166666666,806176.2997226784,897.8732091574391,775.2228704088186,0.2462105746438736,1522.4279841360965,8027326.003491476,2833.253607337592,2105.094559242369,0.488916926681526,11206.108631757972
dirty-median-70.csv,6320110.927133086,2513.983080120685,1974.0242053331115,0.7011686933866723,6026.858632583335,408666.8370508337,639.2705507457963,526.2551239866475,0.4900131715355287,1270.5276288985244,9829368.624417739,3135.1823909332197,2400.1567855254766,0.27224940126087444,11781.993232599565
dirty-median-90.csv,7606278.405697636,2757.948223897185,2185.2594631155803,0.5561655829122972,6238.857927166666,395361.05834229605,628.7774314829501,469.13074765682705,0.5148907627896678,1409.725849698416,9515318.539616888,3084.690995807666,2356.966529367466,0.23562635324029524,11404.752493384916
dirty-knn-10.csv,1728.5437263598105,41.575758878940626,24.000186196631137,0.9998621802413898,137.2992979999999,3371.6741007100222,58.06611835407997,37.96341013236971,0.997177644749013,149.8722539635766,32412.88228314789,180.03578056360877,80.97056566038717,0.9983227472782119,1198.0794391030913
