Model,MSE_Trend,RMSE_Trend,MAE_Trend,Corr_Trend,Max_Abs_Error_Trend,MSE_Seasonal,RMSE_Seasonal,MAE_Seasonal,Corr_Seasonal,Max_Abs_Error_Seasonal,MSE_Residuals,RMSE_Residuals,MAE_Residuals,Corr_Residuals,Max_Abs_Error_Residuals
clean,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
dirty-mean-10.csv,294976.06084580004,543.1169863351726,373.042109929078,0.9813889705203536,1513.833333333334,160124.97633731653,400.1561899275288,349.4886677662036,0.9472640796308183,689.310960648148,2799978.279308324,1673.3135627575377,784.0550981333727,0.9303553654922715,11479.439039351852
dirty-mean-30.csv,1389765.0697358088,1178.8829754202955,812.8960044326241,0.8975768084112407,3756.000000000001,203049.8958665644,450.6105811746595,375.56869553819445,0.9348030806108212,849.0340229745369,5674846.329510363,2382.1935961441845,1409.1833006821314,0.8500251722083099,11558.294119155093
dirty-mean-50.csv,2666044.481750807,1632.8026462958733,1333.9968919769506,0.8004991242985335,3721.666666666666,1395184.1327368976,1181.1791281329422,937.6813001322917,0.40010563384926273,2821.2807723263886,12095233.831099536,3477.820270097283,2276.747215135195,0.6453410081051613,15416.198394340277
dirty-mean-70.csv,12237313.416117907,3498.1871613905832,2520.1626606382983,0.6700249777819345,10858.5,1305653.0192813843,1142.651748907507,817.6016408909722,0.50119829640415,2709.277947291667,19801675.62061044,4449.90737213826,3232.203319509456,0.33997248738833485,16361.293393819446
dirty-mean-90.csv,25968892.593470432,5095.968268491321,3644.4974402482267,0.36535046711167357,12414.916666666664,1134335.1526211202,1065.0517135900586,886.1290976723379,0.6142253816149285,2026.0630093865743,19068378.954943605,4366.7355032041505,3246.662802731112,0.27654144614726417,15785.009276886572
dirty-knn-10.csv,8232.04930395254,90.73064148319762,44.017522740177306,0.9993885562403146,333.0713333333342,5206.526536641486,72.15626470821148,57.06308282993886,0.998354195771012,188.54669790714345,77366.27089497005,278.14792987719693,109.08497831538276,0.9980883829234077,3049.3819687595224
dirty-knn-30.csv,4742.727815678408,68.86746558193069,49.80834724663113,0.9996820537626993,230.17324599999847,4898.593372334996,69.98995193836753,51.483493537687046,0.9984159244597789,194.81403129212924,108625.481086676,329.5837997940372,144.90844729729795,0.9973389071289408,3133.1122147078695
dirty-knn-50.csv,29022.142302702636,170.35886329364445,135.85717148802303,0.998602019481489,406.33216900000116,35617.32520836515,188.72552876695073,141.93124621653268,0.9884782045555853,378.09002434846957,279417.34828555153,528.5994213821573,292.7582782255055,0.9936227941353277,3553.0161423181935
dirty-knn-70.csv,105234.58996610311,324.3988131391715,218.23570862735815,0.9950359680339809,1168.17,59182.46275574117,243.2744597275702,197.17911428875533,0.9809983484740935,496.8341344267974,852235.1920055018,923.165852924328,449.23391429929416,0.9791567163481284,8148.681081656534
