concrete_compressive_strength,cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate,age
79.99,540.0,0.0,0.0,162.0,2.5,1040.0,676.0,28
78.2256223722424,540.0,0.0,0.0,162.0,2.5,1055.0,676.0,28
50.61160239713103,332.5,142.5,0.0,228.0,0.0,932.0,594.0,270
50.68394460557121,332.5,142.5,0.0,228.0,0.0,932.0,594.0,365
34.12024963376706,198.6,132.4,0.0,192.0,0.0,978.4,825.5,360
45.87696555425674,266.0,114.0,0.0,228.0,0.0,932.0,670.0,90
50.68780950765508,380.0,95.0,0.0,228.0,0.0,932.0,594.0,365
50.69102505560136,380.0,95.0,0.0,228.0,0.0,932.0,594.0,28
45.85,266.0,114.0,0.0,228.0,0.0,932.0,670.0,28
52.13261600442992,475.0,0.0,0.0,228.0,0.0,932.0,594.0,28
34.17840858815313,198.6,132.4,0.0,192.0,0.0,978.4,825.5,90
28.642323235750027,198.6,132.4,0.0,192.0,0.0,978.4,825.5,28
53.403818153837186,427.5,47.5,0.0,228.0,0.0,932.0,594.0,270
33.60904471336118,190.0,190.0,0.0,228.0,0.0,932.0,670.0,90
49.417966289169826,304.0,76.0,0.0,228.0,0.0,932.0,670.0,28
51.44753201546534,380.0,0.0,0.0,228.0,0.0,932.0,670.0,90
34.262819643184415,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,90
50.33779987748862,342.0,38.0,0.0,228.0,0.0,932.0,670.0,365
50.727178857816064,380.0,95.0,0.0,228.0,0.0,932.0,594.0,90
53.146292673124655,475.0,0.0,0.0,228.0,0.0,932.0,594.0,180
53.13390361099296,427.5,47.5,0.0,228.0,0.0,932.0,594.0,180
27.436142756275853,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,28
16.00410708250352,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,3
34.180621245948224,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,180
52.42992681882513,380.0,0.0,0.0,228.0,0.0,932.0,670.0,365
53.3,380.0,0.0,0.0,228.0,0.0,932.0,670.0,270
