concrete_compressive_strength,cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate,age
79.99,540.0,0.0,0.0,162.0,2.5,1040.0,676.0,28
73.21374655034028,540.0,0.0,0.0,162.0,2.5,1055.0,676.0,28
40.27,332.5,142.5,0.0,228.0,0.0,932.0,594.0,270
41.05,332.5,142.5,0.0,228.0,0.0,932.0,594.0,365
44.3,198.6,132.4,0.0,192.0,0.0,978.4,825.5,360
49.176407154204945,266.0,114.0,0.0,228.0,0.0,932.0,670.0,90
43.7,380.0,95.0,0.0,228.0,0.0,932.0,594.0,365
39.20136091432801,380.0,95.0,0.0,228.0,0.0,932.0,594.0,28
45.85,266.0,114.0,0.0,228.0,0.0,932.0,670.0,28
39.29,475.0,0.0,0.0,228.0,0.0,932.0,594.0,28
38.07,198.6,132.4,0.0,192.0,0.0,978.4,825.5,90
28.02,198.6,132.4,0.0,192.0,0.0,978.4,825.5,28
43.01,427.5,47.5,0.0,228.0,0.0,932.0,594.0,270
42.33,190.0,190.0,0.0,228.0,0.0,932.0,670.0,90
47.81,304.0,76.0,0.0,228.0,0.0,932.0,670.0,28
52.91,380.0,0.0,0.0,228.0,0.0,932.0,670.0,90
39.88805327597183,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,90
56.14,342.0,38.0,0.0,228.0,0.0,932.0,670.0,365
40.837475292717095,380.0,95.0,0.0,228.0,0.0,932.0,594.0,90
41.80819599586968,475.0,0.0,0.0,228.0,0.0,932.0,594.0,180
41.56775777250864,427.5,47.5,0.0,228.0,0.0,932.0,594.0,180
26.56476207100739,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,28
8.06,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,3
44.21,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,180
52.52,380.0,0.0,0.0,228.0,0.0,932.0,670.0,365
53.3,380.0,0.0,0.0,228.0,0.0,932.0,670.0,270
41.15,380.0,95.0,0.0,228.0,0.0,932.0,594.0,270
52.16674387287835,342.0,38.0,0.0,228.0,0.0,932.0,670.0,180
39.52474226500441,427.5,47.5,0.0,228.0,0.0,932.0,594.0,28
