concrete_compressive_strength,cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate,age
36.17488741486331,540.0,0.0,0.0,162.0,2.5,1040.0,676.0,28
61.89,540.0,0.0,0.0,162.0,2.5,1055.0,676.0,28
40.27,332.5,142.5,0.0,228.0,0.0,932.0,594.0,270
36.57137620699238,332.5,142.5,0.0,228.0,0.0,932.0,594.0,365
36.360231704605,198.6,132.4,0.0,192.0,0.0,978.4,825.5,360
47.03,266.0,114.0,0.0,228.0,0.0,932.0,670.0,90
36.54905348499977,380.0,95.0,0.0,228.0,0.0,932.0,594.0,365
35.53336778264883,380.0,95.0,0.0,228.0,0.0,932.0,594.0,28
35.27305368365194,266.0,114.0,0.0,228.0,0.0,932.0,670.0,28
35.488722338663685,475.0,0.0,0.0,228.0,0.0,932.0,594.0,28
35.54647758105976,198.6,132.4,0.0,192.0,0.0,978.4,825.5,90
35.3596155230605,198.6,132.4,0.0,192.0,0.0,978.4,825.5,28
36.24040986768565,427.5,47.5,0.0,228.0,0.0,932.0,594.0,270
42.33,190.0,190.0,0.0,228.0,0.0,932.0,670.0,90
35.25519550605787,304.0,76.0,0.0,228.0,0.0,932.0,670.0,28
35.40634120886899,380.0,0.0,0.0,228.0,0.0,932.0,670.0,90
35.640275478238,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,90
36.25302303081474,342.0,38.0,0.0,228.0,0.0,932.0,670.0,365
40.56,380.0,95.0,0.0,228.0,0.0,932.0,594.0,90
35.94683577117803,475.0,0.0,0.0,228.0,0.0,932.0,594.0,180
35.96915849317061,427.5,47.5,0.0,228.0,0.0,932.0,594.0,180
35.4534134202387,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,28
35.37806581620675,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,3
35.91152685275306,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,180
36.23516485322063,380.0,0.0,0.0,228.0,0.0,932.0,670.0,365
35.94884395789916,380.0,0.0,0.0,228.0,0.0,932.0,670.0,270
36.2627325896783,380.0,95.0,0.0,228.0,0.0,932.0,594.0,270
52.12,342.0,38.0,0.0,228.0,0.0,932.0,670.0,180
35.51104506065624,427.5,47.5,0.0,228.0,0.0,932.0,594.0,28
35.425430351276795,475.0,0.0,0.0,228.0,0.0,932.0,594.0,7
36.27088120840879,304.0,76.0,0.0,228.0,0.0,932.0,670.0,365
36.288739386002874,266.0,114.0,0.0,228.0,0.0,932.0,670.0,365
35.81772895557485,198.6,132.4,0.0,192.0,0.0,978.4,825.5,180
36.21808714569306,475.0,0.0,0.0,228.0,0.0,932.0,594.0,270
36.324455741190995,190.0,190.0,0.0,228.0,0.0,932.0,670.0,365
36.32970075565603,237.5,237.5,0.0,228.0,0.0,932.0,594.0,270
35.600335948626594,237.5,237.5,0.0,228.0,0.0,932.0,594.0,28
37.72,332.5,142.5,0.0,228.0,0.0,932.0,594.0,90
42.23,475.0,0.0,0.0,228.0,0.0,932.0,594.0,90
36.05844938114099,237.5,237.5,0.0,228.0,0.0,932.0,594.0,180
35.4241993864631,342.0,38.0,0.0,228.0,0.0,932.0,670.0,90
43.7,427.5,47.5,0.0,228.0,0.0,932.0,594.0,365
39.0,237.5,237.5,0.0,228.0,0.0,932.0,594.0,365
35.67759258338409,380.0,0.0,0.0,228.0,0.0,932.0,670.0,180
35.69790711865553,427.5,47.5,0.0,228.0,0.0,932.0,594.0,90
35.44775307326941,427.5,47.5,0.0,228.0,0.0,932.0,594.0,7
35.279657858622535,349.0,0.0,0.0,192.0,0.0,1047.0,806.9,3
40.76,380.0,95.0,0.0,228.0,0.0,932.0,594.0,180
35.537043961239775,237.5,237.5,0.0,228.0,0.0,932.0,594.0,7
35.47007579526199,380.0,95.0,0.0,228.0,0.0,932.0,594.0,7
36.013803937155785,332.5,142.5,0.0,228.0,0.0,932.0,594.0,180
35.766883471354475,190.0,190.0,0.0,228.0,0.0,932.0,670.0,180
33.12,237.5,237.5,0.0,228.0,0.0,932.0,594.0,90
35.44205756405715,304.0,76.0,0.0,228.0,0.0,932.0,670.0,90
35.39012143285187,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,7
35.29632353567365,198.6,132.4,0.0,192.0,0.0,978.4,825.5,7
36.5044080410146,475.0,0.0,0.0,228.0,0.0,932.0,594.0,365
