Target Correlation,Best Standard Deviation,Best Correlation,Original vs Generated Correlation
0.7,406.0027000540011,0.6999987087670833,0.508494034926407
0.72,383.06520130402606,0.72000981816399,0.5085739419630219
0.74,360.78705574111484,0.7400018525109507,0.5086500661058986
0.76,339.02840056801136,0.7599983242344976,0.508723000853809
0.78,317.66935338706776,0.7800054764876002,0.508793235981702
0.8,296.610012200244,0.8000063205252747,0.5088611655637436
0.82,275.7304946098922,0.8199931436757497,0.5089272204857256
0.84,254.85097701954038,0.8399999215664518,0.5089919857174524
0.86,233.83159663193263,0.8599959854105246,0.5090558815043928
0.88,212.43258865177305,0.8800026652637907,0.5091195874413152
0.9,190.3742274845497,0.9000062371238909,0.5091838365028053
0.92,167.23692473849476,0.9199958504590664,0.5092496787196065
0.94,142.28140562811257,0.9399969199737186,0.5093189159859045
0.96,114.14900298005959,0.9599994883204751,0.509394752510051
0.98,79.30318606372127,0.9800034428943631,0.5094854306081649
