date,Num0,Num1,Num2,Num3,Num4,Num5,Num6,OT
1990/1/1 0:00,0.7855,1.611,0.861698,0.634196,0.211242,0.006838,0.525486,0.599290132522583
1990/1/2 0:00,0.7818,1.61,0.861104,0.633513,0.211242,0.006863,0.523972,0.5993086695671082
1990/1/3 0:00,0.7867,1.6293,0.86103,0.648508,0.211242,0.006975,0.526316,0.5991708040237427
1990/1/4 0:00,0.786,1.637,0.862069,0.650618,0.211242,0.006953,0.523834,0.5991613864898682
1990/1/5 0:00,0.7849,1.653,0.861995,0.656254,0.211242,0.00694,0.527426,0.5985
1990/1/6 0:00,0.7866,1.6537,0.86103,0.654879,0.211242,0.006887,0.526177,0.5990678071975708
1990/1/7 0:00,0.7886,1.662,0.862887,0.661157,0.211242,0.006885,0.527565,0.5990123748779297
1990/1/8 0:00,0.791,1.6568,0.864304,0.659631,0.211242,0.006878,0.527565,0.599031388759613
1990/1/9 0:00,0.7939,1.6695,0.86423,0.66912,0.211242,0.006878,0.528123,0.5989632606506348
1990/1/10 0:00,0.7894,1.657,0.858369,0.659413,0.211242,0.006874,0.528123,0.5990203619003296
1990/1/11 0:00,0.7917,1.6495,0.859107,0.663702,0.211242,0.006873,0.529381,0.5990023612976074
1990/1/12 0:00,0.7941,1.6445,0.853752,0.658545,0.211242,0.006844,0.529101,0.5990352034568787
1990/1/13 0:00,0.7935,1.6465,0.848176,0.660284,0.211242,0.006866,0.532765,0.5989824533462524
1990/1/14 0:00,0.7954,1.639,0.845309,0.652742,0.211242,0.006829,0.532056,0.5990561842918396
1990/1/15 0:00,0.7751,1.649,0.848896,0.66313,0.211242,0.006845,0.53135,0.5989535450935364
1990/1/16 0:00,0.7622,1.655,0.843526,0.668226,0.211242,0.006881,0.533049,0.5988849401473999
1990/1/17 0:00,0.7583,1.6572,0.839983,0.672043,0.211242,0.006924,0.532623,0.5988660454750061
1990/1/18 0:00,0.7605,1.657,0.837591,0.667557,0.211242,0.006976,0.534188,0.598877489566803
1990/1/19 0:00,0.7635,1.678,0.841397,0.672948,0.211242,0.006987,0.535045,0.5988144278526306
1990/1/20 0:00,0.766,1.6818,0.839913,0.670691,0.211242,0.00694,0.537201,0.5987917184829712
1990/1/21 0:00,0.7685,1.6794,0.843313,0.664894,0.211242,0.006918,0.536481,0.598833441734314
1990/1/22 0:00,0.7702,1.6815,0.842886,0.667468,0.211242,0.006901,0.536193,0.5988211631774902
1990/1/23 0:00,0.7735,1.6817,0.841255,0.668003,0.211242,0.006879,0.535475,0.5988274216651917
1990/1/24 0:00,0.7655,1.695,0.840407,0.675584,0.211242,0.006878,0.535906,0.5987535715103149
1990/1/25 0:00,0.7665,1.702,0.841822,0.677094,0.211242,0.00689,0.538503,0.5987091660499573
1990/1/26 0:00,0.7575,1.699,0.837872,0.674992,0.211242,0.006874,0.537779,0.5987163782119751
1990/1/27 0:00,0.7545,1.687,0.835352,0.668986,0.211242,0.006878,0.536769,0.5987711548805237
1990/1/28 0:00,0.7493,1.6925,0.8364,0.668003,0.211242,0.006887,0.536337,0.5987658500671387
1990/1/29 0:00,0.7521,1.695,0.83167,0.668539,0.211242,0.006935,0.536625,0.5987627506256104
1990/1/30 0:00,0.7521,1.6905,0.833403,0.668003,0.211242,0.006925,0.535906,0.5987805724143982
1990/1/31 0:00,0.7457,1.696,0.828638,0.670107,0.211242,0.006931,0.536625,0.5987432599067688
1990/2/1 0:00,0.75,1.693,0.829187,0.668673,0.211242,0.006925,0.536193,0.5987651348114014
1990/2/2 0:00,0.7567,1.6955,0.834028,0.669568,0.211242,0.006937,0.535045,0.5987821817398071
1990/2/3 0:00,0.7595,1.704,0.831947,0.673401,0.211242,0.006875,0.537634,0.5987167358398438
1990/2/4 0:00,0.7586,1.715,0.832432,0.678104,0.211242,0.006881,0.537346,0.5986791253089905
1990/2/5 0:00,0.7646,1.7147,0.83717,0.679117,0.211242,0.006854,0.536481,0.5986918807029724
1990/2/6 0:00,0.7652,1.71,0.835422,0.677048,0.211242,0.006806,0.535906,0.5987104177474976
1990/2/7 0:00,0.765,1.693,0.834725,0.672495,0.211242,0.006718,0.536193,0.598746657371521
1990/2/8 0:00,0.7605,1.692,0.83696,0.674172,0.211242,0.006728,0.536049,0.5987383723258972
1990/2/9 0:00,0.7601,1.6892,0.838715,0.670466,0.211242,0.00672,0.535619,0.5987646579742432
1990/2/10 0:00,0.7635,1.665,0.840195,0.664011,0.211242,0.006681,0.533333,0.5988620519638062
1990/2/11 0:00,0.7596,1.651,0.837521,0.66072,0.211242,0.006654,0.533333,0.59889155626297
1990/2/12 0:00,0.7585,1.6388,0.839913,0.666667,0.211242,0.006676,0.534045,0.5988786816596985
1990/2/13 0:00,0.7611,1.649,0.84246,0.666889,0.211242,0.006676,0.533903,0.5988667607307434
1990/2/14 0:00,0.7596,1.639,0.843811,0.663702,0.211242,0.006613,0.533476,0.5988948345184326
1990/2/15 0:00,0.7607,1.6425,0.847817,0.662559,0.211242,0.00663,0.533618,0.5879
1990/2/16 0:00,0.7607,1.6181,0.847961,0.661244,0.211242,0.006608,0.534045,0.5989382863044739
1990/2/17 0:00,0.758,1.6103,0.848176,0.656211,0.211242,0.006563,0.533618,0.5989711880683899
