file_name,Max_Correlation,Min_Correlation,Avg_Correlation
dirty-mean-10.csv,0.948760486899762,0.9269317767947887,0.9383541103313736
dirty-mean-30.csv,0.8513508926701618,0.8352086258186532,0.8444580308846801
dirty-mean-50.csv,0.6647685707078848,0.6378514780980685,0.6523816934229952
dirty-mean-70.csv,0.5641869927189116,0.5539941141626975,0.5592972395638712
dirty-mean-90.csv,0.2797003614492985,0.26767714575046,0.27297717632813917
dirty-median-10.csv,0.9486559564625181,0.9265648869213194,0.9381803481494232
dirty-median-30.csv,0.8528035076388373,0.8362766062152811,0.8456800231924363
dirty-median-50.csv,0.6635480350808171,0.6356705483522914,0.6506682900405203
dirty-median-70.csv,0.5585671037588888,0.5476026611306428,0.5529664152473875
dirty-median-90.csv,0.2791703232369123,0.2670255011104175,0.2723672810306142
dirty-knn-10.csv,0.9935789486966558,0.9765156146400921,0.9860398913832136
dirty-knn-30.csv,0.9943518973888765,0.9774582498736764,0.9866440969079421
dirty-knn-50.csv,0.9877343056660435,0.9705167350154292,0.9803992840039886
dirty-knn-70.csv,0.9934878804196087,0.9790452007522786,0.9874517849667444
dirty-knn-90.csv,0.9527401642844574,0.9331540614719912,0.9444713409256226
dirty-hdi-10.csv,0.9935354314772077,0.9754283721838058,0.9855094126034423
dirty-hdi-30.csv,0.9940249136410912,0.9765909382829512,0.9861559843670928
dirty-hdi-50.csv,0.992052350472449,0.9771861673605154,0.9854354812074871
dirty-hdi-70.csv,0.9937923157997076,0.9806458797187806,0.9882796556457238
dirty-hdi-90.csv,0.9734827096094247,0.960416984331744,0.9677113831210331
dirty-mice-10.csv,0.9931715201891286,0.974101808440647,0.9846613688670072
dirty-mice-30.csv,0.9929206134424139,0.9735718809960711,0.9843396394383458
dirty-mice-50.csv,0.9719552528400345,0.9443873038819983,0.9600462908423489
dirty-mice-70.csv,0.9768409659318715,0.9513072826561187,0.966423148624534
dirty-mice-90.csv,0.9290166299255685,0.9039668919087931,0.9170139431561454
dirty-iim-10.csv,0.9931388010268942,0.9753064149599273,0.9852703112024238
dirty-iim-30.csv,0.9912610870377847,0.9729867380700333,0.9826798766526114
dirty-iim-50.csv,0.9887395198444824,0.9664583187249758,0.9795723487812272
dirty-iim-70.csv,0.9834375049779183,0.9648176169651292,0.9750475516793404
dirty-iim-90.csv,0.9828341535620603,0.9691203776823333,0.9762013736836905
dirty-si-10.csv,0.9933310715293693,0.9756590795390019,0.9856085449016939
dirty-si-30.csv,0.9937115557881838,0.9771177217121391,0.9864585833263587
dirty-si-50.csv,0.9940492358422525,0.9777814612684159,0.9871511993813733
dirty-si-70.csv,0.997472733524778,0.9793478911238791,0.9882494604403746
dirty-si-90.csv,0.9991383264408328,0.9814575124600219,0.9893991576746358
dirty-mfi-10.csv,0.9027455742020888,0.8803408129793714,0.8924133828622887
dirty-mfi-30.csv,0.7479446377619394,0.7314776936515529,0.7404973079284554
dirty-mfi-50.csv,0.5067449467756945,0.47893169528860224,0.49354655163728367
dirty-mfi-70.csv,0.41514343818155774,0.4044005060213196,0.40873239410044043
dirty-mfi-90.csv,0.15770282252928325,0.14700373592333638,0.15145715583910466
dirty-rf-10.csv,0.9935092672453464,0.976650622582303,0.9861547591583415
dirty-rf-30.csv,0.9943195307674334,0.9771317177915942,0.9866655580406717
dirty-rf-50.csv,0.992936270532662,0.9762183666088649,0.9856339325088194
dirty-rf-70.csv,0.9955937294784716,0.9807519496013142,0.9893193195018625
dirty-rf-90.csv,0.9679037611619126,0.9495589980633999,0.960165582427201
dirty-xgbi-10.csv,0.993348316395542,0.9751505134586841,0.985251093394919
dirty-xgbi-30.csv,0.9935545514025654,0.9752958265130285,0.9855198241995365
dirty-xgbi-50.csv,0.991468227297494,0.9742804256057498,0.98381518432409
dirty-xgbi-70.csv,0.9952511146799258,0.9775263699386479,0.9873343551082775
dirty-xgbi-90.csv,0.9757144476297225,0.9558797827788365,0.9673596097735141
dirty-gain-10.csv,0.8685095844245778,0.8510085948126926,0.8600509605129009
dirty-gain-30.csv,0.7603626613324057,0.743578291689336,0.7524331353854501
dirty-gain-50.csv,0.46884626010363284,0.451994904330039,0.460429184594176
dirty-gain-70.csv,0.2608250488086851,0.2537599582072731,0.25887332554513665
dirty-gain-90.csv,0.10719533125947328,0.09709025209766046,0.1016656615823844
dirty-midae-10.csv,0.9687596673619839,0.9491877607635787,0.9598865913803792
dirty-midae-30.csv,0.9163932737009672,0.8999600728763357,0.909025381689073
dirty-midae-50.csv,0.7880056724438833,0.7618004729927514,0.7760150955721989
dirty-midae-70.csv,0.7756774407243068,0.7663769321459718,0.7717751595511232
dirty-midae-90.csv,0.39178435786065097,0.38065443364602086,0.3856744520201723
