V1,V2,V3,V4,V5,V6,V7
Y1,7290.2,7392.6,7527.6,7594.8,7720.7,7823.2
Y2,1598.0,1366.0,1288.0,1148.0,1139.0,1062.0
Y3,8440.0,8660.0,8780.0,8830.0,8990.0,9230.0
Y4,9540.0,9790.0,9940.0,9940.0,10110.0,10400.0
Y5,6840.0,7420.0,7570.0,8010.0,8240.0,8730.0
Y6,3751.79,3854.54,4003.45,4229.12,4502.05,4741.77
Y7,-2457.671416507711,3188.37,3231.05,3318.34,3430.45,3540.68
Y8,2357.8,2357.19,2359.22,2346.79,2349.57,2352.89
Y9,6267.749440725724,2235.605,2234.682,2232.185,2217.827,2206.212
Y10,2170.204,2162.9,2181.906,2167.475,2135.708,2122.196
Y11,7366.689755653149,1445.935,1455.686,1460.164,1462.11,1466.256
Y12,1936.0267999999999,1957.9027,1987.1855,2016.1373,2034.6528,2060.5974
Y13,10493.414814904825,4880.8,4991.3,5067.7,5412.5,5379.0
Y14,5198.0,4969.1,5156.8,5287.7,5609.8,5612.3
Y15,-9986.885737098357,5368.2,5739.3,5831.2,6491.5,6272.6
Y16,11916.899244402364,2982.7,3012.5,3046.1,3171.5,3252.4
Y17,4062.8,3896.2,3931.4,3975.3,4132.9,4226.1
Y18,-449.09030263814384,3410.3,3471.0,3528.1,3651.0,3713.7
Y19,-3349.8009036969543,2448.49,2404.06,2586.15,2601.35,2615.08
Y20,6618.57,7190.36,7241.79,7562.98,7534.85,7461.09
Y21,14007.084523349698,9518.2,8390.5,9581.9,9374.1,8733.5
Y22,-7859.002425210785,3718.48,3701.49,3982.13,3999.56,4078.38
Y23,2660.400520110541,7951.6,7434.0,7537.1,7316.3,7240.9
Y24,7298.13,7758.95,7849.52,8138.36,7924.66,7853.05
Y25,2238.35,2473.02,2449.83,2508.1,2405.14,2344.65
Y26,5727.970000000001,5875.35,5869.78,6260.36,6221.0,6273.72
Y27,1473.9500000000003,1552.501,1564.619,1612.608,1569.061,1555.66
Y28,-646.1730225203969,1432.702,1414.062,1479.589,1456.518,1465.493
Y29,3895.531,3878.19,3902.188,3885.841,3853.194,3842.311
Y30,4326.569,4352.551,4408.16,4450.216,4490.119,4552.869
Y31,-4471.006879234383,3612.289,3641.019,3633.453,3652.999,3652.519
Y32,3900.2178322135983,5060.605,5064.938,5059.442,5048.156,5053.33
Y33,1196.9100000000003,1186.359,1186.328,1186.805,1184.368,1181.182
Y34,1610.1949,1610.8123,1627.5814,1629.4475,1632.7424,1638.7307
Y35,14409.237602800318,3186.738,3205.148,3204.902,3208.018,3234.029
Y36,4338.795978315215,1092.0504,1097.9697,1095.344,1088.2221,1087.5634
Y37,3751.41,3742.367,3776.237,3798.934,3798.104,3831.152
Y38,3424.861161009416,4348.0,5891.0,6578.0,7103.0,7965.0
Y39,5460.616859634903,3971.0,4518.0,5347.0,5933.0,6315.0
Y40,3255.037381707847,4971.0,5137.0,5268.8,5448.4,5606.6
Y41,1189.4988837623177,15241.0,15562.1,15822.2,16192.5,16570.4
Y42,5775.2,5813.3,5780.9,5764.6,5899.0,6061.5
Y43,2969.0,2882.0,2911.0,2891.0,2929.0,3015.0
Y44,10323.5,10611.6,10682.5,10874.6,11138.6,11303.9
Y45,10242.4,10528.1,10638.5,10796.8,11009.8,11071.6
Y46,4210.782776062278,6627.0,6545.0,6144.0,6011.0,5925.0
Y47,14050.153829114675,6633.0,6552.0,6151.0,6017.0,5931.0
Y48,6200.0,5910.0,5740.0,5620.0,5550.0,5580.0
