SSPL,f,alpha,c,U_infinity,delta
,800,0.0,0.3048,71.3,0.00266337
,1000,0.0,0.3048,71.3,0.00266337
,1250,0.0,0.3048,71.3,0.00266337
,1600,0.0,0.3048,71.3,0.00266337
,2000,0.0,0.3048,71.3,0.00266337
,2500,0.0,0.3048,71.3,0.00266337
,3150,0.0,0.3048,71.3,0.00266337
,4000,0.0,0.3048,71.3,0.00266337
,5000,0.0,0.3048,71.3,0.00266337
,6300,0.0,0.3048,71.3,0.00266337
,8000,0.0,0.3048,71.3,0.00266337
,10000,0.0,0.3048,71.3,0.00266337
,12500,0.0,0.3048,71.3,0.00266337
,16000,0.0,0.3048,71.3,0.00266337
126.416,500,0.0,0.3048,55.5,0.00283081
,630,0.0,0.3048,55.5,0.00283081
,800,0.0,0.3048,55.5,0.00283081
126.966,1000,0.0,0.3048,55.5,0.00283081
,1250,0.0,0.3048,55.5,0.00283081
,1600,0.0,0.3048,55.5,0.00283081
,2000,0.0,0.3048,55.5,0.00283081
,2500,0.0,0.3048,55.5,0.00283081
,3150,0.0,0.3048,55.5,0.00283081
,4000,0.0,0.3048,55.5,0.00283081
,5000,0.0,0.3048,55.5,0.00283081
,6300,0.0,0.3048,55.5,0.00283081
,8000,0.0,0.3048,55.5,0.00283081
,10000,0.0,0.3048,55.5,0.00283081
,12500,0.0,0.3048,55.5,0.00283081
,200,0.0,0.3048,39.6,0.00310138
,250,0.0,0.3048,39.6,0.00310138
,315,0.0,0.3048,39.6,0.00310138
,400,0.0,0.3048,39.6,0.00310138
,500,0.0,0.3048,39.6,0.00310138
,630,0.0,0.3048,39.6,0.00310138
129.099,800,0.0,0.3048,39.6,0.00310138
,1000,0.0,0.3048,39.6,0.00310138
,1250,0.0,0.3048,39.6,0.00310138
,1600,0.0,0.3048,39.6,0.00310138
123.689,2000,0.0,0.3048,39.6,0.00310138
,2500,0.0,0.3048,39.6,0.00310138
,3150,0.0,0.3048,39.6,0.00310138
,4000,0.0,0.3048,39.6,0.00310138
,5000,0.0,0.3048,39.6,0.00310138
,6300,0.0,0.3048,39.6,0.00310138
,8000,0.0,0.3048,39.6,0.00310138
,10000,0.0,0.3048,39.6,0.00310138
,12500,0.0,0.3048,39.6,0.00310138
,200,0.0,0.3048,31.7,0.00331266
,250,0.0,0.3048,31.7,0.00331266
,315,0.0,0.3048,31.7,0.00331266
125.045,400,0.0,0.3048,31.7,0.00331266
127.315,500,0.0,0.3048,31.7,0.00331266
,630,0.0,0.3048,31.7,0.00331266
,800,0.0,0.3048,31.7,0.00331266
,1000,0.0,0.3048,31.7,0.00331266
,1250,0.0,0.3048,31.7,0.00331266
,1600,0.0,0.3048,31.7,0.00331266
,2000,0.0,0.3048,31.7,0.00331266
,2500,0.0,0.3048,31.7,0.00331266
,3150,0.0,0.3048,31.7,0.00331266
,4000,0.0,0.3048,31.7,0.00331266
,5000,0.0,0.3048,31.7,0.00331266
,6300,0.0,0.3048,31.7,0.00331266
,8000,0.0,0.3048,31.7,0.00331266
,10000,0.0,0.3048,31.7,0.00331266
,800,1.5,0.3048,71.3,0.00336729
,1000,1.5,0.3048,71.3,0.00336729
,1250,1.5,0.3048,71.3,0.00336729
,1600,1.5,0.3048,71.3,0.00336729
,2000,1.5,0.3048,71.3,0.00336729
,2500,1.5,0.3048,71.3,0.00336729
123.392,3150,1.5,0.3048,71.3,0.00336729
121.762,4000,1.5,0.3048,71.3,0.00336729
,5000,1.5,0.3048,71.3,0.00336729
,6300,1.5,0.3048,71.3,0.00336729
,8000,1.5,0.3048,71.3,0.00336729
113.492,10000,1.5,0.3048,71.3,0.00336729
109.222,12500,1.5,0.3048,71.3,0.00336729
,16000,1.5,0.3048,71.3,0.00336729
,315,1.5,0.3048,39.6,0.00392107
124.001,400,1.5,0.3048,39.6,0.00392107
,500,1.5,0.3048,39.6,0.00392107
,630,1.5,0.3048,39.6,0.00392107
128.831,800,1.5,0.3048,39.6,0.00392107
,1000,1.5,0.3048,39.6,0.00392107
125.211,1250,1.5,0.3048,39.6,0.00392107
,1600,1.5,0.3048,39.6,0.00392107
122.101,2000,1.5,0.3048,39.6,0.00392107
120.981,2500,1.5,0.3048,39.6,0.00392107
119.111,3150,1.5,0.3048,39.6,0.00392107
,4000,1.5,0.3048,39.6,0.00392107
,5000,1.5,0.3048,39.6,0.00392107
,6300,1.5,0.3048,39.6,0.00392107
112.251,8000,1.5,0.3048,39.6,0.00392107
,10000,1.5,0.3048,39.6,0.00392107
,12500,1.5,0.3048,39.6,0.00392107
,400,3.0,0.3048,71.3,0.00425727
,500,3.0,0.3048,71.3,0.00425727
,630,3.0,0.3048,71.3,0.00425727
,800,3.0,0.3048,71.3,0.00425727
,1000,3.0,0.3048,71.3,0.00425727
,1250,3.0,0.3048,71.3,0.00425727
,1600,3.0,0.3048,71.3,0.00425727
,2000,3.0,0.3048,71.3,0.00425727
,2500,3.0,0.3048,71.3,0.00425727
,3150,3.0,0.3048,71.3,0.00425727
,4000,3.0,0.3048,71.3,0.00425727
,5000,3.0,0.3048,71.3,0.00425727
116.134,6300,3.0,0.3048,71.3,0.00425727
,8000,3.0,0.3048,71.3,0.00425727
,10000,3.0,0.3048,71.3,0.00425727
,400,3.0,0.3048,55.5,0.00452492
,500,3.0,0.3048,55.5,0.00452492
129.569,630,3.0,0.3048,55.5,0.00452492
,800,3.0,0.3048,55.5,0.00452492
,1000,3.0,0.3048,55.5,0.00452492
,1250,3.0,0.3048,55.5,0.00452492
,1600,3.0,0.3048,55.5,0.00452492
,2000,3.0,0.3048,55.5,0.00452492
,2500,3.0,0.3048,55.5,0.00452492
,3150,3.0,0.3048,55.5,0.00452492
,4000,3.0,0.3048,55.5,0.00452492
,5000,3.0,0.3048,55.5,0.00452492
,6300,3.0,0.3048,55.5,0.00452492
,8000,3.0,0.3048,55.5,0.00452492
,10000,3.0,0.3048,55.5,0.00452492
,315,3.0,0.3048,39.6,0.00495741
,400,3.0,0.3048,39.6,0.00495741
,500,3.0,0.3048,39.6,0.00495741
,630,3.0,0.3048,39.6,0.00495741
,800,3.0,0.3048,39.6,0.00495741
128.312,1000,3.0,0.3048,39.6,0.00495741
,1250,3.0,0.3048,39.6,0.00495741
122.782,1600,3.0,0.3048,39.6,0.00495741
,2000,3.0,0.3048,39.6,0.00495741
,2500,3.0,0.3048,39.6,0.00495741
,3150,3.0,0.3048,39.6,0.00495741
,4000,3.0,0.3048,39.6,0.00495741
,5000,3.0,0.3048,39.6,0.00495741
,6300,3.0,0.3048,39.6,0.00495741
,8000,3.0,0.3048,39.6,0.00495741
,315,3.0,0.3048,31.7,0.00529514
,400,3.0,0.3048,31.7,0.00529514
,500,3.0,0.3048,31.7,0.00529514
,630,3.0,0.3048,31.7,0.00529514
128.708,800,3.0,0.3048,31.7,0.00529514
,1000,3.0,0.3048,31.7,0.00529514
,1250,3.0,0.3048,31.7,0.00529514
,1600,3.0,0.3048,31.7,0.00529514
,2000,3.0,0.3048,31.7,0.00529514
,2500,3.0,0.3048,31.7,0.00529514
118.108,3150,3.0,0.3048,31.7,0.00529514
,4000,3.0,0.3048,31.7,0.00529514
,5000,3.0,0.3048,31.7,0.00529514
109.718,6300,3.0,0.3048,31.7,0.00529514
,250,4.0,0.3048,71.3,0.00497773
,315,4.0,0.3048,71.3,0.00497773
129.575,400,4.0,0.3048,71.3,0.00497773
,500,4.0,0.3048,71.3,0.00497773
,630,4.0,0.3048,71.3,0.00497773
131.755,800,4.0,0.3048,71.3,0.00497773
,1000,4.0,0.3048,71.3,0.00497773
129.395,1250,4.0,0.3048,71.3,0.00497773
,1600,4.0,0.3048,71.3,0.00497773
,2000,4.0,0.3048,71.3,0.00497773
,2500,4.0,0.3048,71.3,0.00497773
,3150,4.0,0.3048,71.3,0.00497773
,4000,4.0,0.3048,71.3,0.00497773
117.785,5000,4.0,0.3048,71.3,0.00497773
,6300,4.0,0.3048,71.3,0.00497773
,8000,4.0,0.3048,71.3,0.00497773
,10000,4.0,0.3048,71.3,0.00497773
,12500,4.0,0.3048,71.3,0.00497773
,250,4.0,0.3048,39.6,0.00579636
,315,4.0,0.3048,39.6,0.00579636
,400,4.0,0.3048,39.6,0.00579636
,500,4.0,0.3048,39.6,0.00579636
,630,4.0,0.3048,39.6,0.00579636
,800,4.0,0.3048,39.6,0.00579636
