SSPL,f,alpha,c,U_infinity,delta
,800,0.0,0.3048,71.3,0.00266337
,1000,0.0,0.3048,71.3,0.00266337
,1250,0.0,0.3048,71.3,0.00266337
127.591,1600,0.0,0.3048,71.3,0.00266337
,2000,0.0,0.3048,71.3,0.00266337
,2500,0.0,0.3048,71.3,0.00266337
,3150,0.0,0.3048,71.3,0.00266337
,4000,0.0,0.3048,71.3,0.00266337
121.301,5000,0.0,0.3048,71.3,0.00266337
119.541,6300,0.0,0.3048,71.3,0.00266337
117.151,8000,0.0,0.3048,71.3,0.00266337
115.391,10000,0.0,0.3048,71.3,0.00266337
,12500,0.0,0.3048,71.3,0.00266337
108.721,16000,0.0,0.3048,71.3,0.00266337
,500,0.0,0.3048,55.5,0.00283081
,630,0.0,0.3048,55.5,0.00283081
,800,0.0,0.3048,55.5,0.00283081
,1000,0.0,0.3048,55.5,0.00283081
126.086,1250,0.0,0.3048,55.5,0.00283081
,1600,0.0,0.3048,55.5,0.00283081
,2000,0.0,0.3048,55.5,0.00283081
,2500,0.0,0.3048,55.5,0.00283081
,3150,0.0,0.3048,55.5,0.00283081
,4000,0.0,0.3048,55.5,0.00283081
,5000,0.0,0.3048,55.5,0.00283081
,6300,0.0,0.3048,55.5,0.00283081
116.476,8000,0.0,0.3048,55.5,0.00283081
113.076,10000,0.0,0.3048,55.5,0.00283081
111.076,12500,0.0,0.3048,55.5,0.00283081
,200,0.0,0.3048,39.6,0.00310138
119.319,250,0.0,0.3048,39.6,0.00310138
,315,0.0,0.3048,39.6,0.00310138
,400,0.0,0.3048,39.6,0.00310138
,500,0.0,0.3048,39.6,0.00310138
,630,0.0,0.3048,39.6,0.00310138
129.099,800,0.0,0.3048,39.6,0.00310138
,1000,0.0,0.3048,39.6,0.00310138
,1250,0.0,0.3048,39.6,0.00310138
,1600,0.0,0.3048,39.6,0.00310138
123.689,2000,0.0,0.3048,39.6,0.00310138
,2500,0.0,0.3048,39.6,0.00310138
,3150,0.0,0.3048,39.6,0.00310138
,4000,0.0,0.3048,39.6,0.00310138
,5000,0.0,0.3048,39.6,0.00310138
,6300,0.0,0.3048,39.6,0.00310138
,8000,0.0,0.3048,39.6,0.00310138
,10000,0.0,0.3048,39.6,0.00310138
109.619,12500,0.0,0.3048,39.6,0.00310138
,200,0.0,0.3048,31.7,0.00331266
118.595,250,0.0,0.3048,31.7,0.00331266
122.765,315,0.0,0.3048,31.7,0.00331266
,400,0.0,0.3048,31.7,0.00331266
,500,0.0,0.3048,31.7,0.00331266
,630,0.0,0.3048,31.7,0.00331266
,800,0.0,0.3048,31.7,0.00331266
,1000,0.0,0.3048,31.7,0.00331266
,1250,0.0,0.3048,31.7,0.00331266
,1600,0.0,0.3048,31.7,0.00331266
122.375,2000,0.0,0.3048,31.7,0.00331266
,2500,0.0,0.3048,31.7,0.00331266
119.135,3150,0.0,0.3048,31.7,0.00331266
,4000,0.0,0.3048,31.7,0.00331266
,5000,0.0,0.3048,31.7,0.00331266
,6300,0.0,0.3048,31.7,0.00331266
,8000,0.0,0.3048,31.7,0.00331266
,10000,0.0,0.3048,31.7,0.00331266
127.122,800,1.5,0.3048,71.3,0.00336729
,1000,1.5,0.3048,71.3,0.00336729
,1250,1.5,0.3048,71.3,0.00336729
,1600,1.5,0.3048,71.3,0.00336729
126.642,2000,1.5,0.3048,71.3,0.00336729
,2500,1.5,0.3048,71.3,0.00336729
,3150,1.5,0.3048,71.3,0.00336729
,4000,1.5,0.3048,71.3,0.00336729
,5000,1.5,0.3048,71.3,0.00336729
,6300,1.5,0.3048,71.3,0.00336729
115.372,8000,1.5,0.3048,71.3,0.00336729
,10000,1.5,0.3048,71.3,0.00336729
,12500,1.5,0.3048,71.3,0.00336729
,16000,1.5,0.3048,71.3,0.00336729
121.851,315,1.5,0.3048,39.6,0.00392107
124.001,400,1.5,0.3048,39.6,0.00392107
,500,1.5,0.3048,39.6,0.00392107
,630,1.5,0.3048,39.6,0.00392107
,800,1.5,0.3048,39.6,0.00392107
,1000,1.5,0.3048,39.6,0.00392107
,1250,1.5,0.3048,39.6,0.00392107
122.211,1600,1.5,0.3048,39.6,0.00392107
,2000,1.5,0.3048,39.6,0.00392107
,2500,1.5,0.3048,39.6,0.00392107
,3150,1.5,0.3048,39.6,0.00392107
,4000,1.5,0.3048,39.6,0.00392107
,5000,1.5,0.3048,39.6,0.00392107
114.751,6300,1.5,0.3048,39.6,0.00392107
,8000,1.5,0.3048,39.6,0.00392107
108.991,10000,1.5,0.3048,39.6,0.00392107
106.111,12500,1.5,0.3048,39.6,0.00392107
,400,3.0,0.3048,71.3,0.00425727
128.454,500,3.0,0.3048,71.3,0.00425727
,630,3.0,0.3048,71.3,0.00425727
,800,3.0,0.3048,71.3,0.00425727
129.004,1000,3.0,0.3048,71.3,0.00425727
,1250,3.0,0.3048,71.3,0.00425727
,1600,3.0,0.3048,71.3,0.00425727
125.524,2000,3.0,0.3048,71.3,0.00425727
,2500,3.0,0.3048,71.3,0.00425727
,3150,3.0,0.3048,71.3,0.00425727
,4000,3.0,0.3048,71.3,0.00425727
,5000,3.0,0.3048,71.3,0.00425727
,6300,3.0,0.3048,71.3,0.00425727
,8000,3.0,0.3048,71.3,0.00425727
,10000,3.0,0.3048,71.3,0.00425727
,400,3.0,0.3048,55.5,0.00452492
,500,3.0,0.3048,55.5,0.00452492
,630,3.0,0.3048,55.5,0.00452492
,800,3.0,0.3048,55.5,0.00452492
,1000,3.0,0.3048,55.5,0.00452492
127.329,1250,3.0,0.3048,55.5,0.00452492
,1600,3.0,0.3048,55.5,0.00452492
,2000,3.0,0.3048,55.5,0.00452492
,2500,3.0,0.3048,55.5,0.00452492
,3150,3.0,0.3048,55.5,0.00452492
118.689,4000,3.0,0.3048,55.5,0.00452492
,5000,3.0,0.3048,55.5,0.00452492
115.679,6300,3.0,0.3048,55.5,0.00452492
,8000,3.0,0.3048,55.5,0.00452492
112.169,10000,3.0,0.3048,55.5,0.00452492
,315,3.0,0.3048,39.6,0.00495741
125.472,400,3.0,0.3048,39.6,0.00495741
,500,3.0,0.3048,39.6,0.00495741
,630,3.0,0.3048,39.6,0.00495741
129.552,800,3.0,0.3048,39.6,0.00495741
128.312,1000,3.0,0.3048,39.6,0.00495741
,1250,3.0,0.3048,39.6,0.00495741
122.782,1600,3.0,0.3048,39.6,0.00495741
,2000,3.0,0.3048,39.6,0.00495741
,2500,3.0,0.3048,39.6,0.00495741
118.922,3150,3.0,0.3048,39.6,0.00495741
116.792,4000,3.0,0.3048,39.6,0.00495741
,5000,3.0,0.3048,39.6,0.00495741
,6300,3.0,0.3048,39.6,0.00495741
,8000,3.0,0.3048,39.6,0.00495741
,315,3.0,0.3048,31.7,0.00529514
,400,3.0,0.3048,31.7,0.00529514
,500,3.0,0.3048,31.7,0.00529514
,630,3.0,0.3048,31.7,0.00529514
,800,3.0,0.3048,31.7,0.00529514
126.838,1000,3.0,0.3048,31.7,0.00529514
,1250,3.0,0.3048,31.7,0.00529514
,1600,3.0,0.3048,31.7,0.00529514
120.088,2000,3.0,0.3048,31.7,0.00529514
,2500,3.0,0.3048,31.7,0.00529514
,3150,3.0,0.3048,31.7,0.00529514
115.608,4000,3.0,0.3048,31.7,0.00529514
,5000,3.0,0.3048,31.7,0.00529514
,6300,3.0,0.3048,31.7,0.00529514
126.395,250,4.0,0.3048,71.3,0.00497773
,315,4.0,0.3048,71.3,0.00497773
129.575,400,4.0,0.3048,71.3,0.00497773
,500,4.0,0.3048,71.3,0.00497773
,630,4.0,0.3048,71.3,0.00497773
,800,4.0,0.3048,71.3,0.00497773
,1000,4.0,0.3048,71.3,0.00497773
,1250,4.0,0.3048,71.3,0.00497773
,1600,4.0,0.3048,71.3,0.00497773
,2000,4.0,0.3048,71.3,0.00497773
123.775,2500,4.0,0.3048,71.3,0.00497773
121.775,3150,4.0,0.3048,71.3,0.00497773
,4000,4.0,0.3048,71.3,0.00497773
,5000,4.0,0.3048,71.3,0.00497773
,6300,4.0,0.3048,71.3,0.00497773
113.665,8000,4.0,0.3048,71.3,0.00497773
,10000,4.0,0.3048,71.3,0.00497773
,12500,4.0,0.3048,71.3,0.00497773
,250,4.0,0.3048,39.6,0.00579636
,315,4.0,0.3048,39.6,0.00579636
,400,4.0,0.3048,39.6,0.00579636
