SSPL,f,alpha,c,U_infinity,delta
125.97,800,0.0,0.3048,71.3,0.00266337
125.97,1000,0.0,0.3048,71.3,0.00266337
125.97,1250,0.0,0.3048,71.3,0.00266337
125.97,1600,0.0,0.3048,71.3,0.00266337
125.97,2000,0.0,0.3048,71.3,0.00266337
125.97,2500,0.0,0.3048,71.3,0.00266337
125.201,3150,0.0,0.3048,71.3,0.00266337
125.97,4000,0.0,0.3048,71.3,0.00266337
125.97,5000,0.0,0.3048,71.3,0.00266337
125.97,6300,0.0,0.3048,71.3,0.00266337
117.151,8000,0.0,0.3048,71.3,0.00266337
125.97,10000,0.0,0.3048,71.3,0.00266337
125.97,12500,0.0,0.3048,71.3,0.00266337
125.97,16000,0.0,0.3048,71.3,0.00266337
126.416,500,0.0,0.3048,55.5,0.00283081
125.97,630,0.0,0.3048,55.5,0.00283081
125.97,800,0.0,0.3048,55.5,0.00283081
125.97,1000,0.0,0.3048,55.5,0.00283081
125.97,1250,0.0,0.3048,55.5,0.00283081
126.986,1600,0.0,0.3048,55.5,0.00283081
125.97,2000,0.0,0.3048,55.5,0.00283081
125.97,2500,0.0,0.3048,55.5,0.00283081
125.97,3150,0.0,0.3048,55.5,0.00283081
125.97,4000,0.0,0.3048,55.5,0.00283081
125.97,5000,0.0,0.3048,55.5,0.00283081
125.97,6300,0.0,0.3048,55.5,0.00283081
125.97,8000,0.0,0.3048,55.5,0.00283081
125.97,10000,0.0,0.3048,55.5,0.00283081
125.97,12500,0.0,0.3048,55.5,0.00283081
125.97,200,0.0,0.3048,39.6,0.00310138
125.97,250,0.0,0.3048,39.6,0.00310138
122.779,315,0.0,0.3048,39.6,0.00310138
125.97,400,0.0,0.3048,39.6,0.00310138
125.97,500,0.0,0.3048,39.6,0.00310138
125.97,630,0.0,0.3048,39.6,0.00310138
125.97,800,0.0,0.3048,39.6,0.00310138
125.97,1000,0.0,0.3048,39.6,0.00310138
125.97,1250,0.0,0.3048,39.6,0.00310138
125.97,1600,0.0,0.3048,39.6,0.00310138
125.97,2000,0.0,0.3048,39.6,0.00310138
125.97,2500,0.0,0.3048,39.6,0.00310138
120.319,3150,0.0,0.3048,39.6,0.00310138
125.97,4000,0.0,0.3048,39.6,0.00310138
125.97,5000,0.0,0.3048,39.6,0.00310138
125.97,6300,0.0,0.3048,39.6,0.00310138
125.97,8000,0.0,0.3048,39.6,0.00310138
125.97,10000,0.0,0.3048,39.6,0.00310138
125.97,12500,0.0,0.3048,39.6,0.00310138
125.97,200,0.0,0.3048,31.7,0.00331266
118.595,250,0.0,0.3048,31.7,0.00331266
125.97,315,0.0,0.3048,31.7,0.00331266
125.97,400,0.0,0.3048,31.7,0.00331266
127.315,500,0.0,0.3048,31.7,0.00331266
125.97,630,0.0,0.3048,31.7,0.00331266
125.97,800,0.0,0.3048,31.7,0.00331266
125.97,1000,0.0,0.3048,31.7,0.00331266
125.97,1250,0.0,0.3048,31.7,0.00331266
125.97,1600,0.0,0.3048,31.7,0.00331266
125.97,2000,0.0,0.3048,31.7,0.00331266
120.755,2500,0.0,0.3048,31.7,0.00331266
125.97,3150,0.0,0.3048,31.7,0.00331266
118.145,4000,0.0,0.3048,31.7,0.00331266
125.97,5000,0.0,0.3048,31.7,0.00331266
125.97,6300,0.0,0.3048,31.7,0.00331266
125.97,8000,0.0,0.3048,31.7,0.00331266
125.97,10000,0.0,0.3048,31.7,0.00331266
125.97,800,1.5,0.3048,71.3,0.00336729
125.97,1000,1.5,0.3048,71.3,0.00336729
125.97,1250,1.5,0.3048,71.3,0.00336729
125.97,1600,1.5,0.3048,71.3,0.00336729
125.97,2000,1.5,0.3048,71.3,0.00336729
125.97,2500,1.5,0.3048,71.3,0.00336729
125.97,3150,1.5,0.3048,71.3,0.00336729
125.97,4000,1.5,0.3048,71.3,0.00336729
125.97,5000,1.5,0.3048,71.3,0.00336729
118.122,6300,1.5,0.3048,71.3,0.00336729
125.97,8000,1.5,0.3048,71.3,0.00336729
125.97,10000,1.5,0.3048,71.3,0.00336729
125.97,12500,1.5,0.3048,71.3,0.00336729
125.97,16000,1.5,0.3048,71.3,0.00336729
125.97,315,1.5,0.3048,39.6,0.00392107
125.97,400,1.5,0.3048,39.6,0.00392107
125.97,500,1.5,0.3048,39.6,0.00392107
125.97,630,1.5,0.3048,39.6,0.00392107
125.97,800,1.5,0.3048,39.6,0.00392107
125.97,1000,1.5,0.3048,39.6,0.00392107
125.97,1250,1.5,0.3048,39.6,0.00392107
125.97,1600,1.5,0.3048,39.6,0.00392107
125.97,2000,1.5,0.3048,39.6,0.00392107
125.97,2500,1.5,0.3048,39.6,0.00392107
125.97,3150,1.5,0.3048,39.6,0.00392107
125.97,4000,1.5,0.3048,39.6,0.00392107
125.97,5000,1.5,0.3048,39.6,0.00392107
125.97,6300,1.5,0.3048,39.6,0.00392107
112.251,8000,1.5,0.3048,39.6,0.00392107
125.97,10000,1.5,0.3048,39.6,0.00392107
125.97,12500,1.5,0.3048,39.6,0.00392107
125.97,400,3.0,0.3048,71.3,0.00425727
125.97,500,3.0,0.3048,71.3,0.00425727
