city,num
Grand Rapids,55
Phoenix,48
Wilkes-Barre,43
Durango,33
Detroit,33
Denver,32
Hyannis,32
Broomfield,30
Boulder,29
Houston,29
Danville,29
Yakima,29
Austin,27
Meadville,24
Seattle,23
Paso Robles,22
Bend,21
Estacada,21
Brevard,20
Columbus,20
Tampa,20
Aurora,18
Cincinnati,18
San Francisco,18
Golden,17
Longmont,17
Chicago,17
Indianapolis,16
Eagle,16
Davenport,15
Portland,15
Claremont,15
Mt. Airy,14
Lincoln,14
Lake Barrington,14
Gary,14
Export,14
Chandler,14
Brooklyn,13
Louisville,13
Utica,13
Michigan City,13
Lexington,12
Boston,12
Salt Lake City,12
Manhattan,12
Boonville,12
Saint Louis,12
Boise,12
Missoula,12
Kirkwood,12
Lahaina,12
South Lyon,12
Fort Collins,12
Lyons,11
Monroe,11
Jacksonville,11
Los Angeles,11
Ashland,10
Bloomington,10
Latrobe,10
Tulsa,10
Erie,10
Pottstown,10
Gloucester,10
Westminster,10
Edwards,9
Astoria,9
Durham,9
Woodinville,9
Smithton,9
Providence,9
Stevens Point,9
Garrattsville,9
Loveland,9
Paonia,8
Lewiston,8
Philadelphia,8
Woodbridge,8
Dallas,8
Bridgman,8
Centralia,8
San Diego,8
Birmingham,8
Chico,8
Traverse City,8
Lansdale,7
Hilo,7
Blanco,7
Bellingham,7
Minneapolis,7
Garden City,7
Atlanta,7
Baltimore,7
Spearfish,7
San Antonio,7
Tempe,7
Evansville,7
Buena Vista,7
Mishawaka,7
Pittsburgh,7
Morganton,7
Newburgh,7
Northamtpon,7
Marquette,7
Bucryus,7
Kalamazoo,6
Oklahoma City,6
North Conway,6
Arvada,6
Buellton,6
Dillon,6
Weston,6
Santa Fe,6
Anchorage,6
Southampton,6
Dolores,6
Jackson,6
Belfast,6
Baton Rouge,6
Nantucket,6
Spirit Lake,6
Burlington,6
Reno,6
Charleston,6
Aspen,6
Middleton,6
Milwaukee,6
Fuquay-Varina,6
Brooklyn Center,6
Houghton,6
Rochester,6
Middlebury,6
Lake Havasu City,5
Black Mountain,5
Albuquerque,5
Bloomfield,5
Springfield,5
Fort Worth,5
Jacksonville Beach,5
Bridgewater Corners,5
Diamond Springs,5
Arrington,5
Raleigh,5
Gig Harbor,5
Westerly,5
Conroe,5
Mustang,5
Gainesville,5
Helena,5
Sacramento,5
New Orleans,5
Spring Lake,5
Airway Heights,5
Vadnais Heights,5
Stratford,5
Comstock Park,5
O'Fallon,5
Asheville,5
Bozeman,5
Santa Cruz,5
Alpine,5
Midvale,5
Seven Points,5
Slippery Rock,4
Charlotte,4
Hooksett,4
Williamsburg,4
South San Francisco,4
Murphysboro,4
Holland,4
Atlantic Highlands,4
Framingham,4
Miami,4
Hershey,4
Fredericksburg,4
Silverton,4
Hattiesburg,4
Lafayette,4
Nellysford,4
Portage,4
York,4
South Austin,4
Temecula,4
Shreveport,4
East Fairfield,4
Verona,4
