city,num
Grand Rapids,65
Portland,59
Chicago,42
Indianapolis,41
Brooklyn,37
Denver,36
Boulder,31
Longmont,29
Tampa,28
Austin,28
San Diego,26
Temecula,24
Seattle,22
Aspen,21
Aurora,21
Boston,21
Edwards,20
Stevens Point,20
Abingdon,20
San Francisco,20
Cincinnati,20
Eagle,19
Boonville,18
Chandler,18
Missoula,18
Saint Louis,18
Columbus,17
Boise,17
Davenport,17
Salt Lake City,17
Ashland,16
Minneapolis,16
Fort Collins,15
Lincoln,15
San Antonio,15
Louisville,15
Anchorage,15
Los Angeles,14
Astoria,14
Export,14
Manhattan,14
Gary,14
Bend,13
Durango,13
Utica,13
Lyons,13
Monroe,13
Houston,12
Philadelphia,12
Birmingham,12
Dallas,12
CO,12
Lahaina,12
Middleton,11
Yakima,11
Spring Lake,11
Westminster,11
Ann Arbor,11
Pottstown,11
Woodbridge,11
Brooklyn Center,11
Milwaukee,11
Warrenville,10
Hilo,10
Michigan City,10
Springfield,10
Danville,10
Bloomington,10
Mill Valley,10
Providence,10
Conroe,10
Oklahoma City,10
Baltimore,10
Morganton,9
Chico,9
Westerly,9
Lewiston,9
Jackson,9
Hattiesburg,9
Evansville,9
Erie,9
Lexington,8
Bucryus,8
Fort Worth,8
Washington,8
Lake Barrington,8
Paonia,8
Blanco,8
Athens,8
Garden City,8
St. John's,8
Marquette,7
Richmond,7
Houghton,7
Charlottesville,7
Baton Rouge,7
Arvada,7
Nantucket,7
Spearfish,7
Santa Fe,7
Buena Vista,7
Weston,7
Lansdale,7
Rochester,7
Kalamazoo,7
Hudsonville,7
White Salmon,7
Jacksonville,7
Charlotte,7
Reno,7
Tempe,7
Lake Havasu City,6
Atlanta,6
Albuquerque,6
Dillon,6
Dolores,6
Spirit Lake,6
Eugene,6
Brevard,6
Sheridan,6
Bloomfield,6
Seven Points,6
Duluth,6
New Orleans,6
Asheville,6
Comstock Park,6
Estacada,6
Mishawaka,6
Charleston,6
Fuquay-Varina,6
Stratford,5
Paso Robles,5
Papillion,5
Portage,5
North Conway,5
Conestoga,5
Mustang,5
Airway Heights,5
Midvale,5
Gainesville,5
Raleigh,5
Virginia Beach,5
Detroit,5
Libertyville,5
Bridgewater Corners,5
Sacramento,5
Alpine,5
Framingham,5
Mt. Airy,5
Flagstaff,5
Vadnais Heights,5
Helena,5
Traverse City,5
Santee,5
Waterbury,5
Belfast,5
Bozeman,5
Torrance,5
Henderson,4
Kearney,4
Kona,4
Soldotna,4
Miami,4
Hershey,4
Durham,4
East Fairfield,4
Martinsville,4
Moab,4
Williams,4
Mammoth Lakes,4
Atlantic Highlands,4
Carlsbad,4
Verona,4
Lafayette,4
Gloucester,4
Petoskey,4
Garrattsville,4
Pawtucket,4
Lemont,4
Mt. Pleasant,4
San Luis Obispo,4
Bellingham,4
Hooksett,4
New York,4
Patchogue,4
Nellysford,4
Santa Cruz,4
South Austin,4
Crozet,4
Angola,4
Gig Harbor,4
Shelburne,4
Corvallis,4
Woodinville,4
Cold Spring,4
Belmont,4
Talkeetna,4
St Mary's,4
Slippery Rock,4
Meadville,4
Avon,4
Springdale,4
Westfield,4
Dayton,4
Lowell,4
Telluride,3
Huntsville,3
Norfolk,3
Bridgman,3
Sisters,3
Menominie,3
Marietta,3
Greenville,3
South Burlington,3
Monument,3
Evanston,3
Half Moon Bay,3
Somerset Center,3
Bronx,3
Royal Oak,3
O'Fallon,3
Newburyport,3
College Station,3
York,3
St. Paul,3
Eau Claire,3
Buellton,3
Tacoma,3
Frederick,3
Greeley,3
Covington,3
Des Moines,3
Newport,3
Pittsboro,3
Mooresville,3
Cleveland,3
West Chester,3
Afton,3
Stevensville,3
Hamilton,3
Sheffield,3
Broomfield,3
Roseville,3
Williamsburg,3
Memphis,3
Battle Creek,3
Boone,3
Hayward,3
Washougal,3
Kent,3
Abita Springs,3
St Petersburg,3
Fargo,3
Cheboygan,3
Ipswich,3
Ponderay,3
Leavenworth,3
Dripping Springs,3
Valparaiso,3
Halethorpe,3
Frankenmuth,3
Farmers Branch,3
Lake Geneva,3
Pittsburgh,3
Macon,2
Pinedale,2
Tucson,2
Lenoir,2
South Deerfield,2
Montauk,2
Midwest City,2
Holland,2
Gadsden,2
Lockland,2
Chattanooga,2
Odessa,2
Murphysboro,2
Meridian,2
Lakeside,2
Denton,2
Silverton,2
Golden,2
Lancaster,2
Kalona,2
Juneau,2
Glendale,2
South Lyon,2
Laurel,2
Medford,2
Vista,2
Idaho Springs,2
Ashburn,2
Biglerville,2
Minnetonka,2
Wolcott,2
Windsor,2
Ridgefield Park,2
Kinston,2
Middleburg Heights,2
Leominster,2
Hardy,2
Myrtle Beach,2
Elmira,2
Hays,2
Troutville,2
Burlington,2
Pacific,2
Diamond Springs,2
Whitefish,2
Prescott,2
Shreveport,2
Lewisburg,2
Savannah,2
Cherry Hill,2
Stillwater,2
Middlebury,2
Chatham,2
Port Clinton,2
Palisade,2
Stamford,2
Fredericksburg,2
Redlands,2
Hyannis,2
Cambridge,2
Belt,2
Tampa Bay,2
Black Mountain,2
Croydon,2
North Woodstock,1
Fort Wayne,1
Plant City,1
Manheim,1
Wilkes-Barre,1
Yardley,1
Bargersville,1
Ukiah,1
Loveland,1
St Paul,1
Waynesville,1
Latrobe,1
Lombard,1
Smithton,1
Jacksonville Beach,1
Boynton Beach,1
Centralia,1
Tulsa,1
Wilson,1
Shelbyville,1
Pawcatuck,1
Claremont,1
East Windsor,1
Plainfield,1
Kansas City,1
Arrington,1
Canton,1
Granger,1
South San Francisco,1
Colorado Springs,1
Madison,1
Dunedin,1
South Bend,1
Pineland,1
Paw Paw,1
WA,1
Cortland,1
Southampton,1
Phoenixville,1
Ada,1
Marlborough,1
Douglas,1
Roanoke,1
Phoenix,1
Knoxville,1
Rogers,1
Northamtpon,1
Everett,1
Newburgh,1
Mount Pleasant,1
Menominee,1
Lone Tree,1
Krebs,1
Kirkwood,1
Nashville,1
Wilmington,1
Green Bay,1
Worcester,1
