city,num
Grand Rapids,63
Newport,49
Denver,34
Crozet,33
Indianapolis,31
Buellton,31
Lancaster,30
Boulder,29
Seattle,28
Chicago,28
Portland,28
Columbus,27
Stevens Point,27
Tampa,25
Abingdon,25
Longmont,25
Cincinnati,22
Brooklyn,21
Greenville,21
Boston,21
Lewisburg,20
San Diego,20
Saint Louis,20
Aurora,20
San Francisco,19
Everett,18
Eagle,17
Austin,17
Davenport,17
Belmont,16
Missoula,16
Chandler,16
Boise,16
Lincoln,15
Manhattan,15
Bend,15
Lake Barrington,15
Boonville,15
Louisville,15
Export,14
Gary,14
Lyons,14
Fort Collins,14
Monroe,13
Salt Lake City,13
Wilmington,13
Utica,13
Edwards,12
Pottstown,12
North Conway,11
Durango,11
Ashland,11
Michigan City,11
Lahaina,11
Los Angeles,11
Santa Cruz,11
Astoria,11
New York,10
Westminster,10
Jacksonville,10
Middleton,10
Cheboygan,10
Danville,10
Providence,10
Woodbridge,10
Birmingham,10
Milwaukee,10
Eau Claire,9
Dallas,9
Baltimore,9
Anchorage,9
Morganton,9
Chico,9
Warrenville,9
Hattiesburg,9
Middlebury,9
Philadelphia,9
Garden City,8
Lexington,8
Dillon,8
Royal Oak,8
Blanco,8
Bucryus,8
Houston,8
Paonia,8
Libertyville,8
Conroe,8
Westerly,8
Fort Worth,8
Lewiston,8
Minneapolis,8
Temecula,8
Brooklyn Center,8
Evansville,7
Arvada,7
Bloomington,7
Cambridge,7
Nantucket,7
Athens,7
Spearfish,7
Houghton,7
Washington,7
Oklahoma City,7
Buena Vista,7
Hilo,7
Richmond,7
Kalamazoo,7
Baton Rouge,7
Jackson,7
Tempe,7
Santa Fe,7
Torrance,7
Marquette,7
Lansdale,7
Rochester,7
Charlotte,7
San Antonio,7
Atlanta,6
Reno,6
Spirit Lake,6
New Orleans,6
Weston,6
Fuquay-Varina,6
Charlottesville,6
Dolores,6
Seven Points,6
Brevard,6
Estacada,6
Charleston,6
Comstock Park,6
Mishawaka,6
Lake Havasu City,6
Helena,5
Portage,5
Framingham,5
Meadville,5
Albuquerque,5
Stratford,5
Mustang,5
Raleigh,5
Springfield,5
Bridgewater Corners,5
Montauk,5
Flagstaff,5
Paso Robles,5
Spring Lake,5
Belfast,5
Santee,5
Frankenmuth,5
Gainesville,5
Airway Heights,5
Waterbury,5
Bozeman,5
Traverse City,5
Mt. Airy,5
Cleveland,5
Sacramento,5
Afton,5
Sheridan,5
Vadnais Heights,5
Alpine,5
Duluth,5
Midvale,5
Bloomfield,5
Nellysford,5
Asheville,5
Halethorpe,4
Patchogue,4
Detroit,4
Kona,4
Avon,4
Bellingham,4
Black Mountain,4
York,4
Mammoth Lakes,4
Verona,4
Williams,4
Eugene,4
St Mary's,4
East Fairfield,4
Valparaiso,4
Hershey,4
South Austin,4
Corvallis,4
Martinsville,4
Slippery Rock,4
Soldotna,4
Angola,4
Papillion,4
Lafayette,4
Petoskey,4
Springdale,4
Woodinville,4
Dayton,4
Hooksett,4
Gloucester,4
Garrattsville,4
Shelburne,4
Moab,4
Carlsbad,4
Lemont,4
Talkeetna,4
Pawtucket,4
Miami,4
Cold Spring,4
Kearney,4
Ponderay,3
College Station,3
Dripping Springs,3
O'Fallon,3
Huntsville,3
Bridgman,3
Midwest City,3
Menominie,3
Telluride,3
South Burlington,3
Evanston,3
Somerset Center,3
St Petersburg,3
Bronx,3
Silverton,3
Durham,3
Gig Harbor,3
Half Moon Bay,3
Marietta,3
Newburyport,3
CO,3
Juneau,3
St. John's,3
Sheffield,3
Prescott,3
Memphis,3
Fargo,3
Tacoma,3
Hamilton,3
Boone,3
Kirkwood,3
Stevensville,3
West Chester,3
Greeley,3
Mt. Pleasant,3
Des Moines,3
Ada,3
Westfield,3
Washougal,3
Henderson,3
San Luis Obispo,3
Hyannis,3
Atlantic Highlands,3
Mooresville,3
Odessa,3
Kent,3
Lake Geneva,3
Roseville,3
Ipswich,3
Pittsburgh,3
Williamsburg,3
Granger,3
Tucson,3
Leavenworth,3
Farmers Branch,3
Mill Valley,3
Lowell,3
Pittsboro,3
Abita Springs,3
Shreveport,3
Douglas,2
Hardy,2
Gadsden,2
St. Paul,2
Monument,2
Lakeside,2
Broomfield,2
Yakima,2
Denton,2
Tampa Bay,2
Norfolk,2
Hayward,2
Medford,2
Lockland,2
Holland,2
Murphysboro,2
Fredericksburg,2
Glendale,2
Chattanooga,2
Ridgefield Park,2
South Deerfield,2
Pinedale,2
Battle Creek,2
Burlington,2
South Lyon,2
Kalona,2
Sisters,2
Macon,2
Frederick,2
Troutville,2
Cherry Hill,2
Elmira,2
Loveland,2
Stamford,2
Redlands,2
Belt,2
Windsor,2
Middleburg Heights,2
Aspen,2
Ashburn,2
Green Bay,2
Lenoir,2
Golden,2
Stillwater,2
Biglerville,2
Erie,2
Palisade,2
Idaho Springs,2
Kinston,2
Krebs,2
Lombard,2
Phoenixville,2
Pacific,2
Port Clinton,2
Minnetonka,2
Roanoke,2
Diamond Springs,2
Myrtle Beach,2
Hays,2
Leominster,2
Phoenix,2
Croydon,2
White Salmon,2
Chatham,2
Plant City,1
North Woodstock,1
Fort Wayne,1
Hudsonville,1
Bargersville,1
Ann Arbor,1
Yardley,1
Wilkes-Barre,1
Ukiah,1
WA,1
Manheim,1
Savannah,1
Latrobe,1
Smithton,1
Jacksonville Beach,1
Boynton Beach,1
Tulsa,1
Wilson,1
Shelbyville,1
Covington,1
Pawcatuck,1
Claremont,1
St Paul,1
Madison,1
East Windsor,1
Kansas City,1
Arrington,1
Canton,1
Colorado Springs,1
Virginia Beach,1
Centralia,1
South San Francisco,1
South Bend,1
Waynesville,1
Pineland,1
Whitefish,1
Paw Paw,1
Conestoga,1
Cortland,1
Southampton,1
Meridian,1
Marlborough,1
Wolcott,1
Plainfield,1
Knoxville,1
Rogers,1
Dunedin,1
Northamtpon,1
Newburgh,1
Mount Pleasant,1
Vista,1
Menominee,1
Lone Tree,1
Laurel,1
Nashville,1
Worcester,1
