city,num
Portland,55
Chicago,48
Grand Rapids,39
Indianapolis,38
San Diego,38
Boulder,35
Brooklyn,33
Denver,30
Hyannis,24
Seattle,23
Tampa,22
Aurora,21
Longmont,21
Stevens Point,21
Austin,20
Fort Collins,19
Cincinnati,19
Columbus,18
Chandler,18
Conroe,16
Lahaina,16
WA,16
Export,16
Durango,16
Boise,15
Pottstown,15
Ashland,15
Minneapolis,14
San Antonio,14
Davenport,14
Brooklyn Center,14
Manhattan,13
Michigan City,13
Salt Lake City,13
Boston,13
Monroe,12
Providence,12
San Francisco,12
Houston,12
Missoula,11
Birmingham,11
Morganton,11
Dallas,11
Eagle,11
Reno,11
Bend,11
Westminster,11
Saint Louis,11
Edwards,11
Philadelphia,11
Medford,10
Woodbridge,10
Lake Barrington,10
Baltimore,10
Lincoln,10
Kirkwood,10
Dayton,10
Astoria,10
Springfield,10
Hilo,10
Evansville,10
Anchorage,10
Greeley,10
Lyons,10
Los Angeles,10
Jackson,9
Santa Cruz,9
Bucryus,9
Boone,9
Fort Worth,9
Paso Robles,9
Martinsville,9
Bloomington,9
Utica,9
Sheridan,9
Louisville,9
Albuquerque,8
Port Clinton,8
Richmond,8
Middleton,8
Lansdale,8
West Chester,8
Santa Fe,8
Garden City,8
Charlottesville,8
Paonia,8
Milwaukee,8
Tempe,8
Crozet,8
Detroit,8
Hayward,7
Waterbury,7
Farmers Branch,7
Mishawaka,7
Atlanta,7
Comstock Park,7
Lancaster,7
Westerly,7
Waynesville,7
Stevensville,7
Verona,7
Papillion,7
Boonville,7
Danville,7
Athens,7
Ponderay,7
Newburyport,7
Warrenville,7
Hattiesburg,7
Oklahoma City,7
Duluth,7
Fargo,7
Hamilton,6
Green Bay,6
Stratford,6
Jacksonville,6
Slippery Rock,6
Mt. Pleasant,6
Framingham,6
Dolores,6
Dillon,6
Virginia Beach,6
Atlantic Highlands,6
Newburgh,6
Leavenworth,6
Weston,6
Baton Rouge,6
Charleston,6
Williams,6
Kona,6
Springdale,6
Hershey,6
Newport,6
Blanco,6
Raleigh,6
Charlotte,6
Middleburg Heights,6
Mustang,6
Moab,6
Spearfish,6
Tacoma,6
Eugene,6
San Luis Obispo,6
Mammoth Lakes,6
Torrance,6
Lake Havasu City,5
Talkeetna,5
Spirit Lake,5
Gig Harbor,5
Seven Points,5
Washington,5
Gloucester,5
Lowell,5
Rochester,5
South Burlington,5
Belmont,5
Ukiah,5
Chatham,5
Greenville,5
Lafayette,5
Brevard,5
New Orleans,5
Traverse City,5
Spring Lake,5
Sisters,5
Miami,5
Hooksett,5
Flagstaff,5
Garrattsville,5
North Conway,5
Bridgewater Corners,5
Mt. Airy,5
