PE,AT,V,AP,RH
463.26,463.26,41.76,1024.07,73.17
444.37,444.37,62.96,1020.04,59.08
488.56,488.56,39.4,1012.16,92.14
446.48,446.48,57.32,1010.24,76.64
473.9,473.9,37.5,1009.23,96.62
443.67,443.67,59.44,1012.23,58.77
,265.8889496129875,43.96,1014.02,75.24
478.42,478.42,44.71,1019.12,66.43
475.98,475.98,45.0,1021.78,41.25
477.5,477.5,43.56,1015.14,70.72
,246.45127034657716,43.72,1008.64,75.04
453.99,453.99,46.93,1014.66,64.22
,262.6392230586902,73.5,1011.31,84.15
451.28,451.28,58.59,1012.77,61.83
433.99,433.99,69.34,1009.48,87.59
462.19,462.19,43.79,1015.76,43.08
467.54,467.54,45.0,1022.86,48.84
,246.04051216071474,41.74,1022.6,77.51
459.85,459.85,52.75,1023.97,63.59
,204.03970146903862,38.47,1015.15,55.28
,255.42033518444265,42.42,1009.09,66.26
495.24,495.24,40.07,1019.16,64.77
483.8,483.8,42.28,1008.52,83.31
443.61,443.61,63.9,1014.3,47.19
436.06,436.06,48.6,1003.18,54.93
443.25,443.25,70.72,1009.97,74.62
,220.9078622144842,39.31,1011.11,72.52
,195.58119761231586,39.96,1023.57,88.44
484.41,484.41,35.79,1012.14,92.28
,222.707558568554,65.18,1012.69,41.85
445.11,445.11,63.94,1019.02,44.28
,214.73116936422127,58.41,1013.64,64.58
440.98,440.98,66.85,1011.11,63.25
436.65,436.65,74.16,1010.08,78.61
444.26,444.26,63.94,1018.76,44.51
465.86,465.86,44.03,1007.29,89.46
444.37,444.37,63.73,1011.4,74.52
450.69,450.69,47.45,1010.08,88.86
469.02,469.02,39.35,1014.69,75.51
448.86,448.86,51.3,1012.04,78.64
447.14,447.14,47.45,1007.62,76.65
,103.79547659506409,44.85,1017.24,80.44
,163.4072020151229,41.54,1018.33,79.89
476.7,476.7,42.86,1014.12,88.28
474.99,474.99,40.64,1020.63,84.6
444.22,444.22,63.94,1019.28,42.69
461.33,461.33,37.87,1020.24,78.41
448.06,448.06,43.43,1010.96,61.07
474.6,474.6,44.71,1014.51,50.0
473.05,473.05,40.11,1029.14,77.29
432.06,432.06,73.5,1010.58,43.66
,205.1835996071572,38.62,1018.71,83.8
430.12,430.12,78.92,1011.6,66.47
,181.04734065562536,42.18,1014.82,93.09
471.81,471.81,39.39,1012.94,80.52
442.99,442.99,59.43,1010.23,68.99
442.77,442.77,64.44,1014.65,57.27
491.49,491.49,39.33,1010.18,95.53
447.46,447.46,61.08,1013.68,71.72
446.11,446.11,58.84,1002.25,57.88
442.44,442.44,52.3,1007.03,63.34
446.22,446.22,65.71,1013.61,48.07
471.49,471.49,40.1,1016.67,91.87
,242.0353280764769,45.87,1008.89,87.27
440.01,440.01,58.79,1016.02,64.4
,240.879054958967,65.34,1014.56,43.4
452.68,452.68,62.96,1019.49,72.24
474.91,474.91,40.69,1020.43,90.22
478.77,478.77,34.03,1018.71,74.0
434.2,434.2,74.34,998.14,71.85
,319.2832523030619,68.3,1017.83,86.62
477.61,477.61,41.01,1024.61,97.41
431.65,431.65,74.67,1016.65,84.44
430.57,430.57,74.34,998.58,81.55
481.09,481.09,42.28,1008.82,75.66
445.56,445.56,61.02,1009.56,79.41
475.74,475.74,39.85,1012.71,58.91
,135.5962851714537,69.75,1010.36,90.06
446.15,446.15,67.25,1017.39,79.0
,197.34633858423697,76.86,1001.31,69.47
436.69,436.69,69.45,1013.89,51.47
468.75,468.75,42.18,1016.53,83.13
,169.81958620557387,43.02,1012.18,40.33
,269.5686629500085,45.08,1024.42,81.69
441.34,441.34,73.68,1014.93,94.55
,278.3236498338998,69.45,1012.53,91.81
464.7,464.7,39.3,1019.0,63.62
,329.822811640733,69.75,1009.6,49.35
,229.95366637527513,58.96,1015.55,69.61
429.69,429.69,68.94,1006.56,38.75
459.8,459.8,51.43,1010.57,90.17
433.63,433.63,64.05,1009.81,81.24
442.84,442.84,60.95,1014.62,48.46
485.13,485.13,41.66,1014.49,76.72
459.12,459.12,52.72,1025.09,51.16
,215.79066659616274,67.32,1012.05,76.34
480.8,480.8,40.72,1022.7,67.3
432.55,432.55,66.48,1005.23,52.38
443.86,443.86,63.77,1013.42,76.44
449.77,449.77,59.21,1018.3,91.55
470.71,470.71,43.69,1017.19,71.9
452.17,452.17,51.3,1011.93,80.05
478.29,478.29,41.38,1021.6,63.77
428.54,428.54,71.94,1006.96,62.26
,261.8887940069215,40.64,1020.66,89.04
439.58,439.58,62.66,1007.63,58.02
457.32,457.32,49.69,1005.53,81.82
475.51,475.51,44.2,1018.79,91.14
,219.14970434268798,65.59,1010.85,88.92
471.99,471.99,40.89,1011.03,84.83
,247.56660140305087,39.35,1015.1,91.76
434.78,434.78,78.92,1010.83,86.56
446.58,446.58,61.87,1011.18,57.21
437.76,437.76,58.33,1013.92,54.25
459.36,459.36,39.72,1001.24,63.8
