PE,AT,V,AP,RH
463.26,14.96,41.76,1024.07,73.17
222.57804351297176,25.18,62.96,1020.04,59.08
488.56,5.11,39.4,1012.16,92.14
446.48,20.86,57.32,1010.24,76.64
270.07425201963184,10.82,37.5,1009.23,96.62
272.42391217923824,26.27,59.44,1012.23,58.77
182.25192165072374,15.89,43.96,1014.02,75.24
478.42,9.48,44.71,1019.12,66.43
475.98,14.64,45.0,1021.78,41.25
129.67049796311733,11.74,43.56,1015.14,70.72
177.68871754118305,17.99,43.72,1008.64,75.04
453.99,20.14,46.93,1014.66,64.22
237.30310012951452,24.34,73.5,1011.31,84.15
451.28,25.71,58.59,1012.77,61.83
433.99,26.19,69.34,1009.48,87.59
462.19,21.42,43.79,1015.76,43.08
157.8630635270711,18.21,45.0,1022.86,48.84
222.26940841750846,11.04,41.74,1022.6,77.51
459.85,14.45,52.75,1023.97,63.59
464.3,13.97,38.47,1015.15,55.28
468.27,17.76,42.42,1009.09,66.26
495.24,5.41,40.07,1019.16,64.77
483.8,7.76,42.28,1008.52,83.31
264.6748749601169,27.23,63.9,1014.3,47.19
436.06,27.36,48.6,1003.18,54.93
148.92894151088362,27.47,70.72,1009.97,74.62
217.20109722656818,14.6,39.31,1011.11,72.52
275.4698018938861,7.91,39.96,1023.57,88.44
484.41,5.81,35.79,1012.14,92.28
250.4112077474414,30.53,65.18,1012.69,41.85
145.17686348833578,23.87,63.94,1019.02,44.28
197.74023028051013,26.09,58.41,1013.64,64.58
277.86195597716136,29.27,66.85,1011.11,63.25
231.93032978190507,27.38,74.16,1010.08,78.61
444.26,24.81,63.94,1018.76,44.51
465.86,12.75,44.03,1007.29,89.46
444.37,24.66,63.73,1011.4,74.52
214.98668234804214,16.38,47.45,1010.08,88.86
87.27142034552199,13.91,39.35,1014.69,75.51
448.86,23.18,51.3,1012.04,78.64
447.14,22.47,47.45,1007.62,76.65
469.18,13.39,44.85,1017.24,80.44
224.87106845094604,9.28,41.54,1018.33,79.89
206.34966952617316,11.82,42.86,1014.12,88.28
196.28928736571075,10.27,40.64,1020.63,84.6
217.32867845138222,22.92,63.94,1019.28,42.69
461.33,16.0,37.87,1020.24,78.41
105.15548407261966,21.22,43.43,1010.96,61.07
255.9162273516427,13.46,44.71,1014.51,50.0
473.05,9.39,40.11,1029.14,77.29
432.06,31.07,73.5,1010.58,43.66
467.41,12.82,38.62,1018.71,83.8
166.89639013666783,32.57,78.92,1011.6,66.47
473.62,8.11,42.18,1014.82,93.09
205.3577391653774,13.92,39.39,1012.94,80.52
442.99,23.04,59.43,1010.23,68.99
442.77,27.31,64.44,1014.65,57.27
267.24867506833823,5.91,39.33,1010.18,95.53
447.46,25.26,61.08,1013.68,71.72
446.11,27.97,58.84,1002.25,57.88
249.0261705541699,26.08,52.3,1007.03,63.34
446.22,29.01,65.71,1013.61,48.07
471.49,12.18,40.1,1016.67,91.87
463.5,13.76,45.87,1008.89,87.27
110.88449045005689,25.5,58.79,1016.02,64.4
441.03,28.26,65.34,1014.56,43.4
452.68,21.39,62.96,1019.49,72.24
174.11873725305028,7.26,40.69,1020.43,90.22
133.47780205257428,10.54,34.03,1018.71,74.0
112.28125405738511,27.71,74.34,998.14,71.85
207.89958433824566,23.11,68.3,1017.83,86.62
250.58558033904313,7.51,41.01,1024.61,97.41
208.1727542349779,26.46,74.67,1016.65,84.44
430.57,29.34,74.34,998.58,81.55
149.36192475090576,10.32,42.28,1008.82,75.66
202.102575846162,22.74,61.02,1009.56,79.41
218.1426541022336,13.48,39.85,1012.71,58.91
235.97613474374594,25.52,69.75,1010.36,90.06
221.29605471249667,21.58,67.25,1017.39,79.0
436.64,27.66,76.86,1001.31,69.47
218.86145789383724,26.96,69.45,1013.89,51.47
468.75,12.29,42.18,1016.53,83.13
214.08583024862136,15.86,43.02,1012.18,40.33
465.48,13.87,45.08,1024.42,81.69
151.40270286932096,24.09,73.68,1014.93,94.55
441.83,20.45,69.45,1012.53,91.81
250.01434625451256,15.07,39.3,1019.0,63.62
192.10060336023574,32.72,69.75,1009.6,49.35
459.12,18.23,58.96,1015.55,69.61
178.15933755725712,35.56,68.94,1006.56,38.75
459.8,18.36,51.43,1010.57,90.17
264.2169048282807,26.35,64.05,1009.81,81.24
442.84,25.92,60.95,1014.62,48.46
202.99559822506404,8.01,41.66,1014.49,76.72
459.12,19.63,52.72,1025.09,51.16
179.20745181037975,20.02,67.32,1012.05,76.34
480.8,10.08,40.72,1022.7,67.3
216.43286069087597,27.23,66.48,1005.23,52.38
219.00968067171254,23.37,63.77,1013.42,76.44
260.225548007208,18.74,59.21,1018.3,91.55
196.26895529109902,14.81,43.69,1017.19,71.9
