PE,AT,V,AP,RH
463.26,14.96,41.76,1024.07,73.17
444.37,25.18,62.96,1020.04,59.08
488.56,5.11,39.4,1012.16,92.14
454.20548350670634,20.86,57.32,1010.24,76.64
456.49489327513413,10.82,37.5,1009.23,96.62
453.3393686623031,26.27,59.44,1012.23,58.77
455.6137705380445,15.89,43.96,1014.02,75.24
478.42,9.48,44.71,1019.12,66.43
455.93273620780866,14.64,45.0,1021.78,41.25
456.25854872364954,11.74,43.56,1015.14,70.72
453.02,17.99,43.72,1008.64,75.04
454.85559452258184,20.14,46.93,1014.66,64.22
440.29,24.34,73.5,1011.31,84.15
451.28,25.71,58.59,1012.77,61.83
452.9781751152773,26.19,69.34,1009.48,87.59
454.7402019287986,21.42,43.79,1015.76,43.08
455.50020925368904,18.21,45.0,1022.86,48.84
456.79546266102165,11.04,41.74,1022.6,77.51
459.85,14.45,52.75,1023.97,63.59
464.3,13.97,38.47,1015.15,55.28
468.27,17.76,42.42,1009.09,66.26
495.24,5.41,40.07,1019.16,64.77
456.65344307806305,7.76,42.28,1008.52,83.31
453.059721830998,27.23,63.9,1014.3,47.19
453.1895948829602,27.36,48.6,1003.18,54.93
443.25,27.47,70.72,1009.97,74.62
464.16,14.6,39.31,1011.11,72.52
475.52,7.91,39.96,1023.57,88.44
484.41,5.81,35.79,1012.14,92.28
437.89,30.53,65.18,1012.69,41.85
453.7400566716356,23.87,63.94,1019.02,44.28
438.86,26.09,58.41,1013.64,64.58
452.58427386824985,29.27,66.85,1011.11,63.25
436.65,27.38,74.16,1010.08,78.61
453.59345285013586,24.81,63.94,1018.76,44.51
465.86,12.75,44.03,1007.29,89.46
444.37,24.66,63.73,1011.4,74.52
455.29649005136116,16.38,47.45,1010.08,88.86
456.1136572981314,13.91,39.35,1014.69,75.51
448.86,23.18,51.3,1012.04,78.64
454.2457813775824,22.47,47.45,1007.62,76.65
469.18,13.39,44.85,1017.24,80.44
482.8,9.28,41.54,1018.33,79.89
456.3146513311132,11.82,42.86,1014.12,88.28
474.99,10.27,40.64,1020.63,84.6
453.88150527628744,22.92,63.94,1019.28,42.69
456.1293555883964,16.0,37.87,1020.24,78.41
448.06,21.22,43.43,1010.96,61.07
455.8353978379707,13.46,44.71,1014.51,50.0
457.3877008476096,9.39,40.11,1029.14,77.29
432.06,31.07,73.5,1010.58,43.66
456.51885062955694,12.82,38.62,1018.71,83.8
451.6669873587489,32.57,78.92,1011.6,66.47
456.93342161983225,8.11,42.18,1014.82,93.09
471.81,13.92,39.39,1012.94,80.52
442.99,23.04,59.43,1010.23,68.99
453.0912742580244,27.31,64.44,1014.65,57.27
457.17087069824595,5.91,39.33,1010.18,95.53
447.46,25.26,61.08,1013.68,71.72
452.67005351439894,27.97,58.84,1002.25,57.88
453.4404742449953,26.08,52.3,1007.03,63.34
452.70405097613997,29.01,65.71,1013.61,48.07
456.5019150981751,12.18,40.1,1016.67,91.87
455.6780082665968,13.76,45.87,1008.89,87.27
440.01,25.5,58.79,1016.02,64.4
452.8467570146534,28.26,65.34,1014.56,43.4
452.68,21.39,62.96,1019.49,72.24
474.91,7.26,40.69,1020.43,90.22
456.9828170024793,10.54,34.03,1018.71,74.0
434.2,27.71,74.34,998.14,71.85
453.83089997413293,23.11,68.3,1017.83,86.62
457.5214696869995,7.51,41.01,1024.61,97.41
431.65,26.46,74.67,1016.65,84.44
430.57,29.34,74.34,998.58,81.55
456.2586756647457,10.32,42.28,1008.82,75.66
445.56,22.74,61.02,1009.56,79.41
475.74,13.48,39.85,1012.71,58.91
453.11006546466416,25.52,69.75,1010.36,90.06
446.15,21.58,67.25,1017.39,79.0
452.01817893491216,27.66,76.86,1001.31,69.47
452.88234563816155,26.96,69.45,1013.89,51.47
468.75,12.29,42.18,1016.53,83.13
455.4041465096199,15.86,43.02,1012.18,40.33
456.35453728460834,13.87,45.08,1024.42,81.69
441.34,24.09,73.68,1014.93,94.55
441.83,20.45,69.45,1012.53,91.81
456.0808649843615,15.07,39.3,1019.0,63.62
437.99,32.72,69.75,1009.6,49.35
454.7230287253641,18.23,58.96,1015.55,69.61
429.69,35.56,68.94,1006.56,38.75
459.8,18.36,51.43,1010.57,90.17
453.14762681524445,26.35,64.05,1009.81,81.24
442.84,25.92,60.95,1014.62,48.46
456.87431990472555,8.01,41.66,1014.49,76.72
455.0998029239947,19.63,52.72,1025.09,51.16
445.31,20.02,67.32,1012.05,76.34
480.8,10.08,40.72,1022.7,67.3
452.5810371278425,27.23,66.48,1005.23,52.38
443.86,23.37,63.77,1013.42,76.44
449.77,18.74,59.21,1018.3,91.55
455.9052032671096,14.81,43.69,1017.19,71.9
452.17,23.1,51.3,1011.93,80.05
456.744993139607,10.72,41.38,1021.6,63.77
452.16704040830916,29.46,71.94,1006.96,62.26
478.27,8.1,40.64,1020.66,89.04
439.58,27.29,62.66,1007.63,58.02
457.32,17.1,49.69,1005.53,81.82
475.51,11.49,44.2,1018.79,91.14
439.66,23.69,65.59,1010.85,88.92
455.9938422309293,13.51,40.89,1011.03,84.83
479.81,9.64,39.35,1015.1,91.76
452.7330478904372,25.65,78.92,1010.83,86.56
446.58,21.59,61.87,1011.18,57.21
437.76,27.98,58.33,1013.92,54.25
454.73749958208276,18.8,39.72,1001.24,63.8
455.1678543756106,18.28,44.71,1016.99,33.71
464.33,13.55,43.48,1016.08,67.25
444.36,22.99,46.21,1010.71,60.11
