V1,V2,V3,V4,V5,V6,V7
Y1,-1152260.332303486,7392.6,7527.6,7594.8,7720.7,7823.2
Y2,182092.57095261762,1366.0,1288.0,1148.0,1139.0,1062.0
Y3,8440.0,8660.0,8780.0,8830.0,8990.0,9230.0
Y4,9540.0,9790.0,9940.0,9940.0,10110.0,10400.0
Y5,308005.91902522114,7420.0,7570.0,8010.0,8240.0,8730.0
Y6,494775.640662832,3854.54,4003.45,4229.12,4502.05,4741.77
Y7,378676.4837925227,3188.37,3231.05,3318.34,3430.45,3540.68
Y8,267841.6088310879,2357.19,2359.22,2346.79,2349.57,2352.89
Y9,492046.91447419144,2235.605,2234.682,2232.185,2217.827,2206.212
Y10,-671140.8532604132,2162.9,2181.906,2167.475,2135.708,2122.196
Y11,-427728.79287749116,1445.935,1455.686,1460.164,1462.11,1466.256
Y12,1936.0268,1957.9027,1987.1855,2016.1373,2034.6528,2060.5974
Y13,-481741.8919321407,4880.8,4991.3,5067.7,5412.5,5379.0
Y14,-619152.1932518834,4969.1,5156.8,5287.7,5609.8,5612.3
Y15,5616.4,5368.2,5739.3,5831.2,6491.5,6272.6
Y16,-111979.29496270829,2982.7,3012.5,3046.1,3171.5,3252.4
Y17,512126.0288216827,3896.2,3931.4,3975.3,4132.9,4226.1
Y18,479204.7585803828,3410.3,3471.0,3528.1,3651.0,3713.7
Y19,790271.401720853,2448.49,2404.06,2586.15,2601.35,2615.08
Y20,1253379.6521900848,7190.36,7241.79,7562.98,7534.85,7461.09
Y21,651955.5813069013,9518.2,8390.5,9581.9,9374.1,8733.5
Y22,-648092.6020867318,3718.48,3701.49,3982.13,3999.56,4078.38
Y23,7646.5,7951.6,7434.0,7537.1,7316.3,7240.9
Y24,-724714.850696654,7758.95,7849.52,8138.36,7924.66,7853.05
Y25,2238.35,2473.02,2449.83,2508.1,2405.14,2344.65
Y26,-378004.68474743277,5875.35,5869.78,6260.36,6221.0,6273.72
Y27,-358572.21385230136,1552.501,1564.619,1612.608,1569.061,1555.66
Y28,-961272.4821712528,1432.702,1414.062,1479.589,1456.518,1465.493
Y29,-361582.83503303456,3878.19,3902.188,3885.841,3853.194,3842.311
Y30,1260793.5539480723,4352.551,4408.16,4450.216,4490.119,4552.869
Y31,3588.233,3612.289,3641.019,3633.453,3652.999,3652.519
Y32,724786.8392978644,5060.605,5064.938,5059.442,5048.156,5053.33
