File Name,Precision,Recall,F1 Score,PG
clean.csv,0.9810526315789474,0.99,0.9852777777777777,0.0
filled-min-0.1.csv,0.2870992063492063,0.25,0.24436827061827063,0.7519803286648508
filled-min-0.2.csv,0.746746155160629,0.725,0.7240447958903841,0.2651363785719248
filled-min-0.3.csv,0.8847801956815116,0.85,0.8572529326882267,0.12993781852900585
filled-min-0.4.csv,0.7402756687756689,0.65,0.6570576204840911,0.33312449006407435
filled-min-0.5.csv,0.9070864898989899,0.865,0.8709624819624819,0.11602341836342396
filled-min-0.6.csv,0.9446753246753247,0.905,0.9133182373182374,0.07303477464176635
filled-min-0.7.csv,0.9366682330827066,0.93,0.928022422022422,0.05811087700007907
filled-min-0.8.csv,0.9694791666666667,0.96,0.9628888888888888,0.022723428249224714
filled-min-0.9.csv,0.9741346153846154,0.97,0.9705646697388634,0.014932954310710926
filled-max-0.1.csv,0.7596156482406482,0.685,0.6906287163129268,0.299051768050032
filled-max-0.2.csv,0.7804781746031746,0.695,0.7108166218737907,0.27856221067221687
filled-max-0.3.csv,0.8294583333333334,0.75,0.7748530920833552,0.21356889441779564
filled-max-0.4.csv,0.853870670995671,0.805,0.8103565104721727,0.1775349766845723
filled-max-0.5.csv,0.9243809523809523,0.845,0.8604336948592847,0.12670952875854946
filled-max-0.6.csv,0.8694967532467532,0.82,0.8322279444693238,0.15533673524399044
filled-max-0.7.csv,0.8451666666666668,0.825,0.8317764515178309,0.15579497449557617
filled-max-0.8.csv,0.885,0.86,0.8708888888888889,0.11609811107978561
filled-max-0.9.csv,0.9544345238095238,0.925,0.926734126984127,0.05941842200652449
