id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
1436,Pub Beer,American Pale Lager,12.0,0.05,,408,10 Barrel Brewing Company,York,OR
2265,Devil's Cup,American Pale Ale (APA),12.0,0.066,,177,18th Street Brewery,Dallas,IN
2264,Rise of the Phoenix,American IPA,12.0,0.071,,177,18th Street Brewery,Ipswich,IN
2263,Sinister,American Double / Imperial IPA,12.0,0.09,,177,18th Street Brewery,Gary,IN
2262,Sex and Candy,American IPA,12.0,0.075,,177,18th Street Brewery,Santa Fe,IN
2261,Black Exodus,Oatmeal Stout,12.0,0.077,,177,18th Street Brewery,Missoula,IN
2260,Lake Street Express,American Pale Ale (APA),12.0,0.045,,177,18th Street Brewery,Gary,IN
2259,Foreman,American Porter,12.0,0.065,,177,18th Street Brewery,Atlanta,IN
2258,Jade,American Pale Ale (APA),12.0,0.055,,177,18th Street Brewery,Gary,IN
2131,Cone Crusher,American Double / Imperial IPA,12.0,0.086,,177,18th Street Brewery,Holland,IN
2099,Sophomoric Saison,Saison / Farmhouse Ale,12.0,0.072,,177,18th Street Brewery,Patchogue,IN
2098,Regional Ring Of Fire,Saison / Farmhouse Ale,12.0,0.073,,177,18th Street Brewery,Medford,IN
2097,Garce Selé,Saison / Farmhouse Ale,12.0,0.069,,177,18th Street Brewery,Gary,IN
1980,Troll Destroyer,Belgian IPA,12.0,0.085,,177,18th Street Brewery,Gary,IN
1979,Bitter Bitch,American Pale Ale (APA),12.0,0.061,60.0,177,18th Street Brewery,Hayward,IN
2318,Ginja Ninja,Cider,12.0,0.06,,154,2 Towns Ciderhouse,Garden City,OR
2170,Cherried Away,Cider,12.0,0.06,,154,2 Towns Ciderhouse,Phoenixville,OR
2169,Rhubarbarian,Cider,12.0,0.06,,154,2 Towns Ciderhouse,Black Mountain,OR
1502,BrightCider,Cider,12.0,0.06,,154,2 Towns Ciderhouse,Bridgewater Corners,OR
1593,He Said Baltic-Style Porter,Baltic Porter,12.0,0.082,,368,21st Amendment Brewery,Mustang,CA
1592,He Said Belgian-Style Tripel,Tripel,12.0,0.082,,368,21st Amendment Brewery,Ponderay,CA
1036,Lower De Boom,American Barleywine,8.4,0.099,92.0,368,21st Amendment Brewery,San Francisco,CA
1024,Fireside Chat,Winter Warmer,12.0,0.079,45.0,368,21st Amendment Brewery,Hyannis,CA
976,Marooned On Hog Island,American Stout,12.0,0.079,,368,21st Amendment Brewery,Phoenixville,CA
876,Bitter American,American Pale Ale (APA),12.0,0.044,42.0,368,21st Amendment Brewery,Leavenworth,CA
802,Hell or High Watermelon Wheat (2009),Fruit / Vegetable Beer,12.0,0.049,17.0,368,21st Amendment Brewery,Austin,CA
801,Hell or High Watermelon Wheat (2009),Fruit / Vegetable Beer,12.0,0.049,17.0,368,21st Amendment Brewery,York,CA
800,21st Amendment Watermelon Wheat Beer (2006),Fruit / Vegetable Beer,12.0,0.049,17.0,368,21st Amendment Brewery,Hilo,CA
799,21st Amendment IPA (2006),American IPA,12.0,0.07,70.0,368,21st Amendment Brewery,Everett,CA
797,Brew Free! or Die IPA (2008),American IPA,12.0,0.07,70.0,368,21st Amendment Brewery,Louisville,CA
796,Brew Free! or Die IPA (2009),American IPA,12.0,0.07,70.0,368,21st Amendment Brewery,Dolores,CA
531,Special Edition: Allies Win The War!,English Strong Ale,12.0,0.085,52.0,368,21st Amendment Brewery,Garden City,CA
432,Hop Crisis,American Double / Imperial IPA,12.0,0.097,94.0,368,21st Amendment Brewery,Lake Geneva,CA
353,Bitter American (2011),American Pale Ale (APA),12.0,0.044,42.0,368,21st Amendment Brewery,Fort Collins,CA
321,Fireside Chat (2010),Winter Warmer,12.0,0.079,45.0,368,21st Amendment Brewery,Export,CA
173,Back in Black,American Black Ale,12.0,0.068,65.0,368,21st Amendment Brewery,San Francisco,CA
11,Monk's Blood,Belgian Dark Ale,12.0,0.083,35.0,368,21st Amendment Brewery,San Francisco,CA
10,Brew Free! or Die IPA,American IPA,12.0,0.07,65.0,368,21st Amendment Brewery,Hilo,CA
9,Hell or High Watermelon Wheat,Fruit / Vegetable Beer,12.0,0.049,17.0,368,21st Amendment Brewery,San Francisco,CA
2519,Bimini Twist,American IPA,12.0,0.07,82.0,67,3 Daughters Brewing,Manhattan,FL
2518,Beach Blonde,American Blonde Ale,12.0,0.05,,67,3 Daughters Brewing,St Petersburg,FL
2517,Rod Bender Red,American Amber / Red Ale,12.0,0.059,,67,3 Daughters Brewing,Bargersville,FL
2545,Passion Fruit Prussia,Berliner Weissbier,12.0,0.035,11.0,60,4 Hands Brewing Company,East Fairfield,MO
2544,Send Help,American Blonde Ale,12.0,0.045,18.0,60,4 Hands Brewing Company,Asheville,MO
2324,Cast Iron Oatmeal Brown,American Brown Ale,12.0,0.055,,60,4 Hands Brewing Company,Norfolk,MO
2288,Reprise Centennial Red,American Amber / Red Ale,12.0,0.06,,60,4 Hands Brewing Company,Green Bay,MO
2287,Alter Ego,American Black Ale,12.0,0.055,,60,4 Hands Brewing Company,Cherry Hill,MO
2286,Divided Sky,American IPA,12.0,0.065,,60,4 Hands Brewing Company,Saint Louis,MO
2285,Resurrected,American IPA,12.0,0.065,,60,4 Hands Brewing Company,Saint Louis,MO
1870,Contact High,American Pale Wheat Ale,12.0,0.05,28.0,60,4 Hands Brewing Company,Hooksett,MO
2603,Galaxyfest,American IPA,16.0,0.065,,27,450 North Brewing Company,Evanston,IN
2602,Citrafest,American IPA,16.0,0.05,45.0,27,450 North Brewing Company,Columbus,IN
2220,Barn Yeti,Belgian Strong Dark Ale,16.0,0.09,,27,450 North Brewing Company,Columbus,IN
2219,Scarecrow,American IPA,16.0,0.069,65.0,27,450 North Brewing Company,Everett,IN
2218,Ironman,English Strong Ale,16.0,0.09,50.0,27,450 North Brewing Company,Santa Cruz,IN
2217,Honey Kolsch,Kölsch,16.0,0.046,15.0,27,450 North Brewing Company,Birmingham,IN
2216,Copperhead Amber,Belgian Dark Ale,16.0,0.052,18.0,27,450 North Brewing Company,Danville,IN
972,Rude Parrot IPA,American IPA,16.0,0.059,75.0,481,7 Seas Brewing Company,Gig Harbor,WA
866,British Pale Ale (2010),English Pale Ale,16.0,0.054,30.0,481,7 Seas Brewing Company,Abita Springs,WA
48,British Pale Ale,English Pale Ale,16.0,0.054,30.0,481,7 Seas Brewing Company,York,WA
47,Ballz Deep Double IPA,American Double / Imperial IPA,16.0,0.084,82.0,481,7 Seas Brewing Company,Avon,WA
1583,Wolfman's Berliner,Berliner Weissbier,12.0,0.038,,373,7venth Sun,Austin,FL
1165,Colorado Native,American Amber / Red Lager,12.0,0.055,26.0,462,AC Golden Brewing Company,York,CO
431,Colorado Native (2011),American Amber / Red Lager,12.0,0.055,26.0,462,AC Golden Brewing Company,Blanco,CO
516,Jockamo IPA,American IPA,12.0,0.065,52.0,533,Abita Brewing Company,Abita Springs,LA
515,Purple Haze,Fruit / Vegetable Beer,12.0,0.042,13.0,533,Abita Brewing Company,Temecula,LA
514,Abita Amber,American Amber / Red Lager,12.0,0.045,17.0,533,Abita Brewing Company,Brooklyn,LA
2540,Citra Ass Down,American IPA,16.0,0.082,68.0,62,Against The Grain Brewery,Dallas,KY
2539,The Brown Note,American Brown Ale,16.0,0.05,20.0,62,Against The Grain Brewery,Gig Harbor,KY
2686,Citra Ass Down,American Double / Imperial IPA,16.0,0.08,68.0,1,Against the Grain Brewery,Bronx,KY
2685,London Balling,English Barleywine,16.0,0.125,80.0,1,Against the Grain Brewery,Medford,KY
2684,35 K,Milk / Sweet Stout,16.0,0.077,25.0,1,Against the Grain Brewery,Baton Rouge,KY
2683,A Beer,American Pale Ale (APA),16.0,0.042,42.0,1,Against the Grain Brewery,Lowell,KY
2682,Rules are Rules,German Pilsener,16.0,0.05,25.0,1,Against the Grain Brewery,Black Mountain,KY
2681,Flesh Gourd'n,Pumpkin Ale,16.0,0.066,21.0,1,Against the Grain Brewery,Baltimore,KY
2680,Sho'nuff,Belgian Pale Ale,16.0,0.04,13.0,1,Against the Grain Brewery,Belt,KY
2679,Bloody Show,American Pilsner,16.0,0.055,17.0,1,Against the Grain Brewery,Belfast,KY
2678,Rico Sauvin,American Double / Imperial IPA,16.0,0.076,68.0,1,Against the Grain Brewery,York,KY
2677,Coq de la Marche,Saison / Farmhouse Ale,16.0,0.051,38.0,1,Against the Grain Brewery,Bronx,KY
2676,Kamen Knuddeln,American Wild Ale,16.0,0.065,,1,Against the Grain Brewery,Boston,KY
2675,Pile of Face,American IPA,16.0,0.06,65.0,1,Against the Grain Brewery,Cherry Hill,KY
2674,The Brown Note,English Brown Ale,16.0,0.05,20.0,1,Against the Grain Brewery,Louisville,KY
1594,Maylani's Coconut Stout,American Stout,16.0,0.053,35.0,367,Airways Brewing Company,Durango,WA
1162,Oatmeal PSA,American Pale Ale (APA),16.0,0.05,35.0,367,Airways Brewing Company,Atlanta,WA
1137,Pre Flight Pilsner,American Pilsner,16.0,0.052,33.0,367,Airways Brewing Company,Kent,WA
2403,P-Town Pilsner,American Pilsner,12.0,0.04,20.0,117,Alameda Brewing,Broomfield,OR
2402,Klickitat Pale Ale,American Pale Ale (APA),12.0,0.053,36.0,117,Alameda Brewing,Rochester,OR
2401,Yellow Wolf Imperial IPA,American Double / Imperial IPA,12.0,0.082,103.0,117,Alameda Brewing,Portland,OR
1921,Freeride APA,American Pale Ale (APA),12.0,0.053,40.0,270,Alaskan Brewing Company,Juneau,AK
1920,Alaskan Amber,Altbier,12.0,0.053,18.0,270,Alaskan Brewing Company,Gainesville,AK
