Date,Temp
1981/1/1,-449.05213612832034
1981/1/2,-384.83355045154553
1981/1/3,-405.17395193857277
1981/1/4,-120.83521948190455
1981/1/5,292.67660995769035
1981/1/6,406.73279446149365
1981/1/7,-490.5879160144997
1981/1/8,147.7117113507972
1981/1/9,339.9422221565025
1981/1/10,281.4520741931944
1981/1/11,-229.06435869285528
1981/1/12,-255.16743759319527
1981/1/13,16.7
1981/1/14,-238.57589845099056
1981/1/15,-302.9532779178801
1981/1/16,20.7
1981/1/17,81.15487379704005
1981/1/18,-275.1223744321878
1981/1/19,44.04190145214828
1981/1/20,-193.19736319903916
1981/1/21,-363.8612188589624
1981/1/22,142.95672820017316
1981/1/23,-205.26638275646624
1981/1/24,229.25646172588475
1981/1/25,-231.72298593969288
1981/1/26,159.1637832168208
1981/1/27,120.4725449801445
1981/1/28,-337.16335324300053
1981/1/29,-397.402220322898
1981/1/30,-519.9863445140757
1981/1/31,218.2358661183357
1981/2/1,353.95092616672775
1981/2/2,-196.0738249713311
1981/2/3,383.14875866527365
1981/2/4,419.2874002594991
1981/2/5,428.1548578873198
1981/2/6,16.8
1981/2/7,531.6778331753161
1981/2/8,177.92603104419933
1981/2/9,-479.73678787496834
1981/2/10,386.0820865107065
1981/2/11,-407.3625167072166
1981/2/12,-311.9654844184115
1981/2/13,-139.68206645734674
1981/2/14,22.0
1981/2/15,439.52796959531275
1981/2/16,75.1888152875877
1981/2/17,95.10189638943389
1981/2/18,153.7145366614553
1981/2/19,145.44142470996215
1981/2/20,15.7
1981/2/21,422.851760200255
1981/2/22,402.6774443056471
1981/2/23,318.8347320835027
1981/2/24,-388.47097285709754
1981/2/25,-303.35841796884233
1981/2/26,411.38366496941825
1981/2/27,412.26972359491106
1981/2/28,-262.288368937751
1981/3/1,-506.4096938221895
1981/3/2,-456.12751372713666
1981/3/3,266.1203752261963
1981/3/4,471.9880593787363
1981/3/5,110.37592706309657
1981/3/6,-139.72168290022682
1981/3/7,-128.63963942090285
1981/3/8,173.61614472147417
1981/3/9,-413.1558608365286
1981/3/10,431.3582507941894
1981/3/11,365.4969322307916
1981/3/12,-58.9548368382255
1981/3/13,-105.42677839345207
1981/3/14,493.0721386174009
1981/3/15,-94.93178543544316
1981/3/16,-371.1132538598908
1981/3/17,137.33928405208482
1981/3/18,235.64400888182973
1981/3/19,-129.11183700578152
1981/3/20,-500.94852581527635
1981/3/21,-55.42593393743056
1981/3/22,8.0
1981/3/23,-404.2981233277975
1981/3/24,13.4
1981/3/25,-499.1506754652233
1981/3/26,42.93477115060285
1981/3/27,-26.158664523906587
1981/3/28,274.6219265918172
1981/3/29,463.1718852667116
1981/3/30,-241.25766466918589
1981/3/31,15.8
1981/4/1,546.9383911115564
1981/4/2,282.2337959065682
1981/4/3,-187.07817276086803
1981/4/4,149.04023335739404
1981/4/5,-268.80870826041553
1981/4/6,-462.01830102227876
1981/4/7,10.0
1981/4/8,14.9
1981/4/9,-84.3868816146966
1981/4/10,27.40676639951749
1981/4/11,-275.4334440139927
1981/4/12,-66.10800982605674
1981/4/13,-206.22807206374821
1981/4/14,-258.83405810391577
1981/4/15,72.43906287086311
1981/4/16,-23.3546599119175
1981/4/17,112.62886701551486
1981/4/18,-92.98439328104901
1981/4/19,419.45259026755696
1981/4/20,-146.86962742043144
1981/4/21,-179.17583139250274
1981/4/22,359.218705667336
1981/4/23,457.276658919503
1981/4/24,60.84194019479695
1981/4/25,-154.97081687021725
1981/4/26,505.5621099084184
1981/4/27,-63.50698643498578
1981/4/28,-414.97935066759044
1981/4/29,-372.11996676145446
1981/4/30,7.4
1981/5/1,-54.596773769512595
1981/5/2,165.6937898036364
1981/5/3,298.7396211378251
1981/5/4,-128.41874382505594
1981/5/5,242.472401944171
1981/5/6,13.5
1981/5/7,296.1948426209154
1981/5/8,87.28336006668137
1981/5/9,350.1727675179299
1981/5/10,-231.01329798317533
1981/5/11,-1.2271592305143748
1981/5/12,-311.92001359148696
1981/5/13,5.3
1981/5/14,160.77117674183367
1981/5/15,125.80812142763784
1981/5/16,11.2
1981/5/17,33.529739378379475
1981/5/18,-392.8898094467446
1981/5/19,240.30499999252848
1981/5/20,128.79725779408616
1981/5/21,-260.157508428117
1981/5/22,54.772380473549134
1981/5/23,376.49656704469595
1981/5/24,-285.51452698859634
1981/5/25,-161.5536544913672
1981/5/26,-155.46561914583154
1981/5/27,11.0
1981/5/28,378.2555862600041
1981/5/29,-401.08852352694515
1981/5/30,-376.07574034214
1981/5/31,330.564727948223
1981/6/1,130.7986764001429
1981/6/2,-391.0449818616331
1981/6/3,141.64187614553356
1981/6/4,217.107657384919
1981/6/5,473.69362198661815
1981/6/6,146.97397329629297
1981/6/7,443.3805547000898
1981/6/8,-497.22945629202
1981/6/9,-100.00675186672424
1981/6/10,544.7732867798422
1981/6/11,204.12423460178928
1981/6/12,-179.6601830898991
1981/6/13,10.4
1981/6/14,-288.0763096532369
1981/6/15,-338.525748188879
1981/6/16,317.9893364648966
1981/6/17,85.13449410974772
1981/6/18,326.5919468694258
1981/6/19,-192.80317250602704
1981/6/20,3.8
