Date,Temp
1981/1/1,300.57679789286834
1981/1/2,17.9
1981/1/3,-468.0759703081406
1981/1/4,288.08053705192754
1981/1/5,364.61881292534224
1981/1/6,513.1858708189956
1981/1/7,15.8
1981/1/8,467.3757859492339
1981/1/9,-511.76075689147217
1981/1/10,-73.00583856442763
1981/1/11,-379.8476236158634
1981/1/12,13.3
1981/1/13,356.9928118495734
1981/1/14,-160.07120776715126
1981/1/15,25.0
1981/1/16,438.0801523655234
1981/1/17,-380.36516450225133
1981/1/18,-77.73160846440302
1981/1/19,17.7
1981/1/20,-203.36127399272047
1981/1/21,117.56160518921651
1981/1/22,219.97163465654867
1981/1/23,-81.48235505854153
1981/1/24,16.0
1981/1/25,16.5
1981/1/26,469.53749468627944
1981/1/27,19.4
1981/1/28,206.9471164585523
1981/1/29,-36.74216199832747
1981/1/30,472.0855268239129
1981/1/31,-371.4902967076788
1981/2/1,15.3
1981/2/2,-268.0767968327016
1981/2/3,-393.15768873939277
1981/2/4,120.6356105283572
1981/2/5,-525.2213216527944
1981/2/6,16.8
1981/2/7,14.6
1981/2/8,-125.00011584646377
1981/2/9,-194.96564703778387
1981/2/10,221.0918837075288
1981/2/11,-160.8322147097777
1981/2/12,13.9
1981/2/13,-337.60081150890676
1981/2/14,533.8858271369618
1981/2/15,463.939294263945
1981/2/16,391.4737018840401
1981/2/17,-341.01504018225694
1981/2/18,-428.7787885417304
1981/2/19,485.7890455766749
1981/2/20,502.116461836532
1981/2/21,16.6
1981/2/22,72.41097570524785
1981/2/23,-342.6185069600092
1981/2/24,-148.59458641231177
1981/2/25,425.64957924642107
1981/2/26,16.9
1981/2/27,-328.32958582290115
1981/2/28,21.2
1981/3/1,442.5402335920853
1981/3/2,-344.12675583049526
1981/3/3,17.0
1981/3/4,16.0
1981/3/5,-471.0908742827763
1981/3/6,14.3
1981/3/7,-263.19629395144693
1981/3/8,514.1650278844373
1981/3/9,16.1
1981/3/10,137.94903959650242
1981/3/11,-317.76648894026687
1981/3/12,230.81975073020786
1981/3/13,11.8
1981/3/14,-200.73905959071993
1981/3/15,10.6
1981/3/16,11.7
1981/3/17,-429.57922903938106
1981/3/18,204.14605472943848
1981/3/19,-441.3864774750665
1981/3/20,293.7631731647789
1981/3/21,8.1
1981/3/22,8.0
1981/3/23,-108.25203788310628
1981/3/24,13.4
1981/3/25,338.66477732732136
1981/3/26,13.4
1981/3/27,11.0
1981/3/28,-59.08938408202642
1981/3/29,15.7
1981/3/30,-317.9139396961354
1981/3/31,15.8
1981/4/1,149.34841819949474
1981/4/2,367.95024217797277
1981/4/3,-273.89502516401234
1981/4/4,455.1029800592687
1981/4/5,-395.20720214451666
1981/4/6,449.1830289292992
1981/4/7,-278.0752454405232
1981/4/8,-13.413931552196674
1981/4/9,-31.09981026945773
1981/4/10,13.0
1981/4/11,453.073446949063
1981/4/12,-4.5219882223604095
1981/4/13,337.4104615752326
1981/4/14,-285.27623642583075
1981/4/15,53.46721120172289
1981/4/16,-3.016535347638604
1981/4/17,-163.46624704293666
1981/4/18,246.66382185151022
1981/4/19,458.0774260950631
1981/4/20,10.6
1981/4/21,365.99930292153664
1981/4/22,444.1759660010648
1981/4/23,433.88709464486936
1981/4/24,-486.7736340064648
1981/4/25,547.0528442846146
1981/4/26,7.4
1981/4/27,-472.55445125013307
1981/4/28,468.99811303598517
1981/4/29,9.9
1981/4/30,399.534463253574
1981/5/1,8.6
1981/5/2,-442.3015863855522
1981/5/3,-21.611512262633156
1981/5/4,8.6
1981/5/5,401.544697204848
1981/5/6,137.02531344173764
1981/5/7,463.75399904281755
1981/5/8,157.1839337834052
1981/5/9,10.7
1981/5/10,444.5340605549879
1981/5/11,527.795142147948
1981/5/12,-431.15966100480387
1981/5/13,-293.38640118935257
1981/5/14,459.3831120957944
1981/5/15,119.677294113394
1981/5/16,-83.90990990713264
1981/5/17,9.8
1981/5/18,5.9
1981/5/19,419.83074374192785
1981/5/20,138.7069544546309
1981/5/21,3.4
1981/5/22,-13.571488872407608
1981/5/23,9.6
1981/5/24,222.76240638047776
1981/5/25,12.3
1981/5/26,251.7698276042777
1981/5/27,11.0
1981/5/28,133.89273445893406
1981/5/29,339.8524777193687
1981/5/30,11.8
1981/5/31,12.8
1981/6/1,73.10634902040093
1981/6/2,123.02614486945235
1981/6/3,115.76436503926472
1981/6/4,11.2
1981/6/5,5.7
1981/6/6,7.1
1981/6/7,2.5
1981/6/8,-112.92498606779071
1981/6/9,4.6
1981/6/10,-236.66657976236002
1981/6/11,545.9141451315853
1981/6/12,237.12309557105166
1981/6/13,304.0066550160297
1981/6/14,-129.20722341686542
1981/6/15,9.2
1981/6/16,-441.21873450569274
1981/6/17,-234.5544883043718
1981/6/18,-364.2743855800242
1981/6/19,52.93476377755237
1981/6/20,3.8
1981/6/21,-336.93090100091
1981/6/22,-95.95855482904155
1981/6/23,4.8
1981/6/24,-53.528170404398
1981/6/25,521.3467422532099
1981/6/26,-363.63993357913523
1981/6/27,-275.45217230087087
1981/6/28,10.2
1981/6/29,-490.0485836990742
1981/6/30,76.96257103281458
1981/7/1,358.95959676111386
1981/7/2,196.37610568780195
1981/7/3,498.4657983770151
1981/7/4,494.8546537782909
1981/7/5,7.4
1981/7/6,488.3374494910068
1981/7/7,6.6
1981/7/8,101.70329722193635
1981/7/9,130.1634572492415
1981/7/10,4.6
1981/7/11,-424.319899538473
1981/7/12,49.62845521150162
1981/7/13,-478.53576671444733
1981/7/14,-288.6832157357034
1981/7/15,216.1183544290244
1981/7/16,6.3
1981/7/17,8.8
1981/7/18,5.0
1981/7/19,7.4
1981/7/20,10.1
1981/7/21,-394.4519929953048
1981/7/22,9.0
1981/7/23,-36.5330229339921
1981/7/24,-497.21498420303465
1981/7/25,9.0
1981/7/26,9.2
1981/7/27,-105.87521919144844
1981/7/28,-148.93520111564195
1981/7/29,45.807083360671214
1981/7/30,3.5
1981/7/31,200.15007957667248
1981/8/1,510.14544672505707
1981/8/2,7.7
1981/8/3,-408.04524338044376
1981/8/4,-8.402255234277469
1981/8/5,6.2
1981/8/6,372.80652807306194
1981/8/7,6.5
1981/8/8,276.72224978666435
1981/8/9,324.23509050964986
1981/8/10,5.2
1981/8/11,-370.31055335039025
1981/8/12,-192.84925984214934
1981/8/13,-110.87376648453777
1981/8/14,9.0
1981/8/15,-383.98578912289884
1981/8/16,-456.477533155929
1981/8/17,-59.68755328229818
1981/8/18,188.56048735472817
1981/8/19,-147.88351752993407
1981/8/20,399.800150570335
1981/8/21,-386.98043178190875
1981/8/22,525.456183646958
1981/8/23,3.9
1981/8/24,-119.15111422718931
1981/8/25,520.1882867228761
1981/8/26,457.0043344101418
1981/8/27,6.0
1981/8/28,5.5
1981/8/29,8.1
1981/8/30,5.5
1981/8/31,355.8684978176474
1981/9/1,57.94112088710046
1981/9/2,10.3
1981/9/3,9.8
1981/9/4,9.6
1981/9/5,205.6425661057055
1981/9/6,7.5
1981/9/7,11.2
1981/9/8,-383.161960625048
1981/9/9,-252.39294437822642
1981/9/10,90.02977053486191
1981/9/11,-138.74762964895643
1981/9/12,-1.1500374683522023
1981/9/13,468.9256763846125
1981/9/14,7.3
1981/9/15,89.0752880833813
1981/9/16,14.1
1981/9/17,89.00207003080467
1981/9/18,-0.9048991981260062
1981/9/19,10.5
1981/9/20,50.79331011878204
1981/9/21,-271.4317771370116
1981/9/22,145.6676153949968
1981/9/23,70.92780129022329
1981/9/24,-476.14644128229787
1981/9/25,197.6375392630507
1981/9/26,-42.49745950485464
1981/9/27,-300.2901384734345
1981/9/28,-246.35427349000017
1981/9/29,-305.97968785565547
1981/9/30,12.4
1981/10/1,424.13784014678197
1981/10/2,-422.4893101843027
1981/10/3,-525.0687036180035
1981/10/4,-150.40221638831855
1981/10/5,11.4
1981/10/6,13.2
1981/10/7,432.641876102736
1981/10/8,7.3
1981/10/9,12.9
1981/10/10,-484.34409459189607
1981/10/11,6.2
1981/10/12,-160.5981012024438
1981/10/13,10.0
1981/10/14,36.966324192576764
1981/10/15,387.673321968126
1981/10/16,10.2
1981/10/17,8.6
1981/10/18,385.5896645047363
1981/10/19,10.4
1981/10/20,327.6962216361802
1981/10/21,13.2
1981/10/22,11.4
1981/10/23,-244.8903998593255
1981/10/24,-213.46215305544712
1981/10/25,8.4
1981/10/26,522.404302218478
1981/10/27,-87.18412247965367
1981/10/28,-290.189837807249
1981/10/29,270.4665648729475
1981/10/30,-132.7373070444196
1981/10/31,-348.91786896943296
1981/11/1,-508.069931192759
1981/11/2,11.5
1981/11/3,13.6
1981/11/4,33.80499592301601
1981/11/5,10.4
1981/11/6,-134.26901386639366
1981/11/7,7.6
