city,num
Troutville,54
Buellton,49
Detroit,42
Grand Rapids,42
Tulsa,32
Leavenworth,30
San Antonio,28
Garrattsville,24
St Petersburg,23
Tampa,22
South Deerfield,22
CO,20
Belmont,18
Port Clinton,18
Longmont,18
Aurora,17
Eagle,17
Lincoln,16
Lemont,16
Douglas,16
San Francisco,16
Brooklyn,16
Redlands,16
Libertyville,16
Virginia Beach,16
Yardley,15
Indianapolis,15
Lyons,15
Shreveport,15
Eugene,15
Edwards,15
Gary,15
Asheville,15
Traverse City,15
Export,14
Davenport,13
Chandler,13
Yakima,13
Bargersville,13
Portland,13
Dripping Springs,13
Farmers Branch,12
Mt. Airy,12
San Diego,12
Boonville,12
Fort Collins,12
Wilmington,12
Los Angeles,12
Angola,12
Ipswich,12
Lewiston,11
Boston,11
Midvale,11
Bucryus,11
Pottstown,11
Danville,11
Sisters,11
Stevens Point,11
Washougal,11
Durango,10
Boise,10
West Chester,10
Saint Louis,10
Sheffield,10
Nellysford,10
Buena Vista,9
Warrenville,9
Macon,9
Kalona,9
Estacada,9
Nantucket,9
Madison,9
Denton,9
Astoria,9
Denver,9
Lahaina,9
Raleigh,9
Birmingham,8
Ashland,8
Boulder,8
Cincinnati,8
Philadelphia,8
Cambridge,8
Eau Claire,8
Bellingham,8
Minneapolis,8
St Paul,8
Chicago,8
Woodbridge,8
Seattle,8
St Mary's,8
Broomfield,8
Waynesville,8
Wilson,7
Lake Barrington,7
Westminster,7
Lake Havasu City,7
Salt Lake City,7
Louisville,7
Lansdale,7
Anchorage,7
Conroe,7
Marquette,7
Meridian,7
Greeley,7
Norfolk,7
Jacksonville,7
Spirit Lake,7
Blanco,7
Weston,7
Abita Springs,7
Odessa,7
Hilo,7
Mishawaka,7
Dolores,7
Garden City,7
Missoula,6
Dayton,6
Seven Points,6
Atlantic Highlands,6
Helena,6
Charleston,6
Torrance,6
Paonia,6
Gainesville,6
Santa Cruz,6
Northamtpon,6
Belfast,6
Spearfish,6
Santa Fe,6
Houghton,6
Spring Lake,6
Michigan City,6
Brooklyn Center,6
Airway Heights,6
Westfield,6
Plant City,6
Dallas,6
Fuquay-Varina,6
Reno,6
Woodinville,6
Kalamazoo,6
South San Francisco,6
Abingdon,6
Manhattan,6
Whitefish,6
Belt,6
Bozeman,6
Waterbury,5
Stevensville,5
Fort Worth,5
Baltimore,5
Comstock Park,5
Bloomington,5
Duluth,5
Bloomfield,5
Springfield,5
Baton Rouge,5
Evansville,5
Patchogue,5
York,5
Somerset Center,5
Utica,5
Talkeetna,5
Southampton,5
Pawtucket,5
Oklahoma City,5
Lakeside,5
South Burlington,5
Meadville,5
Dunedin,5
Framingham,5
Memphis,5
Middleton,5
Carlsbad,5
Half Moon Bay,5
Wolcott,5
Bridgewater Corners,5
Paso Robles,5
Dillon,5
Burlington,4
Columbus,4
Golden,4
Cortland,4
San Luis Obispo,4
South Austin,4
Lafayette,4
Lone Tree,4
Durham,4
Newburgh,4
Crozet,4
Flagstaff,4
Menominie,4
Bronx,4
Menominee,4
New Orleans,4
Papillion,4
Latrobe,4
Diamond Springs,4
Glendale,4
Moab,4
Tacoma,4
Springdale,4
Mustang,4
Rogers,4
Portage,4
Rochester,4
Royal Oak,4
Kearney,4
Black Mountain,4
Midwest City,4
Austin,4
Centralia,4
Santee,4
Conestoga,4
White Salmon,4
Mooresville,4
Cold Spring,4
Martinsville,4
Des Moines,4
Washington,4
East Fairfield,4
Phoenixville,4
Morganton,4
Ponderay,4
Athens,4
Monument,4
Pawcatuck,4
Stratford,4
Hooksett,4
Lexington,4
Fredericksburg,4
Gloucester,4
Bend,4
Jackson,4
Murphysboro,4
Huntsville,4
Mt. Pleasant,4
Hamilton,4
Holland,4
Kent,3
O'Fallon,3
Atlanta,3
Tampa Bay,3
Hardy,3
Lewisburg,3
St. Paul,3
Hyannis,3
Alpine,3
Cheboygan,3
Soldotna,3
Arrington,3
Williams,3
Montauk,3
South Bend,3
Stillwater,3
Fort Wayne,3
Albuquerque,3
Medford,3
Ann Arbor,3
WA,3
New York,3
Miami,3
Loveland,3
Sacramento,3
Manheim,3
Slippery Rock,3
Frederick,3
Charlotte,3
Corvallis,3
Telluride,3
Granger,3
North Woodstock,3
Ashburn,3
Richmond,3
Temecula,3
Sheridan,3
Erie,3
Valparaiso,3
Biglerville,3
Afton,3
Gig Harbor,3
Roseville,3
Evanston,3
Vadnais Heights,3
Idaho Springs,3
North Conway,3
Leominster,3
Green Bay,3
Ridgefield Park,3
St. John's,3
Newport,3
Cleveland,3
Williamsburg,3
Cherry Hill,3
Tucson,3
Pittsburgh,3
Kansas City,3
Halethorpe,3
Monroe,3
Mount Pleasant,2
Mill Valley,2
Windsor,2
Hayward,2
Pittsboro,2
Greenville,2
Shelburne,2
Charlottesville,2
Jacksonville Beach,2
Chico,2
Marlborough,2
Ukiah,2
Pinedale,2
Paw Paw,2
Plainfield,2
Elmira,2
Providence,2
Lockland,2
Mammoth Lakes,2
Milwaukee,2
Claremont,2
Knoxville,2
Westerly,2
Everett,2
Frankenmuth,2
Silverton,2
Nashville,2
Hudsonville,2
Palisade,2
Arvada,2
Tempe,2
Henderson,2
Bridgman,2
Minnetonka,2
College Station,2
Colorado Springs,2
Newburyport,2
Covington,2
Savannah,2
Pineland,2
Stamford,2
Lake Geneva,2
Petoskey,2
Croydon,2
Fargo,2
Boone,2
Phoenix,2
Aspen,2
Verona,2
Hershey,2
Canton,2
Lancaster,2
Middleburg Heights,2
Kona,2
Avon,2
Brevard,2
Middlebury,2
Marietta,2
Kinston,2
Pacific,1
Boynton Beach,1
East Windsor,1
Worcester,1
South Lyon,1
Hattiesburg,1
Lombard,1
Gadsden,1
Chatham,1
Battle Creek,1
Shelbyville,1
Krebs,1
Wilkes-Barre,1
Vista,1
Lenoir,1
Smithton,1
Chattanooga,1
Myrtle Beach,1
Hays,1
Roanoke,1
Lowell,1
Laurel,1
Prescott,1
Juneau,1
Houston,1
