Target Correlation,Best Standard Deviation,Best Correlation,Original vs Generated Correlation
0.7,467.42244844896896,0.7000077160624713,0.41180259305612316
0.72,441.0683013660273,0.7200018830273883,0.41181454649730526
0.74,415.43344866897337,0.7400039262679734,0.4118245017752716
0.76,390.3980079601592,0.7600065240956742,0.4118326319869874
0.78,365.84209684193684,0.7800009610732673,0.4118390771675765
0.8,341.60587211744235,0.8000069173134777,0.4118439526822409
0.82,317.5694513890278,0.8200022122878482,0.41184732956336906
0.84,293.5530110602212,0.8399981998281641,0.41184925248019
0.86,269.3567471349427,0.8599965288202313,0.4118497223849873
0.88,244.72091441828837,0.880004862888359,0.41184868706810757
0.9,219.32582651653033,0.9000074702167112,0.4118460206442503
0.92,192.6719734394688,0.9200054768965784,0.4118414754038261
0.94,163.94015880317605,0.9400001557698078,0.41183457178714417
0.96,131.5319506390128,0.9600045253920968,0.41182428894622497
0.98,91.39132782655653,0.9800053469128885,0.41180788371400584
