Target Correlation,Best Standard Deviation,Best Correlation,Original vs Generated Correlation
0.7,1.2160841608416086,0.6999975593687741,0.44226380743794885
0.72,1.1486104861048612,0.7200055332628916,0.44244968872729756
0.74,1.0829008290082902,0.7400061033841049,0.44261534174653866
0.76,1.0186121861218613,0.7600049991216499,0.44276266638293116
0.78,0.9554015540155402,0.7800070026015927,0.44289323928114765
0.8,0.8929749297492975,0.7999961844015254,0.44300823968887854
0.82,0.8308423084230843,0.8200094404313918,0.44310888078968036
0.84,0.7687096870968709,0.8400037219215362,0.4431956913971172
0.86,0.7059890598905989,0.8600030462488737,0.4432692538664049
0.88,0.6420434204342044,0.8800022659394383,0.4433296603089463
0.9,0.5759907599075991,0.8999994483675587,0.4433765482717047
0.92,0.5065080650806508,0.9199977958992493,0.4434088233460832
0.94,0.4313903139031391,0.9400083774101006,0.443424012826278
0.96,0.34657046570465705,0.9600031760219452,0.4434165120587565
0.98,0.24117041170411704,0.9800050550585178,0.4433707015614395
