Target Correlation,Best Standard Deviation,Best Correlation,Original vs Generated Correlation
0.7,3154.40299402994,0.7000092917025686,0.8869026345848419
0.72,2982.2043320433204,0.7200055078680347,0.8971253234443224
0.74,2814.0846908469084,0.7400084630191452,0.9068728282019008
0.76,2649.324243242432,0.7600080927461782,0.9161653737604347
0.78,2487.0831908319083,0.7800062017298057,0.9250280037936076
0.8,2326.441754417544,0.8000088086054024,0.9334861587696438
0.82,2166.520145201452,0.8200061803776936,0.9415574668943075
0.84,2006.1586415864158,0.8400056791669759,0.9492656163265795
0.86,1844.0375603756036,0.8600060371514896,0.9566296222363426
0.88,1678.4373143731436,0.8800094538354909,0.963668802644962
0.9,1507.1184411844117,0.9000058280257665,0.9703973910559761
0.92,1326.521795217952,0.92000835834929,0.9768367302518618
0.94,1131.0487204872047,0.9400072706481853,0.9829998191867845
0.96,909.6618666186662,0.9600070925446669,0.9889038832882796
0.98,633.8880688806888,0.9800095348845627,0.9945653372986524
