V1,V2,V3,V4,V5,V6,V7
Y1,7392.26825493994,7392.6,7527.6,7594.8,7720.7,7823.2
Y2,1365.8754320487155,1366.0,1288.0,1148.0,1139.0,1062.0
Y3,8659.591309240073,8660.0,8780.0,8830.0,8990.0,9230.0
Y4,9789.536356301396,9790.0,9940.0,9940.0,10110.0,10400.0
Y5,6840.0,7420.0,7570.0,8010.0,8240.0,8730.0
Y6,3854.4320665203177,3854.54,4003.45,4229.12,4502.05,4741.77
Y7,3169.24,3188.37,3231.05,3318.34,3430.45,3540.68
Y8,-319.3703082652414,2357.19,2359.22,2346.79,2349.57,2352.89
Y9,-56.39798521751152,2235.605,2234.682,2232.185,2217.827,2206.212
Y10,2170.204,2162.9,2181.906,2167.475,2135.708,2122.196
Y11,1442.03,1445.935,1455.686,1460.164,1462.11,1466.256
Y12,801.1854055806555,1957.9027,1987.1855,2016.1373,2034.6528,2060.5974
Y13,5109.5,4880.8,4991.3,5067.7,5412.5,5379.0
Y14,2542.7238038259834,4969.1,5156.8,5287.7,5609.8,5612.3
Y15,2827.906953156757,5368.2,5739.3,5831.2,6491.5,6272.6
Y16,-103.57371476813066,2982.7,3012.5,3046.1,3171.5,3252.4
Y17,491.23769559188787,3896.2,3931.4,3975.3,4132.9,4226.1
Y18,-902.8968053221464,3410.3,3471.0,3528.1,3651.0,3713.7
Y19,2225.75,2448.49,2404.06,2586.15,2601.35,2615.08
Y20,2578.494555176053,7190.36,7241.79,7562.98,7534.85,7461.09
Y21,5385.124743473045,9518.2,8390.5,9581.9,9374.1,8733.5
Y22,-20.466256386777047,3718.48,3701.49,3982.13,3999.56,4078.38
Y23,4263.645582560552,7951.6,7434.0,7537.1,7316.3,7240.9
Y24,4634.156127798611,7758.95,7849.52,8138.36,7924.66,7853.05
Y25,2238.35,2473.02,2449.83,2508.1,2405.14,2344.65
Y26,1630.5109202522976,5875.35,5869.78,6260.36,6221.0,6273.72
Y27,-1872.4017011051385,1552.501,1564.619,1612.608,1569.061,1555.66
Y28,-1677.9103854730984,1432.702,1414.062,1479.589,1456.518,1465.493
Y29,1211.7118939145273,3878.19,3902.188,3885.841,3853.194,3842.311
Y30,4326.569,4352.551,4408.16,4450.216,4490.119,4552.869
Y31,1907.0723962147474,3612.289,3641.019,3633.453,3652.999,3652.519
Y32,2935.803730858377,5060.605,5064.938,5059.442,5048.156,5053.33
Y33,-590.4762753870717,1186.359,1186.328,1186.805,1184.368,1181.182
Y34,-190.5216600712418,1610.8123,1627.5814,1629.4475,1632.7424,1638.7307
Y35,1394.0283234716574,3186.738,3205.148,3204.902,3208.018,3234.029
Y36,1096.0059,1092.0504,1097.9697,1095.344,1088.2221,1087.5634
Y37,3751.41,3742.367,3776.237,3798.934,3798.104,3831.152
Y38,1822.776714493917,4348.0,5891.0,6578.0,7103.0,7965.0
Y39,1640.3162370008029,3971.0,4518.0,5347.0,5933.0,6315.0
Y40,2368.058267604509,4971.0,5137.0,5268.8,5448.4,5606.6
Y41,14970.8,15241.0,15562.1,15822.2,16192.5,16570.4
Y42,5775.2,5813.3,5780.9,5764.6,5899.0,6061.5
Y43,-490.2565873445218,2882.0,2911.0,2891.0,2929.0,3015.0
Y44,6117.402483824633,10611.6,10682.5,10874.6,11138.6,11303.9
Y45,10242.4,10528.1,10638.5,10796.8,11009.8,11071.6
Y46,1140.273601955919,6627.0,6545.0,6144.0,6011.0,5925.0
Y47,-244.6021935270512,6633.0,6552.0,6151.0,6017.0,5931.0
Y48,-1232.499803312723,5910.0,5740.0,5620.0,5550.0,5580.0
Y49,-5587.364045575532,2458.7,2438.5,2433.5,2432.7,2441.1
Y50,9600.836995879463,18044.0,17971.0,18022.0,18115.0,18214.0
Y51,-444.03328010686266,7867.0,7733.0,7749.0,7800.0,7842.0
Y52,11779.731495977207,20472.0,22631.0,24642.0,26404.0,28928.0
Y53,8927.31363163423,17829.0,18727.0,18762.0,15267.0,13775.0
Y54,9071.0,9765.0,10836.0,12355.0,13979.0,15927.0
Y55,-5724.251287075702,3116.18,3472.21,3803.11,4164.57,4687.12
Y56,5614.914210834062,15405.0,17620.0,20153.0,23291.0,28244.0
Y57,-7466.5951982128645,2199.6,2211.1,2283.7,2366.7,2477.4
Y58,1947.461473812552,11126.7,11241.9,11304.6,11564.1,11253.7
Y59,1966.5657923111364,10355.7,10462.3,10518.9,10638.2,10674.7
Y60,10158.9,10411.4,10601.4,10754.8,10941.7,10991.8
Y61,1909.1389675922042,11585.6,12141.4,12129.6,12427.8,12071.4
Y62,10005.220952578504,19998.5,19194.1,19298.3,16731.6,10097.0
Y63,2296.6565145046893,12039.8,11941.5,12122.8,12091.7,11554.0
Y64,-196.62921128756713,10000.0,11175.1,11355.5,11607.1,12471.4
Y65,66.11061169848409,10091.5,9753.2,9170.3,8312.2,7702.7
Y66,478.53635854968593,10810.8,11297.4,11698.9,12081.1,12792.3
Y67,1119.3109044748137,10926.4,10910.6,11052.3,11385.9,11727.0
Y68,889.9360155791235,10327.5,10441.1,10716.0,11208.9,11345.9
Y69,2481.050752811464,10624.7,11111.6,11113.8,11676.7,12467.4
Y70,3600.6251141895655,11053.8,11672.6,12154.8,12726.6,13657.5
Y71,2453.7273249507944,9541.0,9797.1,10591.5,11418.0,12029.9
Y72,10164.3,10184.0,10253.7,10101.8,10112.9,10359.1
Y73,3291.304194863771,10557.0,10271.2,9743.6,9543.9,9055.8
Y74,10060.5,10683.9,10703.2,10589.9,10263.1,10462.2
Y75,3642.6051177330396,9379.4,9084.8,9028.6,9158.4,9617.7
Y76,9551.5,8804.3,8365.4,8158.1,8029.0,8272.4
Y77,4864.356355336961,10233.8,10710.4,10730.0,10999.5,11401.0
Y78,4954.176375402608,10425.61,10740.19,11156.42,11535.03,11810.02
Y79,-234.3635381555877,4518.98,5053.22,5712.02,6108.11,6880.9
Y80,4285.7,5165.3,5396.7,4488.9,4349.7,4169.0
Y81,-18.305623432287007,4634.52,4594.0,4471.59,4544.02,4636.48
Y82,9894.569158919092,14452.06,15460.04,16994.23,18604.08,20098.51
Y83,9603.53,9940.24,10169.12,10500.8,10756.51,10982.52
Y84,719.8503206048001,3717.0,3784.0,3852.0,3709.0,3761.0
Y85,-1778.8864106602668,1852.0,2155.0,2152.0,2534.0,2407.0
Y86,-1342.3531469017842,2666.0,3113.0,2818.0,2690.0,2745.0
Y87,5655.553941508118,9445.0,9758.0,10945.0,12347.0,11728.0
Y88,-781.1769355008996,2950.0,8980.0,5700.0,5930.0,6760.0
Y89,591.0,749.0,3393.0,5532.0,7612.0,7419.0
Y90,7370.0,6240.0,5220.0,5770.0,5760.0,5270.0
Y91,4663.926682359916,8100.0,8400.0,8800.0,8500.0,8800.0
Y92,-2835.9939359278997,1309.25,1332.96,1671.22,1247.06,1126.32
Y93,3988.641490139097,7961.522124,7880.144762,7834.042281,7811.190179,7876.932044
Y94,2881.2154309603893,6818.940605,6808.068775,6826.616113,7121.455572,7189.763667
Y95,6491.262566,6556.567073,6691.477647,6867.815696,7153.783337,7149.86989
Y96,3497.9183157814405,7563.246815,8276.070465,8772.407446,7992.98888,8097.88432
Y97,6372.817439,6335.121402,6297.091716,6355.53714,6760.106504,6608.052647
Y98,3914.601208793311,9131.047774,9169.057104,9079.217031,9293.295217,9003.762213
Y99,3467.4051309657007,8039.185746,7908.631386,7840.263257,7963.129617,7666.321479
Y100,4438.721433025854,8641.627995,8642.419661,8816.620618,8799.285497,8993.35407
Y101,1890.107358,2088.622714,2162.075003,2759.10773,2547.947426,2554.177494
Y102,4758.9576604342665,8850.409191,8878.049529,8921.286405,9182.042189,9139.435762
Y103,1738.4594462124537,5178.511666,5064.666563,5053.510339,5038.717206,5114.681166
Y104,1736.928831,1665.908761,1706.114167,1579.553209,1831.244185,1843.999151
Y105,-392.79198624901653,2409.515782,3214.755206,3327.150411,3047.057768,3232.444424
Y106,2028.097271,2139.809885,2160.610848,1701.391832,1364.414998,1608.955005
Y107,1209.5233159358986,2906.42791,2948.470926,2873.795766,2970.12402,3077.57496
Y108,246.63962773406513,1214.567813,1358.956311,1777.893165,1563.522846,2150.383616
Y109,1510.6735911579626,2967.97814,3420.707102,3611.647303,3713.924128,3596.41535
Y110,541.7979929442797,2129.579591,2172.871402,2190.77729,1957.962517,1958.493502
Y111,1183.6295101955993,2428.779618,2279.587735,2089.704454,1688.400893,2109.358266
Y112,1197.099541,1206.310052,1249.502192,1393.841685,1509.945115,1534.155809
Y113,2158.180091,2008.837288,1614.103493,1528.104912,1622.819561,1370.568808
Y114,340.2302629110852,2018.081695,1900.163385,1988.911009,2026.481574,1989.877657
Y115,461.27308071578216,1579.234943,1676.666953,1759.756835,1925.526403,1752.42188
Y116,589.8939551978453,2159.828904,2169.486458,2121.616695,2115.133129,2043.513552
Y117,1392.590394325,2562.470298,2632.314744,3138.023916,2102.306489,2651.733213
Y118,1140.5040118415154,2100.36408,2208.149074,2350.692709,2131.580375,2331.172094
Y119,1408.3766784828267,2736.683628,2824.059366,2905.555888,2571.752743,2521.064767
Y120,493.4521810905808,1712.620388,1818.680464,1766.685248,1749.319654,1772.746154
Y121,4625.219703,4079.093067,3673.89931,3386.583883,2138.256674,2856.367602
Y122,298.9620006883419,3363.426434,3171.680237,3730.082271,3761.08586,4212.832161
Y123,2400.477804,2273.218998,2337.299662,2253.819172,1879.810027,1982.44989
Y124,-1163.3318573761583,1942.839885,2125.509973,2539.528574,2605.021933,2415.910498
Y125,4448.049247362833,7848.362683,7862.539318,8060.377528,7948.082543,7886.954514
Y126,-910.5288613454328,3282.340483,4049.20914,3958.676768,4744.562947,3855.726837
Y127,2629.5381140023096,6760.75175,6804.373299,6738.763463,6559.428975,6544.356018
Y128,3968.036647749137,9135.892148,9080.769287,9122.868227,9492.629762,8951.844856
Y129,3115.170123,3127.066984,3241.321208,2978.32969,3800.674376,3376.22116
Y130,753.1716116745233,6603.16904,6526.55611,6600.73861,6971.436963,6819.098406
Y131,2708.7659377928503,8476.248204,8148.29506,8279.596991,7943.913344,7826.841103
Y132,1732.6195971113318,7267.300458,7168.412744,7138.1777,6981.248688,6889.278953
Y133,-1517.5121727402698,5453.331287,6079.931033,6700.138514,6614.091901,6545.287411
Y134,4594.327489652357,11837.31348,12678.95605,13362.68055,14271.79873,15363.34294
Y135,3475.92297897712,10427.53794,11586.61383,12751.73032,12599.42636,13149.32826
Y136,-3271.5443091082075,3932.130881,4241.109363,4387.247213,4869.409243,5448.608093
Y137,-3188.788538896103,3708.520444,3862.304716,3983.965917,3731.803812,3877.463697
Y138,5288.658471158873,12366.77641,12646.53268,14041.36682,14836.59105,15168.36613
Y139,3461.017345129583,10421.26354,11075.15964,12018.37425,13214.65768,14193.27974
Y140,-508.8090672910706,7232.138737,8101.997095,8603.162327,8597.5309,8706.518166
Y141,-1673.5467745032656,5187.120672,5912.309111,6184.649096,5739.21015,5751.195002
Y142,-315.8659056623913,5790.763698,7170.188805,7410.932207,7995.936981,8832.103145
Y143,-450.6920063041332,5480.400619,5724.471736,6244.878512,5581.988922,5871.533061
Y144,1173.244557833064,6469.067704,7246.88041,7938.920505,7932.79418,8965.257815
Y145,8929.69123528349,14631.92824,16228.04484,17574.24566,18272.48787,19065.51043
Y146,4240.372509144489,9877.806764,10717.41977,11704.63016,12448.44078,13195.19889
Y147,2278.89828,2491.964697,2779.996683,2953.481918,2771.233055,2776.878803
Y148,6984.929662,7521.071829,8264.629925,9071.717619,9003.430959,9812.806854
Y149,-3021.334075580947,3199.465271,3370.130501,3412.879785,3186.107485,3156.690887
Y150,2267.070322761648,8926.347114,9494.554839,10929.24655,10033.7571,9352.818303
Y151,-3117.984728239668,2235.160265,2365.772041,2476.771424,2393.699194,2369.741848
Y152,3980.419174411717,8849.60595,9787.700658,10487.10515,10158.10369,11398.45008
Y153,8450.037613167138,12550.61601,14898.58786,17066.09813,15001.73267,16169.42961
Y154,939.9102555991487,4959.189839,3701.62091,4105.86627,4763.090882,5162.142513
Y155,8778.822867747402,13185.94138,17730.89734,18664.58025,18796.13847,21403.32131
Y156,3389.267915,3579.948541,3810.776321,3906.993499,3897.807102,3975.947574
Y157,3037.972484,3442.732516,3753.857534,3837.621994,4343.844072,4451.325277
Y158,3467.74791,3706.092456,3862.263773,3986.951109,3732.404912,3874.650592
Y159,5988.778111,6628.838563,6840.604678,7319.22587,6437.790897,7220.849431
Y160,-887.5930988404189,3280.190207,3441.006862,3464.016682,3319.289937,3465.503836
Y161,5573.254005431458,9573.109467,9710.769274,9740.721337,9665.730193,9769.271636
Y162,11806.10478,12914.78976,14456.31559,16259.85923,16288.22045,16756.78181
Y163,-29.744587769757715,3287.778827,3468.756853,3708.311221,3966.162155,4133.720642
Y164,7175.019069,7502.274832,7599.401005,8156.789419,7729.911861,8156.960461
Y165,7360.525638093537,11471.60951,12388.53819,13724.60344,12862.4431,13992.5397
Y166,12934.151039454066,16835.79657,19164.69706,18102.80097,15411.33631,16295.02422
Y167,14155.00169,14428.02406,15239.19891,15280.99574,16042.44378,16577.29016
Y168,3722.747478,3586.664218,3673.335557,3823.930043,3999.6657,4058.636446
