price,squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom
62879.342080000395,75523,3,0,1,63,9373,3,8,2005,0,1,4313,9005,956,0,7
43790.147059086565,80771,39,1,1,98,39381,8,6,2015,1,0,3653,2436,128,1,2
34085.61595131445,55712,58,0,1,19,34457,6,8,2021,0,0,2937,8852,135,1,9
52086.26740625661,32316,47,0,0,6,27939,10,4,2012,0,1,659,7141,359,0,3
38411.031001338655,70429,19,1,1,90,38045,3,7,1990,1,0,8435,2429,292,1,4
62113.25214390284,39223,36,0,1,17,39489,8,6,2012,0,1,2009,4552,757,0,1
44131.4995854113,58682,10,1,1,99,6450,10,9,1995,1,1,5930,9453,848,0,5
40474.587504260715,86929,100,1,0,11,98155,3,4,2003,1,0,6326,4748,654,0,10
38983.94964744704,51522,3,0,0,61,9047,8,3,2012,1,1,632,5792,807,1,5
41385.41748520139,39686,42,0,0,15,71019,5,8,2021,1,1,5198,5342,591,1,3
47515.55558351686,23563,21,0,1,90,91058,6,8,1993,1,0,703,852,684,1,10
71048.88259314896,96470,74,1,0,21,92029,4,2,2011,1,1,5414,1172,716,1,9
42226.65261774701,19127,31,1,0,5,7475,2,9,2008,0,0,5387,4430,374,0,4
37229.4493155461,13087,44,1,0,77,40475,8,4,2004,1,0,1745,724,582,0,0
35604.56342373557,79770,3,0,1,69,54812,10,5,2018,0,1,8871,7117,240,0,7
41733.5040312935,75985,60,1,0,67,6517,6,9,2009,1,1,4878,281,384,1,5
52234.522204308465,64169,88,0,1,6,61711,3,9,2011,1,1,3054,129,726,0,9
48936.528028975874,99371,31,1,1,16,96297,7,8,2013,1,1,3258,6296,354,1,8
39098.507505534486,25966,37,1,1,17,22818,3,1,2016,0,0,8257,2557,162,0,6
38849.3635979551,41792,43,1,1,10,80768,9,5,2017,1,1,2950,9573,572,1,5
68327.146086587,28795,64,1,1,50,97667,3,4,2009,1,1,9862,2666,330,1,0
51021.74127855349,92383,12,0,0,78,71982,3,7,2000,0,0,7507,9056,892,1,1
51529.07694596375,33279,64,1,0,65,91690,3,2,2019,1,1,2427,717,732,0,1
40279.9394947966,34782,47,0,0,73,35331,1,4,2020,0,1,9586,6604,822,0,2
36048.66922142286,13386,51,0,0,90,87978,4,6,1993,0,0,2885,1149,904,1,4
33906.12006234118,20883,56,0,0,54,85377,5,9,2018,0,0,9982,8142,670,1,10
59912.28466279814,95121,46,0,1,3,9382,7,9,1994,0,0,615,1221,328,0,10
56680.11722130673,6071,72,1,0,14,8410,2,6,2003,1,1,3306,3635,295,0,2
1189939.3,11844,43,0,0,55,46144,6,5,1993,1,0,5292,8233,395,0,10
41077.98203236496,52078,7,1,1,73,20372,10,4,2016,1,1,1864,2049,558,0,5
47580.223903220074,25897,98,1,0,92,20344,2,4,1993,0,1,9799,9569,116,1,10
43824.69710778229,85443,40,1,1,54,339,3,1,2021,1,0,3056,8928,292,1,2
67267.24077455007,11412,78,0,0,79,73807,1,5,2009,1,1,6899,8997,695,0,0
43867.4635786779,97550,89,1,1,98,78155,2,5,2014,1,0,5391,897,388,0,0
50681.113096604015,76485,47,1,0,9,90254,2,9,2008,1,0,2860,3129,982,0,1
35921.909863930225,26169,29,0,0,62,66489,9,7,1993,0,1,7918,187,919,1,9
70389.36308494816,24239,87,1,0,91,73056,4,7,1998,0,0,6656,7149,698,0,3
61384.200057966744,36239,8,0,1,24,66771,7,6,1990,0,1,6679,6528,798,1,5
67133.05124635398,10500,88,0,1,49,10533,10,1,2013,1,1,4170,5501,422,0,5
64073.54414082758,87060,27,0,1,91,51803,8,10,2000,0,0,6629,435,512,0,7
6677649.1,66683,19,1,1,6,50801,6,2,2001,0,0,7473,796,237,1,3
52033.406211745205,66569,59,1,1,56,15574,7,9,2016,1,1,2020,7188,269,1,10
22774.203357375973,84559,29,0,1,69,53057,7,7,2000,1,0,3573,9556,918,1,8
56682.487251401166,28749,39,0,1,53,80821,6,5,1996,1,0,8113,2352,982,1,3
7614076.6,76091,38,1,0,32,59451,5,8,2016,1,0,8150,6037,930,0,7
51820.14205103818,92696,49,1,0,38,74381,9,2,2021,0,0,1559,5111,957,1,2
43597.08697778256,46988,66,1,1,27,4863,9,10,1991,1,1,8339,6331,874,1,4
36315.44278883362,48062,22,0,1,4,28104,1,10,2008,1,0,7908,552,817,1,1
54254.99721951723,5767,97,1,1,11,44551,7,3,1998,1,0,2516,5601,307,1,4
22276.84909020586,59800,47,0,1,27,44815,6,9,2021,0,0,5075,3104,864,0,4
35538.79440201233,54836,25,0,1,53,64601,10,5,2020,1,0,5278,1059,313,1,6
40902.486013963295,54318,10,1,1,52,76737,4,2,1998,1,1,9580,3787,227,1,1
45477.48206823995,70021,52,1,0,28,95678,4,6,1992,0,1,4480,6919,680,1,1
65655.65329926235,54368,11,1,1,20,55761,3,7,2021,0,0,231,1939,223,0,8
50013.293052409346,31421,29,0,1,68,67505,5,3,1999,1,1,8949,2080,630,0,5
50129.795298188896,63053,6,1,1,28,45312,3,1,1997,0,1,8414,6270,939,1,8
66064.30107913964,4187,89,0,1,17,7488,1,6,1994,1,0,186,2627,559,1,2
