Target Correlation,Best Standard Deviation,Best Correlation,Original vs Generated Correlation
0.7,421770.4354087082,0.700004475298793,0.6764752947002821
0.72,398459.969199384,0.7200022386935853,0.6901431165208008
0.74,375734.5146902938,0.7400061044219546,0.7034785741085342
0.76,353495.06990139803,0.7600055261886735,0.7164788317151127
0.78,331624.63249264983,0.7800040482258938,0.7291508339253125
0.8,309997.1999439988,0.800008487899645,0.7415035023529443
0.82,288495.7699153983,0.820007147764228,0.7535344879359493
0.84,266967.33934678696,0.8400045426462703,0.7652516320672839
0.86,245231.90463809276,0.8600025710675785,0.7766610077283418
0.88,223055.46110922217,0.8800077804961797,0.7877709782296697
0.9,200141.0028200564,0.9000093507464275,0.7985799169154129
0.92,176029.5205904118,0.920009570407082,0.8090929184882747
0.94,149973.99947998958,0.940005020912808,0.8193105595086653
0.96,120507.41014820297,0.9600065564628703,0.8292369896408586
0.98,83885.67771355427,0.9800063036848164,0.8388551272600623
