Target Correlation,Best Standard Deviation,Best Correlation,Original vs Generated Correlation
0.7,4675.077543687181,0.700009796065841,0.5844544052168095
0.72,4423.973287682842,0.720004900879104,0.5889804329675736
0.74,4178.369124900422,0.7400066235049286,0.593257952823221
0.76,3937.265038390481,0.7600029620382577,0.5973027828286017
0.78,3699.361006118748,0.7800035043413334,0.6011340275244502
0.8,3463.457007745894,0.8000030550222027,0.6047666686376104
0.82,3228.153019542704,0.8200016709326687,0.608215821001858
0.84,2991.7490126951307,0.8400061547110341,0.6114969087932518
0.86,2752.444956694181,0.8600022355981451,0.6146214053880272
0.88,2507.5408057763693,0.8800039748832125,0.6176051230031897
0.9,2253.6365023135986,0.9000049755468101,0.6204609517859835
0.92,1985.5319581687825,0.9200074917012658,0.6232043562448137
0.94,1694.7270292716826,0.9400078943465412,0.6258532533320567
0.96,1364.6214342615976,0.9600090911208581,0.6284350984141814
0.98,952.4144477025035,0.9800079430097687,0.6310061923826189
