price,squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom
4911143.075417818,75523,3,0,1,63,9373,3,8,2005,0,1,4313,9005,956,0,7
4969780.404769745,80771,39,1,1,98,39381,8,6,2015,1,0,3653,2436,128,1,2
4878846.983918448,55712,58,0,1,19,34457,6,8,2021,0,0,2937,8852,135,1,9
4826737.982933849,32316,47,0,0,6,27939,10,4,2012,0,1,659,7141,359,0,3
4923191.343843194,70429,19,1,1,90,38045,3,7,1990,1,0,8435,2429,292,1,4
4841211.515358458,39223,36,0,1,17,39489,8,6,2012,0,1,2009,4552,757,0,1
4887862.4935024055,58682,10,1,1,99,6450,10,9,1995,1,1,5930,9453,848,0,5
4980090.631273075,86929,100,1,0,11,98155,3,4,2003,1,0,6326,4748,654,0,10
5154055.2,51522,3,0,0,61,9047,8,3,2012,1,1,632,5792,807,1,5
3970892.1,39686,42,0,0,15,71019,5,8,2021,1,1,5198,5342,591,1,3
4791111.50664095,23563,21,0,1,90,91058,6,8,1993,1,0,703,852,684,1,10
9652258.1,96470,74,1,0,21,92029,4,2,2011,1,1,5414,1172,716,1,9
4778331.406695501,19127,31,1,0,5,7475,2,9,2008,0,0,5387,4430,374,0,4
4798677.9259324465,13087,44,1,0,77,40475,8,4,2004,1,0,1745,724,582,0,0
4924905.084905483,79770,3,0,1,69,54812,10,5,2018,0,1,8871,7117,240,0,7
4926977.925323087,75985,60,1,0,67,6517,6,9,2009,1,1,4878,281,384,1,5
4890477.132957892,64169,88,0,1,6,61711,3,9,2011,1,1,3054,129,726,0,9
9944705.3,99371,31,1,1,16,96297,7,8,2013,1,1,3258,6296,354,1,8
4815644.670392382,25966,37,1,1,17,22818,3,1,2016,0,0,8257,2557,162,0,6
4187667.7,41792,43,1,1,10,80768,9,5,2017,1,1,2950,9573,572,1,5
4809907.270780602,28795,64,1,1,50,97667,3,4,2009,1,1,9862,2666,330,1,0
4969962.803079379,92383,12,0,0,78,71982,3,7,2000,0,0,7507,9056,892,1,1
4832631.224920867,33279,64,1,0,65,91690,3,2,2019,1,1,2427,717,732,0,1
4802894.383583315,34782,47,0,0,73,35331,1,4,2020,0,1,9586,6604,822,0,2
4766673.604001269,13386,51,0,0,90,87978,4,6,1993,0,0,2885,1149,904,1,4
4759273.505434173,20883,56,0,0,54,85377,5,9,2018,0,0,9982,8142,670,1,10
4991164.6194809945,95121,46,0,1,3,9382,7,9,1994,0,0,615,1221,328,0,10
4753482.747845284,6071,72,1,0,14,8410,2,6,2003,1,1,3306,3635,295,0,2
4763916.372192195,11844,43,0,0,55,46144,6,5,1993,1,0,5292,8233,395,0,10
5217708.6,52078,7,1,1,73,20372,10,4,2016,1,1,1864,2049,558,0,5
4785990.522806136,25897,98,1,0,92,20344,2,4,1993,0,1,9799,9569,116,1,10
4997144.555827281,85443,40,1,1,54,339,3,1,2021,1,0,3056,8928,292,1,2
4752787.905282961,11412,78,0,0,79,73807,1,5,2009,1,1,6899,8997,695,0,0
9765099.4,97550,89,1,1,98,78155,2,5,2014,1,0,5391,897,388,0,0
4947577.5982458405,76485,47,1,0,9,90254,2,9,2008,1,0,2860,3129,982,0,1
2622399.3,26169,29,0,0,62,66489,9,7,1993,0,1,7918,187,919,1,9
4803509.394251439,24239,87,1,0,91,73056,4,7,1998,0,0,6656,7149,698,0,3
4816153.550505423,36239,8,0,1,24,66771,7,6,1990,0,1,6679,6528,798,1,5
4782566.816021912,10500,88,0,1,49,10533,10,1,2013,1,1,4170,5501,422,0,5
8711426.0,87060,27,0,1,91,51803,8,10,2000,0,0,6629,435,512,0,7
4931919.275912698,66683,19,1,1,6,50801,6,2,2001,0,0,7473,796,237,1,3
4905875.111979325,66569,59,1,1,56,15574,7,9,2016,1,1,2020,7188,269,1,10
4966404.466942399,84559,29,0,1,69,53057,7,7,2000,1,0,3573,9556,918,1,8
4819144.385499568,28749,39,0,1,53,80821,6,5,1996,1,0,8113,2352,982,1,3
4934960.451364148,76091,38,1,0,32,59451,5,8,2016,1,0,8150,6037,930,0,7
9272740.1,92696,49,1,0,38,74381,9,2,2021,0,0,1559,5111,957,1,2
4707341.1,46988,66,1,1,27,4863,9,10,1991,1,1,8339,6331,874,1,4
4853007.808142602,48062,22,0,1,4,28104,1,10,2008,1,0,7908,552,817,1,1
4791159.625829856,5767,97,1,1,11,44551,7,3,1998,1,0,2516,5601,307,1,4
5984462.1,59800,47,0,1,27,44815,6,9,2021,0,0,5075,3104,864,0,4
4887137.530656745,54836,25,0,1,53,64601,10,5,2020,1,0,5278,1059,313,1,6
5444967.8,54318,10,1,1,52,76737,4,2,1998,1,1,9580,3787,227,1,1
4919676.231632646,70021,52,1,0,28,95678,4,6,1992,0,1,4480,6919,680,1,1
4878673.694200109,54368,11,1,1,20,55761,3,7,2021,0,0,231,1939,223,0,8
3147829.9,31421,29,0,1,68,67505,5,3,1999,1,1,8949,2080,630,0,5
4899252.054874167,63053,6,1,1,28,45312,3,1,1997,0,1,8414,6270,939,1,8
4768675.140918929,4187,89,0,1,17,7488,1,6,1994,1,0,186,2627,559,1,2
3316069.6,33108,82,0,1,83,52015,6,10,2016,1,0,6250,8751,552,1,2
4914874.129003,64393,8,0,0,51,95335,4,1,1990,1,0,3835,2403,559,0,6
9390891.9,93876,60,0,1,70,5484,2,1,1999,1,1,4086,5991,494,1,8
4940935.248773006,67040,60,1,1,22,1690,4,8,1993,1,0,4817,5222,927,0,0
4853589.303119786,47938,17,0,0,68,64247,7,1,2013,0,1,327,209,352,1,8
4838384.635762297,39090,57,1,0,74,2922,4,9,2010,0,0,3572,8722,811,1,6
4364910.5,43609,66,0,0,55,6739,4,9,2005,0,1,3388,2353,120,1,7
4875079.724841925,41998,74,1,0,17,32039,6,1,1990,1,0,6838,4925,828,0,9
3656368.7,36496,9,0,1,47,51526,5,1,2017,0,1,2768,6291,230,1,0
8410054.6,84016,15,1,0,55,63595,1,7,2016,1,0,3284,9879,641,0,2
4725105.782926849,3087,27,1,1,94,9283,3,10,2005,1,1,5866,3557,199,1,1
4968501.838722146,89768,48,1,1,17,71000,6,9,1993,0,1,2485,108,864,0,7
4829584.200373132,30226,74,1,1,87,71053,10,9,2007,0,0,515,13,223,0,4
4871807.807779729,58478,5,0,1,35,5898,6,10,2016,0,0,8366,4799,979,1,7
4921528.413263951,66621,48,0,0,89,52165,10,1,1995,1,1,5024,8103,388,1,4
4938358.186327368,73314,43,0,1,38,49895,10,1,2018,0,1,3281,5020,968,0,8
6000826.1,59972,28,0,1,18,32083,9,8,2021,1,1,8384,7226,226,1,4
4940566.002942126,71591,20,1,0,58,46834,7,4,1998,0,0,6486,3310,366,0,0
9257840.9,92462,52,1,1,46,22405,9,6,2019,1,0,9584,8587,677,0,8
4894320.577021498,52325,60,1,1,24,76804,6,5,1992,1,0,8987,3149,808,1,4
4913538.150448948,67311,67,0,0,10,45626,3,3,1990,1,1,6928,7808,774,1,5
4508695.3,45050,99,0,1,87,20318,4,8,2013,1,0,5218,8217,144,0,3
4910204.492218065,61534,73,1,0,97,22943,9,5,2001,0,0,9265,8974,755,1,6
8414104.3,84091,50,0,1,72,22718,7,5,1993,0,0,2668,4669,766,0,8
4967073.734650309,77579,69,1,1,97,88798,6,1,1999,1,0,4850,5648,144,1,8
4790455.915718133,25204,31,1,1,37,87552,4,10,2020,1,0,6560,4287,116,0,6
4212125.7,42059,46,0,1,62,43289,6,3,2017,1,1,8827,1853,860,1,3
3846214.1,38430,43,0,1,51,3406,6,4,2021,0,1,1214,606,289,0,8
709107.9,7069,4,0,0,89,55300,9,2,2009,1,1,7499,8969,493,1,3
3480536.9,34780,75,0,1,9,67297,4,5,2019,0,1,3033,6475,800,1,4
4768760.873366424,12757,100,1,0,7,19550,7,8,2020,1,1,6795,9983,738,0,5
4835143.707503831,33749,74,0,1,38,73976,10,7,1999,1,1,1729,7952,616,1,2
63402.1,600,37,1,0,43,72736,4,7,2011,1,0,6738,5603,866,0,1
733776.4,7239,61,1,0,83,26435,4,7,1994,1,0,7782,2518,986,0,4
4846402.649685702,34919,20,1,1,84,60113,5,1,1997,0,0,6566,628,408,0,2
4816186.053501647,25614,29,0,0,27,52970,4,1,1994,1,0,700,377,519,1,9
4882594.426172492,51434,64,0,0,23,79754,10,2,2012,1,1,2080,9575,753,0,7
4953771.613952159,78960,55,0,1,76,23408,8,4,2015,1,1,7126,5012,974,1,0
4928340.313562149,70751,64,1,1,41,92268,1,9,2006,1,0,1506,590,794,1,7
4949011.579290013,81870,60,0,1,100,58048,3,8,2020,0,0,3632,5960,723,1,3
9161130.7,91559,36,0,1,21,82521,6,2,2007,0,1,788,4788,132,1,8
7216904.4,72098,9,0,1,67,91168,2,3,2014,1,0,9080,9356,740,1,9
4801651.241500528,23177,19,0,0,52,69373,4,1,2003,0,0,2706,4593,648,1,6
4811191.059833254,39517,92,0,0,85,51212,4,6,2019,0,1,7618,1172,810,1,9
4900835.283124642,55232,23,0,0,8,849,8,3,1991,0,0,1492,5697,625,0,6
4864952.784410742,53735,49,0,1,92,2423,4,7,2006,0,0,8654,9588,290,1,8
4905391.248224919,67753,72,1,1,78,31721,3,9,1995,1,1,7480,2068,929,0,6
4728274.617651463,1450,59,0,0,1,2317,10,9,2018,1,1,1285,8119,869,1,10
4949816.61419201,82141,93,1,1,61,74213,3,7,2019,1,1,8785,6602,968,1,4
4789831.3439402245,17868,73,1,0,35,48674,4,9,2013,0,0,1718,5498,710,1,2
4904587.563566126,71397,71,0,0,93,68199,3,10,1995,1,1,3477,5530,342,0,2
4828919.994838933,32623,35,0,1,14,80204,10,6,2003,1,0,4633,7551,126,0,8
4798500.847291074,23841,71,1,1,25,32106,3,7,2010,1,1,7590,5224,564,1,1
1650711.1,16495,94,0,0,6,90448,3,10,1991,1,1,2214,1464,929,1,7
4847190.790600909,39109,24,1,0,67,74477,4,3,2002,1,0,1642,2925,139,0,9
4930514.016731065,65151,81,1,1,3,66191,7,9,1991,0,0,3218,9119,849,0,4
6154833.3,61484,91,1,0,94,87015,8,8,2013,1,0,5486,3641,766,0,3
4900723.39538583,57160,15,1,1,43,40786,8,8,2002,0,0,4018,4871,836,1,2
1336414.1,13346,57,0,0,57,30010,6,8,2021,1,1,2525,545,809,0,8
2738851.7,27351,77,0,0,36,98465,4,1,1997,1,1,1150,3100,812,1,0
4793760.312448025,18466,50,0,1,60,89670,5,2,2020,0,0,2475,1376,568,0,5
4838020.116986534,45441,29,1,0,66,21239,3,5,2004,0,1,8121,2996,853,0,6
4861730.942468545,55933,15,0,0,97,5800,9,8,2001,1,1,7369,6739,686,1,6
8198107.1,81936,68,0,0,92,6143,3,1,2011,1,0,6393,9082,734,0,0
1833338.1,18237,70,1,0,74,25093,9,6,2011,0,0,7173,9144,498,1,9
4832277.046487134,35631,54,1,0,7,77355,10,6,2018,1,1,216,1339,775,1,10
9977000.2,99683,12,1,0,77,18300,5,8,2002,0,1,4034,2877,787,1,6
4853657.327577653,47664,44,0,0,77,98008,6,3,2010,1,1,2662,5433,417,0,6
4927443.424169868,62887,45,0,1,7,91125,4,3,1993,1,0,292,744,675,0,4
4810312.284354507,18470,20,1,1,73,9406,3,1,2000,1,0,4089,9245,905,1,6
4814629.272116405,36031,63,1,0,47,74698,9,8,2001,0,1,9701,1325,514,0,4
4781210.206128847,22776,84,0,0,5,82401,9,9,1993,0,1,2422,1918,544,1,7
1487488.2,14830,81,1,0,1,17641,1,10,1992,1,0,6151,1651,243,0,9
4846960.576486387,43944,40,1,0,69,5581,10,5,2012,0,1,7466,6556,735,1,6
4931762.80290008,73062,34,1,1,38,44770,4,8,2016,0,0,9823,7174,728,1,0
4976349.2877237275,84284,76,0,0,39,55723,5,1,1998,0,0,4500,4877,480,0,6
4758807.886175394,9619,66,1,0,91,82543,9,5,1991,0,1,1069,3823,927,0,10
4775907.572039854,11410,96,0,1,96,85454,8,3,2019,0,1,1466,3642,933,1,1
4799476.282074228,29855,63,0,0,23,78080,5,5,2000,0,1,3861,7495,204,0,6
4863452.809162264,46716,94,0,0,58,25303,8,5,2008,0,1,1361,6855,409,0,3
4942115.807984479,77046,69,1,0,85,43517,4,2,1992,0,1,8135,1401,648,0,3
4867597.688309712,58855,1,0,0,66,20127,3,7,2004,0,1,2267,3070,531,0,3
4922764.569812404,69165,66,1,0,74,51371,4,4,2009,1,1,1543,9736,939,1,9
4889172.896862124,57915,25,0,1,84,87517,10,4,2007,1,1,3394,4287,640,0,5
4904883.451281482,66279,47,1,0,9,21934,3,2,2003,0,1,5079,3156,128,0,10
4769176.441139393,16068,21,1,0,13,21716,8,8,1991,1,1,8893,2564,463,0,2
4920691.509774018,74325,50,1,1,58,91978,8,10,1994,0,1,4008,1952,275,0,5
4844705.242427018,35742,46,1,1,47,84138,7,1,2014,1,1,1732,6019,243,0,7
4764892.078517823,9026,51,1,0,28,85842,1,5,2000,1,0,779,9037,482,0,10
4754776.80707062,16899,19,0,1,14,47328,2,4,2020,0,1,5710,907,302,1,7
4975612.109307992,99854,82,0,0,64,82741,3,8,2009,0,1,4827,2626,918,0,7
4818376.480719477,33743,56,1,1,29,21945,10,8,2006,0,1,7330,3012,345,0,6
4952994.156955357,72798,22,1,1,30,61212,9,3,2007,0,0,2209,2120,637,0,7
4960914.060986087,86492,21,0,0,86,42450,3,7,1992,1,0,7843,5348,463,0,0
4834984.16857948,38937,35,0,1,77,2867,2,6,2013,1,1,1312,1272,794,0,1
4788226.558786386,24762,22,0,1,62,50367,10,10,1999,1,1,5264,3986,502,1,1
9109264.9,91047,45,0,0,65,41065,8,2,1999,0,0,7241,1060,757,1,1
4870891.896801424,55527,64,0,1,44,61931,4,2,2005,0,1,9385,9507,786,1,9
7070662.7,70606,17,1,1,79,38,7,3,2017,1,0,4927,1285,197,0,5
4914479.585186631,67327,47,0,0,87,26709,9,3,1990,0,1,1097,8551,964,0,10
4742634.29569711,6125,90,0,1,29,95979,1,2,2012,1,1,6423,7934,846,0,10
4923405.726562869,71833,37,0,1,51,58147,2,5,2013,0,0,3772,2045,580,1,6
4798872.768157569,20811,98,1,1,71,91543,1,4,1995,0,1,112,53,586,0,3
4773755.857761575,7643,98,0,0,63,5989,2,3,1999,1,0,2142,7748,983,1,7
4788076.896894716,16669,95,1,1,81,15949,4,3,2007,0,1,6109,1409,239,1,1
8409827.0,84006,73,1,1,97,54296,4,7,2000,1,0,9698,6310,837,0,4
4801876.190462056,34059,49,0,0,90,63489,4,8,1993,0,1,4138,5337,347,0,2
3620939.1,36131,95,0,0,88,72385,8,8,1991,1,0,1046,8463,331,0,8
4771429.464421421,8201,18,1,1,66,38920,7,2,2007,0,0,4949,5811,185,1,6
4844670.328570964,38398,84,0,0,22,44513,6,8,1994,1,0,1618,9458,404,0,8
4828279.530451066,38833,10,0,0,14,28075,4,3,2014,1,1,1828,7626,462,1,8
4151539.3,41488,22,0,0,59,2019,9,1,2013,0,1,2090,4438,650,0,3
4751336.941661457,5205,2,0,0,15,71289,7,3,2005,0,0,8342,4705,742,0,0
4858771.897797424,45066,28,0,0,62,85825,9,5,2013,0,0,7092,6757,924,1,0
4935337.721728104,63875,53,1,1,14,54408,7,3,1999,1,0,4139,7178,152,0,6
2515214.0,25052,88,0,0,94,1083,8,6,2020,0,1,718,6346,703,0,10
4863766.582086984,51457,64,0,1,32,68294,3,10,2016,0,0,3016,1891,633,1,4
4942271.940420269,84396,64,0,0,96,88421,6,7,2015,1,1,7416,6190,593,1,2
4924965.495750856,64920,98,0,1,63,1173,8,8,2016,1,0,2287,8181,426,1,6
4755893.709311005,9166,4,1,0,16,26610,4,1,2015,1,1,6838,9438,842,1,8
4936632.176251716,85558,48,1,0,83,55318,2,9,2017,0,1,7997,655,374,1,0
4961418.740805727,87267,75,1,0,81,57714,6,10,2019,0,0,6899,1628,666,1,4
5013302.19609343,96091,100,0,1,24,99874,10,3,1999,0,0,6546,4094,373,0,6
4837917.353356029,38003,98,1,0,6,49191,8,10,2008,0,0,9981,6500,129,0,2
8318749.5,83120,97,0,1,68,93953,6,6,2015,0,1,15,4581,481,0,1
4794822.397753588,20468,100,1,0,34,63924,6,4,2003,0,1,9659,6233,802,0,0
4960805.895077147,75152,91,1,0,37,61836,3,3,2018,1,0,4717,5685,412,0,2
4803442.374418423,32688,9,1,1,18,86166,6,5,2013,0,1,9089,6967,398,1,7
4847619.287961166,45868,72,1,1,69,33082,5,7,1994,1,1,7668,9908,216,0,10
4934535.585664003,73900,69,0,1,36,57473,4,3,2018,0,0,9847,6227,140,1,4
1606948.7,16000,41,1,1,25,86898,9,4,2007,0,1,7228,764,138,0,6
4743437.537412455,1423,59,0,1,30,21687,8,4,1993,1,1,3900,1985,879,0,8
4820375.53430654,29951,37,1,1,13,56604,6,8,1995,1,1,5692,9582,762,0,0
4856507.541627149,40231,84,0,1,41,64474,4,5,1999,0,0,5700,303,758,1,0
4893753.615707208,59517,38,1,0,69,93928,8,8,2003,1,0,6831,2741,727,1,6
9902968.3,98969,26,1,0,69,36941,10,8,2003,0,0,3744,5809,992,1,5
4978591.849547602,99177,49,0,0,41,5100,6,10,2021,1,1,6326,6738,429,1,3
4953673.659249851,89157,46,0,0,42,34482,3,6,2009,0,1,3510,781,290,1,4
4936493.715131731,67429,60,0,1,24,89820,8,7,1991,1,0,3578,3600,858,1,1
3848467.0,38431,57,1,0,60,69199,9,3,2020,1,0,4121,3307,374,0,8
4953142.557194649,72495,76,1,1,59,8723,8,10,1994,1,0,3413,2245,254,1,0
4977507.873653928,85362,77,1,0,19,40604,6,5,1997,0,0,7728,8516,186,1,4
4802183.087365447,28597,93,0,0,47,16237,3,9,1990,0,0,4492,270,714,0,8
1376329.1,13687,36,1,1,93,2400,3,5,2001,1,1,4148,6383,590,0,5
4852062.870436469,50479,3,0,1,73,39939,5,9,2020,0,0,4149,6785,188,0,5
4997357.672076725,98121,38,0,1,57,20289,7,4,1995,0,1,6028,8690,275,0,2
5775940.9,57736,16,0,0,21,83855,9,6,1999,0,1,6099,1511,588,0,2
4819740.897347921,30356,40,0,0,85,13378,7,1,1992,0,0,7660,774,551,0,8
4796799.626583754,21141,38,0,1,80,65184,10,3,1998,1,1,169,8853,697,1,10
4981362.347698742,98122,34,0,0,7,80176,7,4,2009,0,1,7125,7272,186,1,5
4843104.328918294,34746,12,1,0,15,57668,10,5,2000,0,0,2840,3137,377,0,4
4788397.645317763,17297,43,1,1,19,99289,7,5,2012,1,1,3216,5586,243,1,2
8039714.3,80324,47,1,1,7,20394,3,2,1993,1,1,325,3203,109,0,9
1585031.9,15815,13,1,1,2,2179,7,1,2019,1,0,637,7880,552,0,4
4715788.804240626,1066,5,1,1,46,65388,4,9,2017,0,1,2723,9228,524,1,5
4938126.146226298,79275,95,0,1,67,13000,5,9,1995,0,1,3689,7215,132,1,3
4767112.474801298,20658,7,1,1,48,80216,4,10,1997,0,0,8080,9560,341,1,10
4754533.207677955,8687,88,0,1,64,2052,3,6,1993,1,1,7414,6075,710,1,3
4942217.038163724,69638,42,1,1,63,89878,1,2,1991,1,0,4703,7032,937,1,6
9406163.1,94036,18,0,0,19,79418,10,9,2001,1,1,5913,178,986,0,10
4884257.183861932,60889,72,0,0,87,55928,6,8,2018,1,0,7437,4833,131,0,7
4787726.206929086,11680,21,0,0,14,5324,10,1,1992,1,0,7478,6846,921,1,6
4796099.505668469,11458,96,1,1,31,95286,9,5,2010,1,0,1365,3757,321,0,6
